position_ss,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ss,points_ss,concat_id,gender,created_at,updated_at
393,Jablonski,Max,CAN,,,97944,,3 / (5),106.58,maxjablonskican,m,11/21/20 8:22,11/21/20 8:22
394,Mostovoi,Konstantin,RUS,,,100243,9480794,2 / (2),106.39,konstantinmostovoirus,m,11/21/20 8:22,11/21/20 8:22
395,Kervinen,Nooa,FIN,,,94160,9180193,3 / (5),106.08,nooakervinenfin,m,11/21/20 8:22,11/21/20 8:22
396,Hlynsson,Reynar,ISL,,,95750,,3 / (3),105.75,reynarhlynssonisl,m,11/21/20 8:22,11/21/20 8:22
397,McCorrister,Maddox,CAN,10,7/10/10 0:00,100478,,3 / (4),105.66,maddoxmccorristercan,m,11/21/20 8:22,11/21/20 8:22
398,Lane,Charlie,GBR,,,94806,,3 / (5),105.36,charlielanegbr,m,11/21/20 8:22,11/21/20 8:22
399,Gao,Xuesong,CHN,,,100092,9120058,3 / (3),105.32,xuesonggaochn,m,11/21/20 8:22,11/21/20 8:22
400,Eckert,Coltan,CAN,17,10/6/03 0:00,94849,,3 / (5),105.23,coltaneckertcan,m,11/21/20 8:22,11/21/20 8:22
401,Miskiman,Sean,CAN,20,5/3/00 0:00,87792,9100751,3 / (3),105.02,seanmiskimancan,m,11/21/20 8:22,11/21/20 8:22
402,Mukai,Kaito,JPN,,,95180,,3 / (4),104.52,kaitomukaijpn,m,11/21/20 8:22,11/21/20 8:22
402,Pentecote,Eliot,FRA,,,91231,9190469,3 / (4),104.52,eliotpentecotefra,m,11/21/20 8:22,11/21/20 8:22
404,Uehara,Takuya,JPN,29,3/28/91 0:00,95026,9300846,3 / (3),104.19,takuyaueharajpn,m,11/21/20 8:22,11/21/20 8:22
405,Pothier,Xavier,CAN,,,100845,,2 / (2),102.98,xavierpothiercan,m,11/21/20 8:22,11/21/20 8:22
406,Hirai,Riku,JPN,,,98174,9300875,3 / (3),102.35,rikuhiraijpn,m,11/21/20 8:22,11/21/20 8:22
407,Peeters,Lorenzo,BEL,,,83408,9060014,1 / (1),102.07,lorenzopeetersbel,m,11/21/20 8:22,11/21/20 8:22
408,Netland,Walker,USA,,,98917,,3 / (8),101.91,walkernetlandusa,m,11/21/20 8:22,11/21/20 8:22
409,Kamissek,Luka,GER,,,98648,,3 / (8),101.65,lukakamissekger,m,11/21/20 8:22,11/21/20 8:22
410,Zanka,Roman,CZE,,,92705,9150218,3 / (5),101.32,romanzankacze,m,11/21/20 8:22,11/21/20 8:22
411,Lotz,Peter,GER,,,98008,,3 / (4),101.3,peterlotzger,m,11/21/20 8:22,11/21/20 8:22
412,Nedielka,Tadeas,SVK,,,99235,,3 / (3),101.23,tadeasnedielkasvk,m,11/21/20 8:22,11/21/20 8:22
413,Haug,Thorbjorn,NOR,,,99325,,3 / (5),101.02,thorbjornhaugnor,m,11/21/20 8:22,11/21/20 8:22
414,Okajima,Daia,JPN,,,96714,9300969,3 / (4),100.96,daiaokajimajpn,m,11/21/20 8:22,11/21/20 8:22
415,Matena,Timon,CZE,,,100805,,3 / (3),100.39,timonmatenacze,m,11/21/20 8:22,11/21/20 8:22
416,Harrison,Tyler,CAN,,,99415,,3 / (5),100.2,tylerharrisoncan,m,11/21/20 8:22,11/21/20 8:22
417,Fredlund,Fredrik,SWE,,,89888,9500139,1 / (1),100,fredrikfredlundswe,m,11/21/20 8:22,11/21/20 8:22
418,Turpeinen,Tuomas,FIN,,,96431,,3 / (4),99.95,tuomasturpeinenfin,m,11/21/20 8:22,11/21/20 8:22
419,Seo,Gyeong,KOR,,,96474,9320182,3 / (3),99.59,gyeongseokor,m,11/21/20 8:22,11/21/20 8:22
420,Dovjak,Eric,AUT,,,93595,,3 / (4),99.47,ericdovjakaut,m,11/21/20 8:22,11/21/20 8:22
421,Hunter,Colin,CAN,,,98463,,3 / (6),99.39,colinhuntercan,m,11/21/20 8:22,11/21/20 8:22
422,Skhvediani,Jaba,GEO,,,96157,9680004,3 / (5),98.9,jabaskhvedianigeo,m,11/21/20 8:22,11/21/20 8:22
423,Rogers,Mac,NZL,,,97610,,3 / (4),97.93,macrogersnzl,m,11/21/20 8:22,11/21/20 8:22
424,Falhaber,Bart,NED,,,77585,9400087,2 / (2),97.82,bartfalhaberned,m,11/21/20 8:22,11/21/20 8:22
425,Hafsahl,Storm,NOR,,,97096,,3 / (4),97.59,stormhafsahlnor,m,11/21/20 8:22,11/21/20 8:22
426,Partanen,Aatu,FIN,,,93237,9180192,3 / (3),97.56,aatupartanenfin,m,11/21/20 8:22,11/21/20 8:22
427,Johansson,Borgthor Omar,ISL,,,96991,,3 / (3),96.97,borgthor omarjohanssonisl,m,11/21/20 8:22,11/21/20 8:22
428,Sutton,Alfred,FRA,,,97381,,3 / (4),96.47,alfredsuttonfra,m,11/21/20 8:22,11/21/20 8:22
429,Schweizer,Mika,GER,12,12/5/07 0:00,94703,,3 / (6),96.45,mikaschweizerger,m,11/21/20 8:22,11/21/20 8:22
430,Inokuchi,Wayu,JPN,,,100828,,2 / (2),96.17,wayuinokuchijpn,m,11/21/20 8:22,11/21/20 8:22
431,Zhang,Jiahao,CHN,,,90959,1124972,3 / (3),95.97,jiahaozhangchn,m,11/21/20 8:22,11/21/20 8:22
432,Cavers,George,USA,,,100707,,3 / (5),95.59,georgecaversusa,m,11/21/20 8:22,11/21/20 8:22
433,Kim,Sang-Jae,KOR,,,99260,,3 / (4),95.29,sang-jaekimkor,m,11/21/20 8:22,11/21/20 8:22
434,Hoeksema,Steven,CAN,,,99411,,3 / (5),94.95,stevenhoeksemacan,m,11/21/20 8:22,11/21/20 8:22
435,Joensuu,Topias,FIN,,,96438,,3 / (4),94.71,topiasjoensuufin,m,11/21/20 8:22,11/21/20 8:22
435,Sundsvold Bjonness,Emil,NOR,,,99639,,3 / (3),94.71,emilsundsvold bjonnessnor,m,11/21/20 8:22,11/21/20 8:22
437,Yang,Wenlong,CHN,,,96913,1124981,3 / (3),94.64,wenlongyangchn,m,11/21/20 8:22,11/21/20 8:22
438,Kallos,Anderson,CAN,15,5/2/05 0:00,99868,,3 / (5),94.6,andersonkalloscan,m,11/21/20 8:22,11/21/20 8:22
439,Steed,Jackson,CAN,,,96312,,3 / (5),94.59,jacksonsteedcan,m,11/21/20 8:22,11/21/20 8:22
440,Muhonen,Anton,SWE,,,94027,9500164,1 / (1),94.03,antonmuhonenswe,m,11/21/20 8:22,11/21/20 8:22
441,Batchelor,Zachary,CAN,14,12/1/05 0:00,99836,,3 / (3),93.93,zacharybatchelorcan,m,11/21/20 8:22,11/21/20 8:22
442,Tucker,Rio,CAN,16,7/30/04 0:00,96686,9101174,3 / (4),93.88,riotuckercan,m,11/21/20 8:22,11/21/20 8:22
443,Jinguji,Kaito,JPN,,,91697,9300766,1 / (1),93.87,kaitojingujijpn,m,11/21/20 8:22,11/21/20 8:22
444,Kleivdal,Morten,NOR,29,3/13/91 0:00,71775,9420061,2 / (2),93.85,mortenkleivdalnor,m,11/21/20 8:22,11/21/20 8:22
445,Christensen,Christian,NOR,,,62936,,2 / (2),93.11,christianchristensennor,m,11/21/20 8:22,11/21/20 8:22
446,Saito,Yuto,JPN,,,96929,,3 / (5),92.36,yutosaitojpn,m,11/21/20 8:22,11/21/20 8:22
447,Sitzia,Leonardo,GER,,,91351,,2 / (2),92.3,leonardositziager,m,11/21/20 8:22,11/21/20 8:22
448,Teksle,Petter,NOR,,,96873,,3 / (4),91.99,pettertekslenor,m,11/21/20 8:22,11/21/20 8:22
449,Zverina,Petr,CZE,,,94191,,3 / (3),91.29,petrzverinacze,m,11/21/20 8:22,11/21/20 8:22
450,Jedrej,Joseph,CAN,,,97027,,3 / (5),91.1,josephjedrejcan,m,11/21/20 8:22,11/21/20 8:22
451,Alexis,Genest,CAN,,,96645,,3 / (6),91.06,genestalexiscan,m,11/21/20 8:22,11/21/20 8:22
452,Montalvo,Blake,CAN,,,99418,,3 / (5),90.87,blakemontalvocan,m,11/21/20 8:22,11/21/20 8:22
453,Duncan,Roahan,GBR,,,99965,,3 / (5),90.64,roahanduncangbr,m,11/21/20 8:22,11/21/20 8:22
454,Vera,Dante,ARG,,,96045,9030109,3 / (7),90.18,danteveraarg,m,11/21/20 8:22,11/21/20 8:22
455,Oki,Fuki,JPN,,,99675,,3 / (5),90.11,fukiokijpn,m,11/21/20 8:22,11/21/20 8:22
456,Malcolm,George,CAN,19,11/3/01 0:00,94673,9100976,3 / (5),89.97,georgemalcolmcan,m,11/21/20 8:22,11/21/20 8:22
456,Parkinson,Jesse,AUS,15,6/28/05 0:00,94288,9040298,3 / (3),89.97,jesseparkinsonaus,m,11/21/20 8:22,11/21/20 8:22
458,De Baets,Rune,BEL,,,99218,,3 / (4),89.85,runede baetsbel,m,11/21/20 8:22,11/21/20 8:22
459,Berghorn,Gavin,USA,,,98793,,3 / (3),88.76,gavinberghornusa,m,11/21/20 8:22,11/21/20 8:22
460,Bridgman,Nicholas,ITA,27,8/24/93 0:00,78696,9290210,1 / (1),88.47,nicholasbridgmanita,m,11/21/20 8:22,11/21/20 8:22
461,Axelsson,Felix,SWE,,,84595,,3 / (4),88.23,felixaxelssonswe,m,11/21/20 8:22,11/21/20 8:22
462,Pare,Nathan,USA,,,98947,,3 / (4),88.18,nathanpareusa,m,11/21/20 8:22,11/21/20 8:22
463,Delaurier,Tyson,CAN,,,99399,,2 / (2),87.85,tysondelauriercan,m,11/21/20 8:22,11/21/20 8:22
464,Rawdon-Harris,Ethan,CAN,,,97958,,3 / (4),87.31,ethanrawdon-harriscan,m,11/21/20 8:22,11/21/20 8:22
465,Scanland,Cyrus,CAN,,,97946,,3 / (5),87.17,cyrusscanlandcan,m,11/21/20 8:22,11/21/20 8:22
466,Haefliger,Lars,SUI,,,97424,,3 / (4),87.12,larshaefligersui,m,11/21/20 8:22,11/21/20 8:22
467,Justin,Perron,CAN,,,96642,,3 / (3),87.08,perronjustincan,m,11/21/20 8:22,11/21/20 8:22
468,Henricksen,Dillon,USA,,,97762,9531498,2 / (2),86.99,dillonhenricksenusa,m,11/21/20 8:22,11/21/20 8:22
469,Toman,Vaclav,CZE,17,2/6/03 0:00,94193,9150226,3 / (4),86.19,vaclavtomancze,m,11/21/20 8:22,11/21/20 8:22
470,Schwiersch,Leonhard,GER,,,82231,,2 / (2),85.26,leonhardschwierschger,m,11/21/20 8:22,11/21/20 8:22
471,Kreienbuehl,Gabriel Tim,SUI,,,91077,,2 / (2),85.1,gabriel timkreienbuehlsui,m,11/21/20 8:22,11/21/20 8:22
472,Mukai,Takeru,JPN,,,95175,9300966,3 / (4),84.71,takerumukaijpn,m,11/21/20 8:22,11/21/20 8:22
473,Alkefjaerd,Daniel,SWE,23,7/13/97 0:00,89248,9500140,3 / (4),84.65,danielalkefjaerdswe,m,11/21/20 8:22,11/21/20 8:22
474,Laine,Juho,FIN,,,93963,,2 / (2),84.44,juholainefin,m,11/21/20 8:22,11/21/20 8:22
475,Zabela,Siarhei,BLR,,,100833,,1 / (1),84.16,siarheizabelablr,m,11/21/20 8:22,11/21/20 8:22
476,Vargdal,Sigurd,NOR,,,95251,9420162,2 / (2),84.11,sigurdvargdalnor,m,11/21/20 8:22,11/21/20 8:22
477,Foord-Kelcey,James,CAN,,,99440,,3 / (3),83.79,jamesfoord-kelceycan,m,11/21/20 8:22,11/21/20 8:22
478,Hicks,Kieran,CAN,10,3/7/10 0:00,96562,,3 / (5),83.79,kieranhickscan,m,11/21/20 8:22,11/21/20 8:22
479,Todd,Connor,CAN,18,4/27/02 0:00,94850,9101214,3 / (4),83.7,connortoddcan,m,11/21/20 8:22,11/21/20 8:22
480,MacZugowski,Jedrzej,POL,,,99565,,3 / (4),83.38,jedrzejmaczugowskipol,m,11/21/20 8:22,11/21/20 8:22
481,Ulseth Sylte,Vegard,NOR,,,100615,,3 / (3),83.36,vegardulseth syltenor,m,11/21/20 8:22,11/21/20 8:22
482,MacIsaac,Jordan,CAN,,,97955,,3 / (3),83.23,jordanmacisaaccan,m,11/21/20 8:22,11/21/20 8:22
483,Warren,Bo,USA,23,3/10/97 0:00,82094,9530960,1 / (1),82.96,bowarrenusa,m,11/21/20 8:22,11/21/20 8:22
484,Hannibal,Linus,GER,,,98657,,3 / (4),82.56,linushannibalger,m,11/21/20 8:22,11/21/20 8:22
485,Depriest,Brooklyn,USA,14,2/21/06 0:00,96997,,3 / (5),82.24,brooklyndepriestusa,m,11/21/20 8:22,11/21/20 8:22
486,Fujiwara,Yuki,JPN,,,98170,,3 / (4),82.09,yukifujiwarajpn,m,11/21/20 8:22,11/21/20 8:22
487,Barin,Cesar,FRA,,,94634,9190550,3 / (3),82.06,cesarbarinfra,m,11/21/20 8:22,11/21/20 8:22
488,Girotto,Cesare Emanuele,ITA,,,93543,9290351,2 / (2),81.91,cesare emanuelegirottoita,m,11/21/20 8:22,11/21/20 8:22
489,Nickel,Jacob,CAN,,,97223,,3 / (3),81.85,jacobnickelcan,m,11/21/20 8:22,11/21/20 8:22
490,Krall,Timo,AUT,,,94626,9050280,3 / (5),81.72,timokrallaut,m,11/21/20 8:22,11/21/20 8:22
491,Eldood,Kamal,CAN,,,97960,,2 / (2),81.37,kamaleldoodcan,m,11/21/20 8:22,11/21/20 8:22
492,Soic,Mauro,CRO,,,100045,,3 / (7),80.98,maurosoiccro,m,11/21/20 8:22,11/21/20 8:22
493,Plur De La Rosa,Joao,GER,10,12/15/09 0:00,96339,,3 / (6),80.69,joaoplur de la rosager,m,11/21/20 8:22,11/21/20 8:22
494,Mikalsen Ostby,Simon,NOR,,,97886,,2 / (2),80.63,simonmikalsen ostbynor,m,11/21/20 8:22,11/21/20 8:22
495,Chen,Maxson,AUS,,,92310,9040299,3 / (4),80.36,maxsonchenaus,m,11/21/20 8:22,11/21/20 8:22
496,Buraud,Jules,FRA,,,97374,9190516,3 / (3),79.85,julesburaudfra,m,11/21/20 8:22,11/21/20 8:22
497,Golinczak,Jan,POL,13,6/29/07 0:00,98416,,3 / (4),79.82,jangolinczakpol,m,11/21/20 8:22,11/21/20 8:22
498,Hamilton,Mason,CAN,,,96577,9101147,3 / (4),79.62,masonhamiltoncan,m,11/21/20 8:22,11/21/20 8:22
499,Ernst,Wyatt,CAN,,,94655,9101135,3 / (7),79.51,wyatternstcan,m,11/21/20 8:22,11/21/20 8:22
500,Magee,Chris,USA,,,98251,9531455,2 / (2),78.83,chrismageeusa,m,11/21/20 8:22,11/21/20 8:22
501,Lebedev,Maxim,CZE,,,99222,,3 / (4),78.8,maximlebedevcze,m,11/21/20 8:22,11/21/20 8:22
502,Ostapovich,Kale,CAN,,,96219,9100978,2 / (2),78.77,kaleostapovichcan,m,11/21/20 8:22,11/21/20 8:22
503,Jovic,Todor,SRB,,,97316,9310012,3 / (5),78.4,todorjovicsrb,m,11/21/20 8:22,11/21/20 8:22
504,Kelly,Connor,USA,,,85884,,2 / (2),78.39,connorkellyusa,m,11/21/20 8:22,11/21/20 8:22
505,Melville Ives,Cam,NZL,,,99105,,3 / (3),78.05,cammelville ivesnzl,m,11/21/20 8:22,11/21/20 8:22
506,Karoliussen,Petter,NOR,,,97692,,3 / (3),77.97,petterkaroliussennor,m,11/21/20 8:22,11/21/20 8:22
507,Inman,Ethan,CAN,,,97989,,3 / (3),77.91,ethaninmancan,m,11/21/20 8:22,11/21/20 8:22
508,Kroell,Jonas,AUT,,,97873,,3 / (5),77.69,jonaskroellaut,m,11/21/20 8:22,11/21/20 8:22
509,Pizarro,Pedro,CHI,,,100186,9110035,3 / (5),77.62,pedropizarrochi,m,11/21/20 8:22,11/21/20 8:22
510,Yonemura,Toranosuke,JPN,,,95306,,3 / (4),77.34,toranosukeyonemurajpn,m,11/21/20 8:22,11/21/20 8:22
511,Lemke,Derek,USA,,,84103,9531335,1 / (1),77.15,dereklemkeusa,m,11/21/20 8:22,11/21/20 8:22
512,Rustad,Markus,NOR,24,9/16/96 0:00,91249,9420151,1 / (1),77.02,markusrustadnor,m,11/21/20 8:22,11/21/20 8:22
513,Pfrommer,Paul,GER,,,100793,,2 / (2),76.95,paulpfrommerger,m,11/21/20 8:22,11/21/20 8:22
514,Argue,Chase,CAN,,,99356,,3 / (5),76.93,chasearguecan,m,11/21/20 8:22,11/21/20 8:22
515,Pajer,Mikolas,CZE,23,10/10/97 0:00,76955,9150133,3 / (3),76.81,mikolaspajercze,m,11/21/20 8:22,11/21/20 8:22
516,Karahasanovic,Amar,BIH,,,90412,9710006,3 / (6),76.5,amarkarahasanovicbih,m,11/21/20 8:22,11/21/20 8:22
517,Kim,Hyobin,KOR,,,99344,,3 / (3),76.38,hyobinkimkor,m,11/21/20 8:22,11/21/20 8:22
518,Wilson,Indiana,CAN,16,12/20/03 0:00,97226,,2 / (2),76.23,indianawilsoncan,m,11/21/20 8:22,11/21/20 8:22
519,Kaemingh,Carter,CAN,,,99404,,3 / (5),76.08,carterkaeminghcan,m,11/21/20 8:22,11/21/20 8:22
520,Jukola,Ville,FIN,,,97144,,2 / (2),75.88,villejukolafin,m,11/21/20 8:22,11/21/20 8:22
521,Billiet,Niels,BEL,,,99219,,3 / (3),75.55,nielsbillietbel,m,11/21/20 8:22,11/21/20 8:22
522,Ahonen,Samu,FIN,,,96550,,2 / (2),75.44,samuahonenfin,m,11/21/20 8:22,11/21/20 8:22
523,Yoshida,Teruki,JPN,,,99680,,2 / (2),75.41,terukiyoshidajpn,m,11/21/20 8:22,11/21/20 8:22
524,Dale Nyqvist,Alexander,NOR,,,100438,,3 / (4),75.08,alexanderdale nyqvistnor,m,11/21/20 8:22,11/21/20 8:22
525,Brandsoy,Jalen,USA,,,98965,,3 / (3),74.16,jalenbrandsoyusa,m,11/21/20 8:22,11/21/20 8:22
526,Moore,Lewis,GBR,,,99561,,1 / (1),74.05,lewismooregbr,m,11/21/20 8:22,11/21/20 8:22
527,Bender,Maximilian,GER,,,100451,,3 / (4),73.75,maximilianbenderger,m,11/21/20 8:22,11/21/20 8:22
528,Arason,Birkir Thor,ISL,,,97456,9250017,2 / (2),73.73,birkir thorarasonisl,m,11/21/20 8:22,11/21/20 8:22
529,Steffensen,Lasse,NOR,,,93760,,3 / (6),73.48,lassesteffensennor,m,11/21/20 8:22,11/21/20 8:22
530,Deriban,Karlo,MKD,,,100622,,3 / (4),73.47,karloderibanmkd,m,11/21/20 8:22,11/21/20 8:22
531,Gietzler,Harald,AUT,,,90296,,3 / (3),73.4,haraldgietzleraut,m,11/21/20 8:22,11/21/20 8:22
532,Paulicek,Daniel,CZE,27,5/15/93 0:00,72910,9150054,2 / (2),73.26,danielpaulicekcze,m,11/21/20 8:22,11/21/20 8:22
533,Ozturk,Edis,BIH,,,97075,9710011,3 / (7),72.52,edisozturkbih,m,11/21/20 8:22,11/21/20 8:22
534,Schiele,Tate,CAN,,,97290,9101171,2 / (2),72.52,tateschielecan,m,11/21/20 8:22,11/21/20 8:22
535,Fukami,Keita,JPN,,,93007,9300759,3 / (4),71.93,keitafukamijpn,m,11/21/20 8:22,11/21/20 8:22
536,Leuenberger,Lukas,SUI,,,93059,,3 / (3),71.85,lukasleuenbergersui,m,11/21/20 8:22,11/21/20 8:22
537,Campbell,Cobi,CAN,,,98465,,3 / (3),71.42,cobicampbellcan,m,11/21/20 8:22,11/21/20 8:22
538,Hughes,Jet,NZL,,,97613,,3 / (3),71.4,jethughesnzl,m,11/21/20 8:22,11/21/20 8:22
539,Springinsfeld,Nahuel,ARG,,,94367,9030137,3 / (3),71.18,nahuelspringinsfeldarg,m,11/21/20 8:22,11/21/20 8:22
539,Lee,Kwang Ki,KOR,27,10/13/93 0:00,79924,9320033,1 / (1),71.18,kwang kileekor,m,11/21/20 8:22,11/21/20 8:22
541,Downs,Jayce,CAN,18,1/20/02 0:00,99834,,2 / (2),70.68,jaycedownscan,m,11/21/20 8:22,11/21/20 8:22
542,Wrobel,Evan,USA,,,98929,,3 / (6),70.42,evanwrobelusa,m,11/21/20 8:22,11/21/20 8:22
543,Landmark,Zebastian,SWE,29,4/15/91 0:00,72891,9500066,1 / (1),70.03,zebastianlandmarkswe,m,11/21/20 8:22,11/21/20 8:22
544,Couderc,Baptiste,FRA,,,92784,9190539,3 / (3),69.73,baptistecoudercfra,m,11/21/20 8:22,11/21/20 8:22
545,Vebra,Gytis,LTU,,,89866,1783067,3 / (3),69.66,gytisvebraltu,m,11/21/20 8:22,11/21/20 8:22
546,Hagen,Haavard,NOR,,,94620,,3 / (4),69.47,haavardhagennor,m,11/21/20 8:22,11/21/20 8:22
547,Ikola,Ville,FIN,,,93242,,2 / (2),68.95,villeikolafin,m,11/21/20 8:22,11/21/20 8:22
548,Levy,Griffin,CAN,,,93631,9101210,3 / (5),68.93,griffinlevycan,m,11/21/20 8:22,11/21/20 8:22
549,Bergantino,Charlie,USA,,,99725,,3 / (3),68.88,charliebergantinousa,m,11/21/20 8:22,11/21/20 8:22
550,Joyal,Vincent,CAN,15,7/18/05 0:00,96627,,3 / (3),68.86,vincentjoyalcan,m,11/21/20 8:22,11/21/20 8:22
551,Vogel,Thom,NED,,,99060,9400113,3 / (4),68.8,thomvogelned,m,11/21/20 8:22,11/21/20 8:22
552,Muresan,Wesley,USA,,,98823,,2 / (2),68.58,wesleymuresanusa,m,11/21/20 8:22,11/21/20 8:22
553,Banados,Vicente,CHI,,,96049,9110018,3 / (3),68.31,vicentebanadoschi,m,11/21/20 8:22,11/21/20 8:22
554,Hiraoka,Keitaro,JPN,21,11/27/98 0:00,87120,9300730,3 / (3),67.81,keitarohiraokajpn,m,11/21/20 8:22,11/21/20 8:22
555,Repo,Kalle,FIN,,,95032,,3 / (4),67.52,kallerepofin,m,11/21/20 8:22,11/21/20 8:22
556,Toews,Jeremy,CAN,,,99832,,2 / (2),67.51,jeremytoewscan,m,11/21/20 8:22,11/21/20 8:22
557,Guseli,Valentino,AUS,15,4/1/05 0:00,88527,9040291,1 / (1),66.67,valentinoguseliaus,m,11/21/20 8:22,11/21/20 8:22
557,Winkler,Nico,AUT,18,1/22/02 0:00,90914,9050293,1 / (1),66.67,nicowinkleraut,m,11/21/20 8:22,11/21/20 8:22
557,Bothe,Niclas,GER,18,7/7/02 0:00,91600,,1 / (1),66.67,niclasbotheger,m,11/21/20 8:22,11/21/20 8:22
557,Hill,Kael,CAN,30,3/20/90 0:00,77010,,1 / (1),66.67,kaelhillcan,m,11/21/20 8:22,11/21/20 8:22
557,Biogradlic,Faris,BIH,,,86398,1714997,2 / (2),66.67,farisbiogradlicbih,m,11/21/20 8:22,11/21/20 8:22
557,Adams,Jake,CAN,,,97926,,2 / (2),66.67,jakeadamscan,m,11/21/20 8:22,11/21/20 8:22
563,Tagliaferro,Nahuel,AND,,,100538,,3 / (3),66.61,nahueltagliaferroand,m,11/21/20 8:22,11/21/20 8:22
564,Bietenholz,Leo,SUI,,,97679,,3 / (4),66.38,leobietenholzsui,m,11/21/20 8:22,11/21/20 8:22
565,Finnsson,Kolbeinn Thor,ISL,,,97461,9250014,2 / (2),66.29,kolbeinn thorfinnssonisl,m,11/21/20 8:22,11/21/20 8:22
566,Strobel,Rhys,CAN,,,97950,,3 / (4),65.67,rhysstrobelcan,m,11/21/20 8:22,11/21/20 8:22
567,Jamieson,Rocco,NZL,,,99123,,3 / (3),65.64,roccojamiesonnzl,m,11/21/20 8:22,11/21/20 8:22
568,Garandel,Liam,FRA,,,100495,,3 / (4),65.49,liamgarandelfra,m,11/21/20 8:22,11/21/20 8:22
569,Sverresvold,Julian,NOR,,,100717,,2 / (2),65.43,juliansverresvoldnor,m,11/21/20 8:22,11/21/20 8:22
570,Konuma,Haruka,JPN,,,96727,,3 / (3),65.17,harukakonumajpn,m,11/21/20 8:22,11/21/20 8:22
571,Edelman,Stefan Vladislav,SRB,,,96158,9310013,3 / (8),65.03,stefan vladislavedelmansrb,m,11/21/20 8:22,11/21/20 8:22
572,Schuetz,Nicolas,SUI,,,91725,9510483,3 / (3),64.9,nicolasschuetzsui,m,11/21/20 8:22,11/21/20 8:22
573,Rokosh,Max,CAN,,,91990,9101145,2 / (2),64.58,maxrokoshcan,m,11/21/20 8:22,11/21/20 8:22
574,Kakimoto,Yua,JPN,,,96834,,3 / (3),64.31,yuakakimotojpn,m,11/21/20 8:22,11/21/20 8:22
575,Yanez,Benjamin,CHI,17,1/1/03 0:00,82306,9110030,3 / (4),64.07,benjaminyanezchi,m,11/21/20 8:22,11/21/20 8:22
576,Hoenie,Nolan,USA,,,98761,,3 / (3),63.66,nolanhoenieusa,m,11/21/20 8:22,11/21/20 8:22
577,Perez Guerra,Ignasio,AND,,,100703,,2 / (2),63.57,ignasioperez guerraand,m,11/21/20 8:22,11/21/20 8:22
578,Urquhart,Karl,CAN,16,11/26/03 0:00,98392,9101178,3 / (3),63.07,karlurquhartcan,m,11/21/20 8:22,11/21/20 8:22
579,Dammert,Michael,GER,,,84660,,1 / (1),63.04,michaeldammertger,m,11/21/20 8:22,11/21/20 8:22
580,Skenderovski,Bojan,MKD,,,98414,1754974,3 / (3),62.63,bojanskenderovskimkd,m,11/21/20 8:22,11/21/20 8:22
581,NDOUMBE MOUKOURI,Natan,FRA,15,12/2/04 0:00,92797,9190523,3 / (4),62.38,natanndoumbe moukourifra,m,11/21/20 8:22,11/21/20 8:22
582,Fawcett,Sam,CAN,18,2/9/02 0:00,100862,,3 / (3),62.03,samfawcettcan,m,11/21/20 8:22,11/21/20 8:22
583,Yasue,Shoki,JPN,,,95424,,1 / (1),61.68,shokiyasuejpn,m,11/21/20 8:22,11/21/20 8:22
584,Gudmundsson,Astvaldur Ari,ISL,,,99042,,2 / (2),61.59,astvaldur arigudmundssonisl,m,11/21/20 8:22,11/21/20 8:22
585,Choi,Yoonjae,KOR,,,94882,,3 / (4),61.55,yoonjaechoikor,m,11/21/20 8:22,11/21/20 8:22
585,Chen,Vinson,AUS,,,92299,9040300,3 / (3),61.55,vinsonchenaus,m,11/21/20 8:22,11/21/20 8:22
587,Bergstrom,Gunnar,USA,,,101016,,2 / (2),61.18,gunnarbergstromusa,m,11/21/20 8:22,11/21/20 8:22
588,Cerrato,Leonardo,AUT,,,92708,,3 / (3),60.94,leonardocerratoaut,m,11/21/20 8:22,11/21/20 8:22
589,Mahoney,Aidan,USA,,,98747,9531388,3 / (4),60.89,aidanmahoneyusa,m,11/21/20 8:22,11/21/20 8:22
590,Hunter,Evan,CAN,14,6/28/06 0:00,99838,,3 / (5),60.83,evanhuntercan,m,11/21/20 8:22,11/21/20 8:22
591,Hosefros,Keegan,USA,21,10/11/99 0:00,92973,9531279,1 / (1),60.75,keeganhosefrosusa,m,11/21/20 8:22,11/21/20 8:22
592,Le Fur,Honorio,FRA,,,95675,,3 / (5),60.73,honoriole furfra,m,11/21/20 8:22,11/21/20 8:22
593,Nishizawa,Tenshin,JPN,,,99644,,3 / (3),60.47,tenshinnishizawajpn,m,11/21/20 8:22,11/21/20 8:22
594,Arnason,Tomas Orri,ISL,,,96306,9250015,2 / (2),60.19,tomas orriarnasonisl,m,11/21/20 8:22,11/21/20 8:22
595,Bremner,Findlay,GBR,21,8/8/99 0:00,77658,9220048,2 / (2),59.94,findlaybremnergbr,m,11/21/20 8:22,11/21/20 8:22
596,Avtaneev,Nikita,RUS,25,3/9/95 0:00,86316,9480374,1 / (1),59.82,nikitaavtaneevrus,m,11/21/20 8:22,11/21/20 8:22
597,Pavlakos,Nikolas,CAN,,,98399,9101152,1 / (1),59.7,nikolaspavlakoscan,m,11/21/20 8:22,11/21/20 8:22
598,Silverthorn,Cole,CAN,17,6/18/03 0:00,87931,,3 / (3),59.68,colesilverthorncan,m,11/21/20 8:22,11/21/20 8:22
