position_ba,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ba,points_ba,concat_id,gender,created_at,updated_at
394,Hafsahl,Storm,NOR,,,97096,,2 / (2),24.71,stormhafsahlnor,m,11/21/20 8:22,11/21/20 8:22
395,Schuetz,Nicolas,SUI,,,91725,9510483,1 / (1),24.64,nicolasschuetzsui,m,11/21/20 8:22,11/21/20 8:22
396,Bauer,Raphael,FRA,,,98437,,1 / (1),24.63,raphaelbauerfra,m,11/21/20 8:22,11/21/20 8:22
397,Eckhardt,Gregory,SUI,,,93665,,2 / (2),24.58,gregoryeckhardtsui,m,11/21/20 8:22,11/21/20 8:22
398,Golay,Eliot,SUI,,,98301,9510485,1 / (1),24.51,eliotgolaysui,m,11/21/20 8:22,11/21/20 8:22
399,Granli-Sommerud,Andreas,NOR,,,98271,,3 / (3),24.19,andreasgranli-sommerudnor,m,11/21/20 8:22,11/21/20 8:22
400,Steffensen,Lasse,NOR,,,93760,,3 / (3),24.14,lassesteffensennor,m,11/21/20 8:22,11/21/20 8:22
401,Bradic,Bosko,SRB,,,100627,,2 / (2),23.77,boskobradicsrb,m,11/21/20 8:22,11/21/20 8:22
402,Siadanau,Ihnat,BLR,,,90006,1664923,1 / (1),23.71,ihnatsiadanaublr,m,11/21/20 8:22,11/21/20 8:22
403,Barin,Cesar,FRA,,,94634,9190550,1 / (1),23.67,cesarbarinfra,m,11/21/20 8:22,11/21/20 8:22
404,Striukov,Timofei,RUS,,,99570,,1 / (1),23.37,timofeistriukovrus,m,11/21/20 8:22,11/21/20 8:22
405,Khadarin,Vlad,RUS,22,2/22/98 0:00,87235,9480582,1 / (1),23.16,vladkhadarinrus,m,11/21/20 8:22,11/21/20 8:22
406,Asaga,Shimpei,JPN,30,5/7/90 0:00,87333,,1 / (1),23.13,shimpeiasagajpn,m,11/21/20 8:22,11/21/20 8:22
407,Garay,Santiago,ARG,,,100194,9030154,2 / (2),23.08,santiagogarayarg,m,11/21/20 8:22,11/21/20 8:22
408,Denham,Jake,USA,,,92047,9531233,1 / (1),22.97,jakedenhamusa,m,11/21/20 8:22,11/21/20 8:22
409,Gustaffson,Tim,NOR,,,98566,,2 / (2),22.86,timgustaffsonnor,m,11/21/20 8:22,11/21/20 8:22
410,Andenmatten,Mika,SUI,19,9/20/01 0:00,90862,9510425,1 / (1),22.81,mikaandenmattensui,m,11/21/20 8:22,11/21/20 8:22
411,Petrick,Ryder,CAN,19,3/11/01 0:00,91460,9101032,2 / (2),22.67,ryderpetrickcan,m,11/21/20 8:22,11/21/20 8:22
412,Mendolia,Facundo Catriel,ARG,,,96047,9030084,1 / (1),22.48,facundo catrielmendoliaarg,m,11/21/20 8:22,11/21/20 8:22
413,Chemodurov,Yuriy,RUS,30,6/8/90 0:00,88146,9480461,2 / (2),22.13,yuriychemodurovrus,m,11/21/20 8:22,11/21/20 8:22
414,Bjorgvinsson,Arnar,ISL,,,99041,,1 / (1),21.57,arnarbjorgvinssonisl,m,11/21/20 8:22,11/21/20 8:22
415,Lauffer,Logan,USA,18,1/24/02 0:00,97567,9531410,1 / (1),21.34,loganlaufferusa,m,11/21/20 8:22,11/21/20 8:22
416,Chayametisurat,Lubpawath,THA,,,100180,,2 / (2),21.16,lubpawathchayametisurattha,m,11/21/20 8:22,11/21/20 8:22
417,Arason,Birkir Thor,ISL,,,97456,9250017,2 / (2),21.13,birkir thorarasonisl,m,11/21/20 8:22,11/21/20 8:22
418,Cinca,Patrick,GER,30,10/11/90 0:00,81690,9200087,1 / (1),21.11,patrickcincager,m,11/21/20 8:22,11/21/20 8:22
419,Thelen,Axel,FIN,23,11/15/97 0:00,90978,9180154,2 / (2),21.1,axelthelenfin,m,11/21/20 8:22,11/21/20 8:22
420,Pundins,Janis,LAT,,,100029,,1 / (1),21.01,janispundinslat,m,11/21/20 8:22,11/21/20 8:22
421,Machtans,Ben,CAN,17,10/16/03 0:00,95446,9101117,1 / (1),20.97,benmachtanscan,m,11/21/20 8:22,11/21/20 8:22
422,Riley,Sam,USA,,,98709,9531512,1 / (1),20.85,samrileyusa,m,11/21/20 8:22,11/21/20 8:22
423,Markov,Nikolay,RUS,,,100244,9480829,2 / (2),20.71,nikolaymarkovrus,m,11/21/20 8:22,11/21/20 8:22
424,Cockrell,Billy,GBR,21,1/30/99 0:00,82368,9220101,1 / (1),20.64,billycockrellgbr,m,11/21/20 8:22,11/21/20 8:22
425,Gennero,Lorenzo,ITA,23,6/30/97 0:00,86558,9290295,1 / (1),20.34,lorenzogenneroita,m,11/21/20 8:22,11/21/20 8:22
426,Banados,Vicente,CHI,,,96049,9110018,1 / (1),20.16,vicentebanadoschi,m,11/21/20 8:22,11/21/20 8:22
427,Bouzanne,Gabin,FRA,,,96541,9190549,1 / (1),20.04,gabinbouzannefra,m,11/21/20 8:22,11/21/20 8:22
428,Stepanov,Peresvet,RUS,,,100240,9480835,2 / (2),19.89,peresvetstepanovrus,m,11/21/20 8:22,11/21/20 8:22
429,Mukai,Takeru,JPN,,,95175,9300966,1 / (1),19.76,takerumukaijpn,m,11/21/20 8:22,11/21/20 8:22
430,Leuenberger,Lukas,SUI,,,93059,,1 / (1),19.7,lukasleuenbergersui,m,11/21/20 8:22,11/21/20 8:22
431,Malcolm,George,CAN,19,11/3/01 0:00,94673,9100976,2 / (2),19.64,georgemalcolmcan,m,11/21/20 8:22,11/21/20 8:22
432,Mork Danielsen,Jonas,NOR,,,98372,,2 / (2),19.63,jonasmork danielsennor,m,11/21/20 8:22,11/21/20 8:22
433,Repo,Kalle,FIN,,,95032,,1 / (1),19.51,kallerepofin,m,11/21/20 8:22,11/21/20 8:22
434,Fenning,Lenny,GBR,,,96540,,1 / (1),19.51,lennyfenninggbr,m,11/21/20 8:22,11/21/20 8:22
435,Hietikko,Jere,FIN,,,93960,,1 / (1),19.4,jerehietikkofin,m,11/21/20 8:22,11/21/20 8:22
436,Hed,Olle,SWE,,,87980,9500170,1 / (1),19.39,ollehedswe,m,11/21/20 8:22,11/21/20 8:22
436,Kervinen,Nooa,FIN,,,94160,9180193,1 / (1),19.39,nooakervinenfin,m,11/21/20 8:22,11/21/20 8:22
438,Jonsson,Bjartur Snaer,ISL,,,97442,9250059,1 / (1),19.34,bjartur snaerjonssonisl,m,11/21/20 8:22,11/21/20 8:22
439,Kronlund,Stian,NOR,18,12/25/01 0:00,93191,,2 / (2),19.23,stiankronlundnor,m,11/21/20 8:22,11/21/20 8:22
440,Urbanski,Patryk,POL,,,87044,9430185,1 / (1),19.07,patrykurbanskipol,m,11/21/20 8:22,11/21/20 8:22
441,Chen,Maxson,AUS,,,92310,9040299,3 / (3),18.81,maxsonchenaus,m,11/21/20 8:22,11/21/20 8:22
442,Stepanov,Daniil,RUS,,,99569,,1 / (1),18.32,daniilstepanovrus,m,11/21/20 8:22,11/21/20 8:22
443,Konuma,Haruka,JPN,,,96727,,1 / (1),18.13,harukakonumajpn,m,11/21/20 8:22,11/21/20 8:22
444,Coletti,Anzo,FRA,,,100546,,1 / (1),17.86,anzocolettifra,m,11/21/20 8:22,11/21/20 8:22
445,Muhonen,Anton,SWE,,,94027,9500164,1 / (1),17.83,antonmuhonenswe,m,11/21/20 8:22,11/21/20 8:22
446,Scherrer,Ian,CAN,19,2/27/01 0:00,96220,,1 / (1),17.38,ianscherrercan,m,11/21/20 8:22,11/21/20 8:22
447,Odinsson,Hafsteinn Heimir,ISL,,,99031,,1 / (1),17.31,hafsteinn heimirodinssonisl,m,11/21/20 8:22,11/21/20 8:22
447,Modesti,Michael,CAN,19,7/12/01 0:00,91040,9100907,2 / (2),17.31,michaelmodestican,m,11/21/20 8:22,11/21/20 8:22
449,Hagen,Haavard,NOR,,,94620,,2 / (2),17,haavardhagennor,m,11/21/20 8:22,11/21/20 8:22
450,Canniccioni,Julien,CAN,17,1/28/03 0:00,96657,9101031,1 / (1),16.97,juliencanniccionican,m,11/21/20 8:22,11/21/20 8:22
451,Ocariz,Francisco,ARG,,,100184,9030144,2 / (2),16.65,franciscoocarizarg,m,11/21/20 8:22,11/21/20 8:22
452,Martin,Kade,USA,,,96973,,2 / (2),16.53,kademartinusa,m,11/21/20 8:22,11/21/20 8:22
453,Drechsler,Carl Maria,GER,,,96282,,1 / (1),16.53,carl mariadrechslerger,m,11/21/20 8:22,11/21/20 8:22
453,Uehara,Takuya,JPN,29,3/28/91 0:00,95026,9300846,1 / (1),16.53,takuyaueharajpn,m,11/21/20 8:22,11/21/20 8:22
455,Lecroy,Kolman,USA,,,96120,9531366,1 / (1),16.52,kolmanlecroyusa,m,11/21/20 8:22,11/21/20 8:22
456,Capodiferro,Alessio,SUI,,,97624,9510464,1 / (1),16.42,alessiocapodiferrosui,m,11/21/20 8:22,11/21/20 8:22
457,Guisolan,Aristide,SUI,,,97621,9510465,1 / (1),16.15,aristideguisolansui,m,11/21/20 8:22,11/21/20 8:22
458,Jozsa,Martin,SVK,,,99083,,1 / (1),15.73,martinjozsasvk,m,11/21/20 8:22,11/21/20 8:22
459,Laminie,Theo,FRA,,,97373,9190510,1 / (1),15.73,theolaminiefra,m,11/21/20 8:22,11/21/20 8:22
460,Zhang,Jiahao,CHN,,,90959,1124972,1 / (1),15.73,jiahaozhangchn,m,11/21/20 8:22,11/21/20 8:22
461,Hlynsson,Reynar,ISL,,,95750,,1 / (1),15.46,reynarhlynssonisl,m,11/21/20 8:22,11/21/20 8:22
462,Dumins,Eduards,LAT,,,100030,,1 / (1),15.38,eduardsduminslat,m,11/21/20 8:22,11/21/20 8:22
463,Wijnstra,Thom,NED,,,100225,,1 / (1),15.17,thomwijnstraned,m,11/21/20 8:22,11/21/20 8:22
464,Skvoznyakov,Efim,RUS,,,100237,9480831,1 / (1),15.05,efimskvoznyakovrus,m,11/21/20 8:22,11/21/20 8:22
464,Sigel,Gus,USA,,,98708,,1 / (1),15.05,gussigelusa,m,11/21/20 8:22,11/21/20 8:22
464,Erkaev,Konstantin,RUS,,,78038,9480386,1 / (1),15.05,konstantinerkaevrus,m,11/21/20 8:22,11/21/20 8:22
467,Graikos,Dimitrios,GRE,,,99211,,2 / (2),15,dimitriosgraikosgre,m,11/21/20 8:22,11/21/20 8:22
468,Hiraoka,Keitaro,JPN,21,11/27/98 0:00,87120,9300730,1 / (1),14.96,keitarohiraokajpn,m,11/21/20 8:22,11/21/20 8:22
469,Matt,Landen,USA,,,98897,,1 / (1),14.92,landenmattusa,m,11/21/20 8:22,11/21/20 8:22
470,Johansson,Borgthor Omar,ISL,,,96991,,1 / (1),14.73,borgthor omarjohanssonisl,m,11/21/20 8:22,11/21/20 8:22
471,Clara Ventosa,Jan,ESP,,,100858,,1 / (1),14.51,janclara ventosaesp,m,11/21/20 8:22,11/21/20 8:22
472,Perroud,Timothy,SUI,,,96445,9510442,1 / (1),14.51,timothyperroudsui,m,11/21/20 8:22,11/21/20 8:22
473,Karafyllias,Drosos,GRE,,,100631,,3 / (4),14.41,drososkarafylliasgre,m,11/21/20 8:22,11/21/20 8:22
474,Leutola Diaz,Lucas,FIN,,,100608,,1 / (1),14.22,lucasleutola diazfin,m,11/21/20 8:22,11/21/20 8:22
475,Teksle,Petter,NOR,,,96873,,2 / (2),14.12,pettertekslenor,m,11/21/20 8:22,11/21/20 8:22
476,Gioia,Tomas,ARG,,,100195,,2 / (2),14.1,tomasgioiaarg,m,11/21/20 8:22,11/21/20 8:22
477,Aubergy,Pall Rist,ISL,,,97450,9250053,1 / (1),13.75,pall ristaubergyisl,m,11/21/20 8:22,11/21/20 8:22
478,Abadlia,Marouane,FRA,,,95691,,1 / (1),13.66,marouaneabadliafra,m,11/21/20 8:22,11/21/20 8:22
478,Dunaux,Benjamin,FRA,,,78350,9190344,1 / (1),13.66,benjamindunauxfra,m,11/21/20 8:22,11/21/20 8:22
480,Sverresvold,Julian,NOR,,,100717,,1 / (1),13.49,juliansverresvoldnor,m,11/21/20 8:22,11/21/20 8:22
481,Sequeira,Gabriel,CAN,,,99445,,1 / (1),13.28,gabrielsequeiracan,m,11/21/20 8:22,11/21/20 8:22
482,Roy,Liam,CAN,,,91632,,1 / (1),13.21,liamroycan,m,11/21/20 8:22,11/21/20 8:22
483,Wirth,Joschka,GER,,,101031,,1 / (1),13,joschkawirthger,m,11/21/20 8:22,11/21/20 8:22
483,Radulovic,Ognjen,SRB,,,100626,,2 / (2),13,ognjenradulovicsrb,m,11/21/20 8:22,11/21/20 8:22
485,Karoliussen,Petter,NOR,,,97692,,1 / (1),12.74,petterkaroliussennor,m,11/21/20 8:22,11/21/20 8:22
486,Durand,Alois,GER,16,12/2/03 0:00,91590,9200184,2 / (2),12.47,aloisdurandger,m,11/21/20 8:22,11/21/20 8:22
487,Lee,Hyun-Su,KOR,,,99258,,1 / (1),12.25,hyun-suleekor,m,11/21/20 8:22,11/21/20 8:22
488,Arnarsson,Skirnir Dadi,ISL,,,95744,,1 / (1),12.16,skirnir dadiarnarssonisl,m,11/21/20 8:22,11/21/20 8:22
489,Mather,Samuel,CAN,17,10/15/03 0:00,95450,9101146,2 / (2),12,samuelmathercan,m,11/21/20 8:22,11/21/20 8:22
490,Kleivdal,Morten,NOR,29,3/13/91 0:00,71775,9420061,1 / (1),11.91,mortenkleivdalnor,m,11/21/20 8:22,11/21/20 8:22
491,Minamiya,Hanato,JPN,,,98219,,1 / (1),11.87,hanatominamiyajpn,m,11/21/20 8:22,11/21/20 8:22
492,Ahola,Niko,FIN,,,97145,,1 / (1),11.85,nikoaholafin,m,11/21/20 8:22,11/21/20 8:22
492,Lee,Byung-Yun,KOR,,,96475,9320188,1 / (1),11.85,byung-yunleekor,m,11/21/20 8:22,11/21/20 8:22
494,Chomlack,Caleb,CAN,16,6/10/04 0:00,91323,9101193,1 / (1),11.81,calebchomlackcan,m,11/21/20 8:22,11/21/20 8:22
495,St‰dler,Jonas,SUI,,,98319,,1 / (1),11.48,jonasst‰dlersui,m,11/21/20 8:22,11/21/20 8:22
496,Knellwolf,Andrin,SUI,,,92982,9510508,1 / (1),11.25,andrinknellwolfsui,m,11/21/20 8:22,11/21/20 8:22
497,Paunonen,Arttu,FIN,,,97146,,1 / (1),11.25,arttupaunonenfin,m,11/21/20 8:22,11/21/20 8:22
498,Levy,Griffin,CAN,,,93631,9101210,1 / (1),11.05,griffinlevycan,m,11/21/20 8:22,11/21/20 8:22
499,Steen Ahlstrom,Oliver,NOR,,,99324,,2 / (2),10.86,oliversteen ahlstromnor,m,11/21/20 8:22,11/21/20 8:22
500,Hagen,Ole Christian,NOR,25,6/7/95 0:00,81726,,1 / (1),10.75,ole christianhagennor,m,11/21/20 8:22,11/21/20 8:22
501,Gudmundsson,Astvaldur Ari,ISL,,,99042,,1 / (1),10.67,astvaldur arigudmundssonisl,m,11/21/20 8:22,11/21/20 8:22
502,Sakamoto,Rento,JPN,,,95300,,1 / (1),10.35,rentosakamotojpn,m,11/21/20 8:22,11/21/20 8:22
503,Fantuz,Dawson,CAN,17,7/26/03 0:00,96214,9101078,1 / (1),10.29,dawsonfantuzcan,m,11/21/20 8:22,11/21/20 8:22
504,Eibl,Maxwell,CAN,16,9/24/04 0:00,97856,9101223,1 / (1),10.09,maxwelleiblcan,m,11/21/20 8:22,11/21/20 8:22
505,Willemsen,Jesse,NED,,,98443,,1 / (1),10.08,jessewillemsenned,m,11/21/20 8:22,11/21/20 8:22
506,Rokosh,Max,CAN,,,91990,9101145,1 / (1),10.06,maxrokoshcan,m,11/21/20 8:22,11/21/20 8:22
507,Vasarajs,Arturs,LAT,,,88756,1554987,1 / (1),10.02,artursvasarajslat,m,11/21/20 8:22,11/21/20 8:22
508,Barth,Ivan,ARG,,,99143,,2 / (2),9.97,ivanbartharg,m,11/21/20 8:22,11/21/20 8:22
509,Burch,Dario,SUI,23,3/15/97 0:00,82504,9510348,1 / (1),9.84,darioburchsui,m,11/21/20 8:22,11/21/20 8:22
510,Yin,Kai,FIN,,,100607,,1 / (1),9.63,kaiyinfin,m,11/21/20 8:22,11/21/20 8:22
511,Pardo,Falcundo,ARG,,,94370,9030117,1 / (1),9.62,falcundopardoarg,m,11/21/20 8:22,11/21/20 8:22
512,Roberts,Ocean,AUS,19,3/6/01 0:00,92306,9040263,2 / (2),9.59,oceanrobertsaus,m,11/21/20 8:22,11/21/20 8:22
513,Burns,Owen,CAN,17,5/11/03 0:00,92619,9101056,1 / (1),9.55,owenburnscan,m,11/21/20 8:22,11/21/20 8:22
514,Garcia Sune,Manel,AND,,,100855,,1 / (1),9.35,manelgarcia suneand,m,11/21/20 8:22,11/21/20 8:22
515,Zabela,Siarhei,BLR,,,100833,,1 / (1),9.28,siarheizabelablr,m,11/21/20 8:22,11/21/20 8:22
516,Thoroddsson,Arnor Dagur,ISL,,,100025,9250061,1 / (1),9.28,arnor dagurthoroddssonisl,m,11/21/20 8:22,11/21/20 8:22
517,Fujiya,Ryoji,JPN,,,95431,9300935,1 / (1),8.85,ryojifujiyajpn,m,11/21/20 8:22,11/21/20 8:22
518,Argue,Chase,CAN,,,99356,,1 / (1),8.64,chasearguecan,m,11/21/20 8:22,11/21/20 8:22
519,Harding,Jimmy,AUS,,,94309,,1 / (1),8.63,jimmyhardingaus,m,11/21/20 8:22,11/21/20 8:22
520,Dale Nyqvist,Alexander,NOR,,,100438,,1 / (1),8.33,alexanderdale nyqvistnor,m,11/21/20 8:22,11/21/20 8:22
521,Marchesi,Luis,SUI,,,98607,,1 / (1),8.2,luismarchesisui,m,11/21/20 8:22,11/21/20 8:22
522,Cigovski,Maksim,MKD,,,100623,,1 / (1),8.19,maksimcigovskimkd,m,11/21/20 8:22,11/21/20 8:22
523,Koppenberg,Luca,SUI,,,91730,9510477,1 / (1),8.03,lucakoppenbergsui,m,11/21/20 8:22,11/21/20 8:22
524,Klapfenberger,Tobias,GER,,,98007,,1 / (1),8.02,tobiasklapfenbergerger,m,11/21/20 8:22,11/21/20 8:22
525,Moon,Jaxson,USA,,,98937,,2 / (2),7.68,jaxsonmoonusa,m,11/21/20 8:22,11/21/20 8:22
526,Ostergaard,Maximilian,DEN,,,100066,,1 / (1),7.66,maximilianostergaardden,m,11/21/20 8:22,11/21/20 8:22
526,Authier,Mathis,FRA,,,100702,,1 / (1),7.66,mathisauthierfra,m,11/21/20 8:22,11/21/20 8:22
528,Iivonen,Martti,FIN,,,93962,,1 / (1),7.53,marttiiivonenfin,m,11/21/20 8:22,11/21/20 8:22
529,Chen,Vinson,AUS,,,92299,9040300,2 / (2),7.52,vinsonchenaus,m,11/21/20 8:22,11/21/20 8:22
530,Okajima,Daia,JPN,,,96714,9300969,1 / (1),7.35,daiaokajimajpn,m,11/21/20 8:22,11/21/20 8:22
531,Eckert,Coltan,CAN,17,10/6/03 0:00,94849,,1 / (1),7.32,coltaneckertcan,m,11/21/20 8:22,11/21/20 8:22
532,Steed,Jackson,CAN,,,96312,,1 / (1),7.26,jacksonsteedcan,m,11/21/20 8:22,11/21/20 8:22
533,Ulseth Sylte,Vegard,NOR,,,100615,,1 / (1),7.1,vegardulseth syltenor,m,11/21/20 8:22,11/21/20 8:22
534,Vargdal,Sigurd,NOR,,,95251,9420162,1 / (1),7,sigurdvargdalnor,m,11/21/20 8:22,11/21/20 8:22
535,Ok,Ho-gwang,KOR,22,3/23/98 0:00,91107,9320118,1 / (1),7,ho-gwangokkor,m,11/21/20 8:22,11/21/20 8:22
536,Da Cruz Antequera,Mario,AND,,,92759,9020043,1 / (1),6.91,marioda cruz antequeraand,m,11/21/20 8:22,11/21/20 8:22
537,Olafsson,Stefan Jon,ISL,,,100024,9250072,1 / (1),6.69,stefan jonolafssonisl,m,11/21/20 8:22,11/21/20 8:22
538,Baumann,Moreno,SUI,,,93664,9510462,1 / (1),6.56,morenobaumannsui,m,11/21/20 8:22,11/21/20 8:22
539,Asmundsson,Einar Agust,NOR,,,95134,,1 / (1),6.51,einar agustasmundssonnor,m,11/21/20 8:22,11/21/20 8:22
540,He,Wei,CHN,,,99703,,1 / (1),6.15,weihechn,m,11/21/20 8:22,11/21/20 8:22
541,Zverina,Petr,CZE,,,94191,,1 / (1),6.15,petrzverinacze,m,11/21/20 8:22,11/21/20 8:22
542,Brown,Nayte,CAN,,,99362,,1 / (1),5.94,naytebrowncan,m,11/21/20 8:22,11/21/20 8:22
543,Bottcher,Thore,NOR,,,100714,,1 / (1),5.89,thorebottchernor,m,11/21/20 8:22,11/21/20 8:22
544,Matsumoto,Sota,JPN,,,99272,,1 / (1),5.87,sotamatsumotojpn,m,11/21/20 8:22,11/21/20 8:22
545,Delignieres,Eliott,FRA,,,100071,,1 / (1),5.71,eliottdelignieresfra,m,11/21/20 8:22,11/21/20 8:22
545,Martinez,Louis,FRA,,,100545,,1 / (1),5.71,louismartinezfra,m,11/21/20 8:22,11/21/20 8:22
547,Sigfusson,Bjorn Andri,ISL,,,99032,,1 / (1),5.48,bjorn andrisigfussonisl,m,11/21/20 8:22,11/21/20 8:22
548,Wang,Liwen,CHN,,,96903,1124984,1 / (1),5.43,liwenwangchn,m,11/21/20 8:22,11/21/20 8:22
549,Lodjinovic,Veljko,SRB,,,100628,,1 / (1),5.37,veljkolodjinovicsrb,m,11/21/20 8:22,11/21/20 8:22
550,Freitas,Jaden,USA,16,7/20/04 0:00,98018,,1 / (1),5.11,jadenfreitasusa,m,11/21/20 8:22,11/21/20 8:22
551,Brunner,Pawel,SUI,,,99776,,1 / (1),4.92,pawelbrunnersui,m,11/21/20 8:22,11/21/20 8:22
552,Brieze,Markuss,LAT,,,88865,,1 / (1),4.91,markussbriezelat,m,11/21/20 8:22,11/21/20 8:22
553,Broadbent,Noel,SUI,,,98361,,1 / (1),4.8,noelbroadbentsui,m,11/21/20 8:22,11/21/20 8:22
554,Gaulin Sorensen,Theodor,NOR,,,100716,,1 / (1),4.69,theodorgaulin sorensennor,m,11/21/20 8:22,11/21/20 8:22
555,Nakai,Hiroto,JPN,,,98168,,1 / (1),4.67,hirotonakaijpn,m,11/21/20 8:22,11/21/20 8:22
556,Barcons Antunes,Max,AND,,,100856,,1 / (1),4.55,maxbarcons antunesand,m,11/21/20 8:22,11/21/20 8:22
557,Sigurdsson,Oddur Vilberg,ISL,,,95748,9250002,1 / (1),4.32,oddur vilbergsigurdssonisl,m,11/21/20 8:22,11/21/20 8:22
558,MacAulay,Spencer,CAN,17,1/14/03 0:00,96170,9101034,1 / (1),4.18,spencermacaulaycan,m,11/21/20 8:22,11/21/20 8:22
559,Hrstka,Ladislav,CZE,19,11/14/01 0:00,81043,9150165,2 / (2),3.83,ladislavhrstkacze,m,11/21/20 8:22,11/21/20 8:22
560,Thieffenat,Tim,FRA,,,100073,,1 / (1),3.79,timthieffenatfra,m,11/21/20 8:22,11/21/20 8:22
560,Naskov,Kiril,MKD,,,101043,,1 / (1),3.79,kirilnaskovmkd,m,11/21/20 8:22,11/21/20 8:22
560,Leleu,Achille,FRA,,,100699,,1 / (1),3.79,achilleleleufra,m,11/21/20 8:22,11/21/20 8:22
563,Arshinov,Platon,RUS,,,100238,,1 / (1),3.55,platonarshinovrus,m,11/21/20 8:22,11/21/20 8:22
563,Avtaneev,Nikita,RUS,25,3/9/95 0:00,86316,9480374,1 / (1),3.55,nikitaavtaneevrus,m,11/21/20 8:22,11/21/20 8:22
565,McHatten,Colton,CAN,,,100476,,1 / (1),3.45,coltonmchattencan,m,11/21/20 8:22,11/21/20 8:22
566,Sjurseth Berg,Petter,NOR,,,88822,,1 / (1),3.43,pettersjurseth bergnor,m,11/21/20 8:22,11/21/20 8:22
567,Pickard,Andrew,BEL,,,98309,,1 / (1),3.2,andrewpickardbel,m,11/21/20 8:22,11/21/20 8:22
568,Haraldsson,Hlynur Atli,ISL,,,99044,,1 / (1),3.2,hlynur atliharaldssonisl,m,11/21/20 8:22,11/21/20 8:22
569,Tomabechi,Shu,JPN,,,100598,,1 / (1),2.92,shutomabechijpn,m,11/21/20 8:22,11/21/20 8:22
570,Layzell,Chase,CAN,19,11/7/01 0:00,92549,9100899,1 / (1),2.77,chaselayzellcan,m,11/21/20 8:22,11/21/20 8:22
571,Seljenes,Liam,NOR,,,94622,,1 / (1),2.33,liamseljenesnor,m,11/21/20 8:22,11/21/20 8:22
572,Gipiskis,Jonas,LTU,,,100094,1783075,1 / (1),2.32,jonasgipiskisltu,m,11/21/20 8:22,11/21/20 8:22
573,Sandblom,Shayne,USA,,,97832,9531481,1 / (1),2.27,shaynesandblomusa,m,11/21/20 8:22,11/21/20 8:22
574,Lopez Arruebo,Xavier,AND,,,92757,9020040,1 / (1),2.25,xavierlopez arrueboand,m,11/21/20 8:22,11/21/20 8:22
575,Holzinger,Dominik,AUT,,,97724,9050175,1 / (1),2.17,dominikholzingeraut,m,11/21/20 8:22,11/21/20 8:22
576,Marteinsson,Magnthor Oddur,ISL,,,98281,9250022,1 / (1),2.11,magnthor oddurmarteinssonisl,m,11/21/20 8:22,11/21/20 8:22
577,Frey,Emil,GER,,,98658,,1 / (1),1.97,emilfreyger,m,11/21/20 8:22,11/21/20 8:22
578,Rodriguez,Joaquin,ARG,,,94365,9030118,1 / (1),1.89,joaquinrodriguezarg,m,11/21/20 8:22,11/21/20 8:22
579,Joensuu,Topias,FIN,,,96438,,1 / (1),1.78,topiasjoensuufin,m,11/21/20 8:22,11/21/20 8:22
580,Schroeter,Gion,SUI,,,98363,,1 / (1),1.64,gionschroetersui,m,11/21/20 8:22,11/21/20 8:22
581,Gustaffson,Tim Olof,NOR,,,99328,,1 / (1),1.54,tim olofgustaffsonnor,m,11/21/20 8:22,11/21/20 8:22
582,Mukai,Kaito,JPN,,,95180,,1 / (1),1.46,kaitomukaijpn,m,11/21/20 8:22,11/21/20 8:22
583,Lech-Hernes,Leonard,NOR,,,100437,,1 / (1),1.16,leonardlech-hernesnor,m,11/21/20 8:22,11/21/20 8:22
584,Petursson,Ivan Otri,ISL,,,100023,,1 / (1),1.04,ivan otripeturssonisl,m,11/21/20 8:22,11/21/20 8:22
585,Miskiman,Sean,CAN,20,5/3/00 0:00,87792,9100751,1 / (1),0.76,seanmiskimancan,m,11/21/20 8:22,11/21/20 8:22
