position_hp,lastname,firstname,nationality,age,dob,WST Rider ID,fis code,number_of_results_hp,points_hp,concat_id,gender,created_at,updated_at
414,Davidson,Zander,USA,,,97834,,1 / (1),6.52,zanderdavidsonusa,m,11/21/20 8:22,11/21/20 8:22
415,Wysock,Brogan,USA,,,100872,,1 / (1),6.5,broganwysockusa,m,11/21/20 8:22,11/21/20 8:22
416,Stamerra,Damian,SUI,,,100887,,1 / (1),6.41,damianstamerrasui,m,11/21/20 8:22,11/21/20 8:22
417,Usui,Kazuma,JPN,,,100925,,1 / (1),6.36,kazumausuijpn,m,11/21/20 8:22,11/21/20 8:22
418,Keul,Ola,NOR,,,75304,,1 / (1),6.11,olakeulnor,m,11/21/20 8:22,11/21/20 8:22
419,Rokosh,Max,CAN,,,91990,9101145,1 / (1),6.03,maxrokoshcan,m,11/21/20 8:22,11/21/20 8:22
420,Derungs,Laurin,SUI,,,98342,,1 / (1),5.98,laurinderungssui,m,11/21/20 8:22,11/21/20 8:22
421,Yukimitsu,Koji,JPN,,,99514,,1 / (1),5.95,kojiyukimitsujpn,m,11/21/20 8:22,11/21/20 8:22
422,Wakat,Gus,USA,,,97829,,1 / (1),5.94,guswakatusa,m,11/21/20 8:22,11/21/20 8:22
423,Liu,Zhengtong,CHN,,,99721,9120037,1 / (1),5.8,zhengtongliuchn,m,11/21/20 8:22,11/21/20 8:22
424,Graf,Vincent,SUI,,,99985,,1 / (1),5.73,vincentgrafsui,m,11/21/20 8:22,11/21/20 8:22
424,Kohl,Oscar Maria,SUI,,,99988,,1 / (1),5.73,oscar mariakohlsui,m,11/21/20 8:22,11/21/20 8:22
426,Matsuoka,Daisuke,JPN,,,96717,,1 / (1),5.68,daisukematsuokajpn,m,11/21/20 8:22,11/21/20 8:22
427,Luz De Carvalho,JÍremias,SUI,,,100043,,1 / (1),5.66,jíremiasluz de carvalhosui,m,11/21/20 8:22,11/21/20 8:22
428,Brune Olsen,Anders Johannes,NOR,,,98565,,1 / (1),5.55,anders johannesbrune olsennor,m,11/21/20 8:22,11/21/20 8:22
429,Tulp,Tate,USA,,,100900,,1 / (1),5.36,tatetulpusa,m,11/21/20 8:22,11/21/20 8:22
430,Wick,Nando,SUI,,,98260,,1 / (1),5.23,nandowicksui,m,11/21/20 8:22,11/21/20 8:22
431,Gillis,Eric,CAN,,,99830,,2 / (2),5.2,ericgilliscan,m,11/21/20 8:22,11/21/20 8:22
432,St‰dler,Jonas,SUI,,,98319,,1 / (1),5.11,jonasst‰dlersui,m,11/21/20 8:22,11/21/20 8:22
433,Somaini,Dario,SUI,,,98605,,1 / (1),4.98,dariosomainisui,m,11/21/20 8:22,11/21/20 8:22
434,Bormann,Philipp,GER,,,100006,,1 / (1),4.84,philippbormannger,m,11/21/20 8:22,11/21/20 8:22
435,Stroker,Elijah,USA,,,100901,,1 / (1),4.8,elijahstrokerusa,m,11/21/20 8:22,11/21/20 8:22
436,Hofmann,Levin,SUI,,,99994,,1 / (1),4.73,levinhofmannsui,m,11/21/20 8:22,11/21/20 8:22
437,Bachman,Quinn,CAN,15,10/13/05 0:00,100642,,1 / (1),4.58,quinnbachmancan,m,11/21/20 8:22,11/21/20 8:22
438,Yato,Yuya,JPN,,,98223,,1 / (1),4.55,yuyayatojpn,m,11/21/20 8:22,11/21/20 8:22
439,Vaagsdal,Mathias,NOR,,,88948,,1 / (1),4.49,mathiasvaagsdalnor,m,11/21/20 8:22,11/21/20 8:22
440,Ledergerber,Finn,SUI,,,98320,,1 / (1),4.48,finnledergerbersui,m,11/21/20 8:22,11/21/20 8:22
441,Pisarev,Alexander,CAN,12,11/11/08 0:00,100648,,1 / (1),4.38,alexanderpisarevcan,m,11/21/20 8:22,11/21/20 8:22
442,Hashimoto,Toshimasa,JPN,,,100923,,1 / (1),4.35,toshimasahashimotojpn,m,11/21/20 8:22,11/21/20 8:22
443,Haberzettl,Vincent,SUI,,,99991,,1 / (1),4.23,vincenthaberzettlsui,m,11/21/20 8:22,11/21/20 8:22
444,Steen Ahlstrom,Oliver,NOR,,,99324,,1 / (1),4.09,oliversteen ahlstromnor,m,11/21/20 8:22,11/21/20 8:22
445,TALBOT-JONES,Jonathan,CAN,,,83745,,1 / (1),4.01,jonathantalbot-jonescan,m,11/21/20 8:22,11/21/20 8:22
446,Fitze,Luan,SUI,,,99993,,1 / (1),3.98,luanfitzesui,m,11/21/20 8:22,11/21/20 8:22
447,Mostovoi,Konstantin,RUS,,,100243,9480794,1 / (1),3.97,konstantinmostovoirus,m,11/21/20 8:22,11/21/20 8:22
448,Fridbjornsson,Benedikt,ISL,16,6/14/04 0:00,89430,9250044,1 / (1),3.97,benediktfridbjornssonisl,m,11/21/20 8:22,11/21/20 8:22
449,Binggeli,Nik,SUI,,,99621,,1 / (1),3.81,nikbinggelisui,m,11/21/20 8:22,11/21/20 8:22
450,Caduff,Silas Mael,SUI,,,98341,,1 / (1),3.73,silas maelcaduffsui,m,11/21/20 8:22,11/21/20 8:22
451,Grummer,Chance,USA,,,100902,,1 / (1),3.7,chancegrummerusa,m,11/21/20 8:22,11/21/20 8:22
452,Krayer,Julius,SUI,,,98339,,1 / (1),3.48,juliuskrayersui,m,11/21/20 8:22,11/21/20 8:22
453,Ayyobi,Zacharyah,CAN,15,10/29/05 0:00,101034,,1 / (1),3.43,zacharyahayyobican,m,11/21/20 8:22,11/21/20 8:22
454,Rothenb¸hler,Luca,SUI,,,100251,,1 / (1),3.43,lucarothenb¸hlersui,m,11/21/20 8:22,11/21/20 8:22
455,Fidalgo Dias,Rafael,POR,,,98620,,1 / (1),3.24,rafaelfidalgo diaspor,m,11/21/20 8:22,11/21/20 8:22
456,Rinehart,Kaias,USA,,,98040,,1 / (1),3.16,kaiasrinehartusa,m,11/21/20 8:22,11/21/20 8:22
457,Arahira,Rei,JPN,,,100731,,2 / (2),3.07,reiarahirajpn,m,11/21/20 8:22,11/21/20 8:22
458,Zama,Yoichiro,JPN,,,96716,,1 / (1),3.07,yoichirozamajpn,m,11/21/20 8:22,11/21/20 8:22
459,Martins,Edi,POR,,,99963,,1 / (1),2.99,edimartinspor,m,11/21/20 8:22,11/21/20 8:22
460,Cornell,Cedric,NOR,,,100041,,1 / (1),2.95,cedriccornellnor,m,11/21/20 8:22,11/21/20 8:22
461,Suenami,Yuma,JPN,,,100881,,1 / (1),2.9,yumasuenamijpn,m,11/21/20 8:22,11/21/20 8:22
462,Gasser,Lars,SUI,,,97327,,1 / (1),2.82,larsgassersui,m,11/21/20 8:22,11/21/20 8:22
463,Insirello,Marco,ITA,,,100002,,1 / (1),2.74,marcoinsirelloita,m,11/21/20 8:22,11/21/20 8:22
464,Kristiansen Rue,Ulrich,NOR,,,99450,,1 / (1),2.69,ulrichkristiansen ruenor,m,11/21/20 8:22,11/21/20 8:22
465,Cookshaw,Simon,CAN,,,97948,,1 / (1),2.67,simoncookshawcan,m,11/21/20 8:22,11/21/20 8:22
466,Polatty,Rylan,USA,,,99526,,1 / (1),2.62,rylanpolattyusa,m,11/21/20 8:22,11/21/20 8:22
467,Schroeter,Luc,SUI,,,98606,,1 / (1),2.49,lucschroetersui,m,11/21/20 8:22,11/21/20 8:22
468,Ganserer,Matteo,GER,,,98286,,1 / (1),2.41,matteogansererger,m,11/21/20 8:22,11/21/20 8:22
469,Salkeld,Florin,SUI,,,98334,,1 / (1),2.24,florinsalkeldsui,m,11/21/20 8:22,11/21/20 8:22
469,Pfister,Joel,SUI,,,98346,,1 / (1),2.24,joelpfistersui,m,11/21/20 8:22,11/21/20 8:22
471,Lee,Aiden,CAN,13,6/20/07 0:00,100643,,1 / (1),2.19,aidenleecan,m,11/21/20 8:22,11/21/20 8:22
472,Erland,Samuel,USA,,,97738,,1 / (1),2.09,samuelerlandusa,m,11/21/20 8:22,11/21/20 8:22
473,Tanaka,Kaisei,JPN,,,100739,,1 / (1),1.9,kaiseitanakajpn,m,11/21/20 8:22,11/21/20 8:22
474,Kamakura,Sora,JPN,,,100924,,1 / (1),1.82,sorakamakurajpn,m,11/21/20 8:22,11/21/20 8:22
475,D'Amico,Manfredi,ITA,,,100003,,1 / (1),1.74,manfredid'amicoita,m,11/21/20 8:22,11/21/20 8:22
475,Curiger,Nico,SUI,,,100005,,1 / (1),1.74,nicocurigersui,m,11/21/20 8:22,11/21/20 8:22
477,O Neill,Owen,USA,,,99528,,1 / (1),1.57,oweno neillusa,m,11/21/20 8:22,11/21/20 8:22
478,Lindgren,Brody,CAN,,,100644,,1 / (1),1.45,brodylindgrencan,m,11/21/20 8:22,11/21/20 8:22
479,Sivertzen,Stian,NOR,31,3/28/89 0:00,21565,9420018,1 / (1),1.45,stiansivertzennor,m,11/21/20 8:22,11/21/20 8:22
480,Niwa,Jake,CAN,,,99408,,1 / (1),1.34,jakeniwacan,m,11/21/20 8:22,11/21/20 8:22
481,Teksle,Petter,NOR,,,96873,,1 / (1),1.32,pettertekslenor,m,11/21/20 8:22,11/21/20 8:22
482,Mochizuki,Shinya,JPN,,,98224,,1 / (1),1.26,shinyamochizukijpn,m,11/21/20 8:22,11/21/20 8:22
483,Krauer,Moritz,SUI,,,100888,,1 / (1),1.26,moritzkrauersui,m,11/21/20 8:22,11/21/20 8:22
484,Oehler,Finn,SUI,,,98628,,1 / (1),1.24,finnoehlersui,m,11/21/20 8:22,11/21/20 8:22
485,Kawaguchi,Kenji,JPN,,,89563,9300546,1 / (1),1.21,kenjikawaguchijpn,m,11/21/20 8:22,11/21/20 8:22
486,Copeland,Cain,USA,,,99525,,1 / (1),1.04,caincopelandusa,m,11/21/20 8:22,11/21/20 8:22
487,Van De Langenberg,Elijah,NED,,,99974,,1 / (1),1,elijahvan de langenbergned,m,11/21/20 8:22,11/21/20 8:22
488,Noel,Maxim,FRA,,,99971,,1 / (1),0.75,maximnoelfra,m,11/21/20 8:22,11/21/20 8:22
489,Bladon,Daxon,CAN,10,12/3/09 0:00,100645,,1 / (1),0.73,daxonbladoncan,m,11/21/20 8:22,11/21/20 8:22
490,Brack,Ethan,USA,,,100899,,1 / (1),0.52,ethanbrackusa,m,11/21/20 8:22,11/21/20 8:22
491,Steiger,Otto,GBR,,,99966,,1 / (1),0.5,ottosteigergbr,m,11/21/20 8:22,11/21/20 8:22
492,Caprez,Mauro,SUI,,,98336,,1 / (1),0.25,maurocaprezsui,m,11/21/20 8:22,11/21/20 8:22
493,Hovde Pettersen,Adrian,NOR,,,94745,,1 / (1),0,adrianhovde pettersennor,m,11/21/20 8:22,11/21/20 8:22
