Key,position,lastname,firstname,nationality,age,date of birth,WST Rider ID,fis code,number of results,points,
FukamiKeita,535,Fukami,Keita,JPN,,,93007,9300759,3 / (4),71.93,Fukami
LeuenbergerLukas,536,Leuenberger,Lukas,SUI,,,93059,,3 / (3),71.85,Leuenberger
CampbellCobi,537,Campbell,Cobi,CAN,,,98465,,3 / (3),71.42,Campbell
HughesJet,538,Hughes,Jet,NZL,,,97613,,3 / (3),71.4,Hughes
SpringinsfeldNahuel,539,Springinsfeld,Nahuel,ARG,,,94367,9030137,3 / (3),71.18,Springinsfeld
LeeKwang Ki,539,Lee,Kwang Ki,KOR,27,10/13/93 0:00,79924,9320033,1 / (1),71.18,Lee
DownsJayce,541,Downs,Jayce,CAN,,,99834,,2 / (2),70.68,Downs
WrobelEvan,542,Wrobel,Evan,USA,,,98929,,3 / (6),70.42,Wrobel
LandmarkZebastian,543,Landmark,Zebastian,SWE,29,4/15/91 0:00,72891,9500066,1 / (1),70.03,Landmark
CoudercBaptiste,544,Couderc,Baptiste,FRA,,,92784,9190539,3 / (3),69.73,Couderc
VebraGytis,545,Vebra,Gytis,LTU,,,89866,1783067,3 / (3),69.66,Vebra
HagenHaavard,546,Hagen,Haavard,NOR,,,94620,,3 / (4),69.47,Hagen
IkolaVille,547,Ikola,Ville,FIN,,,93242,,2 / (2),68.95,Ikola
LevyGriffin,548,Levy,Griffin,CAN,,,93631,9101210,3 / (5),68.93,Levy
BergantinoCharlie,549,Bergantino,Charlie,USA,,,99725,,3 / (3),68.88,Bergantino
VincentJoyal,550,Vincent,Joyal,CAN,,,96627,,3 / (3),68.86,Vincent
VogelThom,551,Vogel,Thom,NED,,,99060,9400113,3 / (4),68.8,Vogel
MuresanWesley,552,Muresan,Wesley,USA,,,98823,,2 / (2),68.58,Muresan
BanadosVicente,553,Banados,Vicente,CHI,,,96049,9110018,3 / (3),68.31,Banados
HiraokaKeitaro,554,Hiraoka,Keitaro,JPN,21,11/27/98 0:00,87120,9300730,3 / (3),67.81,Hiraoka
RepoKalle,555,Repo,Kalle,FIN,,,95032,,3 / (4),67.52,Repo
ToewsJeremy,556,Toews,Jeremy,CAN,,,99832,,2 / (2),67.51,Toews
GuseliValentino,557,Guseli,Valentino,AUS,15,4/1/05 0:00,88527,9040291,1 / (1),66.67,Guseli
WinklerNico,557,Winkler,Nico,AUT,18,1/22/02 0:00,90914,9050293,1 / (1),66.67,Winkler
BotheNiclas,557,Bothe,Niclas,GER,18,7/7/02 0:00,91600,,1 / (1),66.67,Bothe
HillKael,557,Hill,Kael,CAN,30,3/20/90 0:00,77010,,1 / (1),66.67,Hill
BiogradlicFaris,557,Biogradlic,Faris,BIH,,,86398,1714997,2 / (2),66.67,Biogradlic
AdamsJake,557,Adams,Jake,CAN,,,97926,,2 / (2),66.67,Adams
TagliaferroNahuel,563,Tagliaferro,Nahuel,AND,,,100538,,3 / (3),66.61,Tagliaferro
BietenholzLeo,564,Bietenholz,Leo,SUI,,,97679,,3 / (4),66.38,Bietenholz
FinnssonKolbeinn Thor,565,Finnsson,Kolbeinn Thor,ISL,,,97461,9250014,2 / (2),66.29,Finnsson
StrobelRhys,566,Strobel,Rhys,CAN,,,97950,,3 / (4),65.67,Strobel
JamiesonRocco,567,Jamieson,Rocco,NZL,,,99123,,3 / (3),65.64,Jamieson
GarandelLiam,568,Garandel,Liam,FRA,,,100495,,3 / (4),65.49,Garandel
SverresvoldJulian,569,Sverresvold,Julian,NOR,,,100717,,2 / (2),65.43,Sverresvold
KonumaHaruka,570,Konuma,Haruka,JPN,,,96727,,3 / (3),65.17,Konuma
EdelmanStefan Vladislav,571,Edelman,Stefan Vladislav,SRB,,,96158,9310013,3 / (8),65.03,Edelman
SchuetzNicolas,572,Schuetz,Nicolas,SUI,,,91725,9510483,3 / (3),64.9,Schuetz
RokoshMax,573,Rokosh,Max,CAN,,,91990,9101145,2 / (2),64.58,Rokosh
KakimotoYua,574,Kakimoto,Yua,JPN,,,96834,,3 / (3),64.31,Kakimoto
YanezBenjamin,575,Yanez,Benjamin,CHI,17,1/1/03 0:00,82306,9110030,3 / (4),64.07,Yanez
HoenieNolan,576,Hoenie,Nolan,USA,,,98761,,3 / (3),63.66,Hoenie
Perez GuerraIgnasio,577,Perez Guerra,Ignasio,AND,,,100703,,2 / (2),63.57,Perez Guerra
UrquhartKarl,578,Urquhart,Karl,CAN,,,98392,9101178,3 / (3),63.07,Urquhart
DammertMichael,579,Dammert,Michael,GER,,,84660,,1 / (1),63.04,Dammert
SkenderovskiBojan,580,Skenderovski,Bojan,MKD,,,98414,1754974,3 / (3),62.63,Skenderovski
NDOUMBE MOUKOURINatan,581,NDOUMBE MOUKOURI,Natan,FRA,15,12/2/04 0:00,92797,9190523,3 / (4),62.38,NDOUMBE MOUKOURI
FawcettSam,582,Fawcett,Sam,CAN,,,100862,,3 / (3),62.03,Fawcett
YasueShoki,583,Yasue,Shoki,JPN,,,95424,,1 / (1),61.68,Yasue
GudmundssonAstvaldur Ari,584,Gudmundsson,Astvaldur Ari,ISL,,,99042,,2 / (2),61.59,Gudmundsson
ChoiYoonjae,585,Choi,Yoonjae,KOR,,,94882,,3 / (4),61.55,Choi
ChenVinson,585,Chen,Vinson,AUS,,,92299,9040300,3 / (3),61.55,Chen
BergstromGunnar,587,Bergstrom,Gunnar,USA,,,101016,,2 / (2),61.18,Bergstrom
CerratoLeonardo,588,Cerrato,Leonardo,AUT,,,92708,,3 / (3),60.94,Cerrato
MahoneyAidan,589,Mahoney,Aidan,USA,,,98747,9531388,3 / (4),60.89,Mahoney
HunterEvan,590,Hunter,Evan,CAN,,,99838,,3 / (5),60.83,Hunter
HosefrosKeegan,591,Hosefros,Keegan,USA,21,10/11/99 0:00,92973,9531279,1 / (1),60.75,Hosefros
Le FurHonorio,592,Le Fur,Honorio,FRA,,,95675,,3 / (5),60.73,Le Fur
NishizawaTenshin,593,Nishizawa,Tenshin,JPN,,,99644,,3 / (3),60.47,Nishizawa
ArnasonTomas Orri,594,Arnason,Tomas Orri,ISL,,,96306,9250015,2 / (2),60.19,Arnason
BremnerFindlay,595,Bremner,Findlay,GBR,21,8/8/99 0:00,77658,9220048,2 / (2),59.94,Bremner
AvtaneevNikita,596,Avtaneev,Nikita,RUS,25,3/9/95 0:00,86316,9480374,1 / (1),59.82,Avtaneev
PavlakosNikolas,597,Pavlakos,Nikolas,CAN,,,98399,9101152,1 / (1),59.7,Pavlakos
SilverthornCole,598,Silverthorn,Cole,CAN,17,6/18/03 0:00,87931,,3 / (3),59.68,Silverthorn
McCarthyMatthew,599,McCarthy,Matthew,CAN,,,97005,,2 / (2),59.62,McCarthy
ShegelmanJosh,600,Shegelman,Josh,CAN,,,99837,,3 / (4),59.54,Shegelman
ButtleFinlay,601,Buttle,Finlay,GBR,,,99212,,3 / (4),59.37,Buttle
SaitoRyoma,602,Saito,Ryoma,JPN,,,100755,,3 / (4),59.19,Saito
PeterLotz,603,Peter,Lotz,GER,,,100452,,2 / (2),59.1,Peter
AndrasovichUladzislau,604,Andrasovich,Uladzislau,BLR,,,96599,1664926,2 / (2),59.08,Andrasovich
JozsaMartin,605,Jozsa,Martin,SVK,,,99083,,3 / (7),59.01,Jozsa
SeymourBailey,606,Seymour,Bailey,CAN,18,7/5/02 0:00,92605,,2 / (2),58.93,Seymour
HedOlle,607,Hed,Olle,SWE,,,87980,9500170,2 / (2),58.88,Hed
SELZLERGage,608,SELZLER,Gage,CAN,,,96216,9101070,3 / (3),58.83,SELZLER
FedorowyczLys,609,Fedorowycz,Lys,USA,,,98824,,3 / (3),58.69,Fedorowycz
ThoroddssonArnor Dagur,610,Thoroddsson,Arnor Dagur,ISL,,,100025,9250061,2 / (2),58.68,Thoroddsson
JonesDayton,611,Jones,Dayton,CAN,,,96213,9101058,3 / (4),58.66,Jones
DavidssonAron Snorri,612,Davidsson,Aron Snorri,ISL,,,94726,9250000,3 / (3),58.61,Davidsson
BaikieZak,613,Baikie,Zak,NZL,,,97573,9410062,2 / (2),58.38,Baikie
HagenOle Christian,614,Hagen,Ole Christian,NOR,25,6/7/95 0:00,81726,,1 / (1),57.77,Hagen
HernlerPhillip,615,Hernler,Phillip,AUT,,,100511,,2 / (2),57.64,Hernler
Melville IvesCampbell,616,Melville Ives,Campbell,NZL,,,101135,,1 / (1),57.59,Melville Ives
GeorgeConnor,617,George,Connor,CAN,,,99436,,2 / (2),57.56,George
SequeiraGabriel,618,Sequeira,Gabriel,CAN,,,99445,,1 / (1),57.52,Sequeira
TynanLiam,619,Tynan,Liam,GBR,,,97673,,2 / (2),57.48,Tynan
KyriazisAris,620,Kyriazis,Aris,GER,,,98649,,3 / (3),57.34,Kyriazis
Lopez LasierraFrancho,621,Lopez Lasierra,Francho,ESP,,,101143,,2 / (2),57.27,#N/A
BollockRyder,622,Bollock,Ryder,USA,,,98899,,2 / (2),56.81,Bollock
FukadaNagisa,623,Fukada,Nagisa,JPN,,,98183,,3 / (4),56.72,Fukada
AlbrechtLondon,624,Albrecht,London,USA,,,97845,,2 / (2),56.63,Albrecht
LandmarkPhilip,625,Landmark,Philip,SWE,28,3/22/92 0:00,72897,9500082,1 / (1),56.63,Landmark
StojakTino,626,Stojak,Tino,CRO,,,92429,9380019,2 / (2),56.46,Stojak
WoodworthKaleb,627,Woodworth,Kaleb,CAN,,,96368,9101118,2 / (2),56.02,Woodworth
HendersonGarrett,628,Henderson,Garrett,USA,,,97476,,3 / (3),55.61,Henderson
ReimerNeko,629,Reimer,Neko,CAN,,,93742,,1 / (1),55.55,Reimer
NiwaJake,630,Niwa,Jake,CAN,,,99408,,3 / (5),55.54,Niwa
BrownNoah,631,Brown,Noah,USA,,,97880,,1 / (1),55.54,Brown
DjunaediAdam,632,Djunaedi,Adam,CAN,,,92022,,1 / (1),55.43,Djunaedi
KutmonJonathan,633,Kutmon,Jonathan,AUT,,,97875,,2 / (2),55.33,Kutmon
VolopichDaniel,634,Volopich,Daniel,CZE,,,99068,,3 / (3),55.23,Volopich
SmitsSam,635,Smits,Sam,NED,,,97668,,3 / (3),55.11,Smits
DeltrapNicky,636,Deltrap,Nicky,NED,,,99232,,3 / (3),54.94,Deltrap
KiyomizuShuhei,637,Kiyomizu,Shuhei,JPN,,,96867,9300797,3 / (4),54.84,Kiyomizu
IwasakiKota,638,Iwasaki,Kota,JPN,,,99502,,3 / (4),54.76,Iwasaki
OgawaYuma,639,Ogawa,Yuma,JPN,29,6/2/91 0:00,76444,9300659,1 / (1),54.6,Ogawa
WillemsenJesse,640,Willemsen,Jesse,NED,,,98443,,2 / (2),54.49,Willemsen
Krogt  Van DerMitchell,641,Krogt  Van Der,Mitchell,NED,,,100224,,3 / (4),54.22,Krogt  Van Der
TomabechiShu,642,Tomabechi,Shu,JPN,,,100598,,3 / (4),54.19,Tomabechi
SonneKonrad,643,Sonne,Konrad,AUT,,,81362,,2 / (2),54.12,Sonne
BanadosFelipe,644,Banados,Felipe,CHI,,,96190,9110026,3 / (5),53.77,Banados
ItoYuki,645,Ito,Yuki,JPN,,,97917,,3 / (3),53.74,Ito
MinkovMihail,646,Minkov,Mihail,BUL,16,11/16/03 0:00,100355,9090149,2 / (2),53.35,Minkov
KongshemHaavard,647,Kongshem,Haavard,NOR,,,97686,,3 / (4),52.97,Kongshem
HaslerJonas,648,Hasler,Jonas,SUI,,,92544,,2 / (2),52.82,Hasler
McHattenColton,649,McHatten,Colton,CAN,,,100476,,3 / (3),52.63,McHatten
SkanderaMatyas,650,Skandera,Matyas,CZE,,,96148,,2 / (2),52.6,Skandera
BergmannDarek,651,Bergmann,Darek,CZE,29,5/1/91 0:00,54943,,1 / (1),52.41,Bergmann
PetrovskiMarko,652,Petrovski,Marko,MKD,,,100621,,3 / (3),52.23,Petrovski
GustaffsonTim,653,Gustaffson,Tim,NOR,,,98566,,3 / (4),51.53,Gustaffson
MendoliaFacundo Catriel,654,Mendolia,Facundo Catriel,ARG,,,96047,9030084,3 / (3),51.38,Mendolia
MontalvoTrey,655,Montalvo,Trey,CAN,,,99417,,3 / (4),51.3,Montalvo
LuengoEsteeban,656,Luengo,Esteeban,ARG,,,92346,,3 / (3),51.07,Luengo
CarlundCornelia,657,Carlund,Cornelia,SWE,,,99238,,1 / (1),51.05,Carlund
OzahataSora,658,Ozahata,Sora,JPN,,,98173,,3 / (4),51.03,Ozahata
JenssenBjorn Johan,659,Jenssen,Bjorn Johan,NOR,,,72652,,2 / (2),50.95,Jenssen
HeningerDexter,660,Heninger,Dexter,CAN,,,99406,,3 / (3),50.67,Heninger
ArnarssonSkirnir Dadi,661,Arnarsson,Skirnir Dadi,ISL,,,95744,,3 / (3),50.46,Arnarsson
DavidsonBarack,662,Davidson,Barack,CAN,,,100935,,2 / (2),50.41,Davidson
BauerRaphael,663,Bauer,Raphael,FRA,,,98437,,2 / (2),50.39,Bauer
PeterJakob,664,Peter,Jakob,GER,,,81385,,3 / (3),50.24,Peter
OdinssonHafsteinn Heimir,665,Odinsson,Hafsteinn Heimir,ISL,,,99031,,3 / (3),50.23,Odinsson
DelagoLukas,666,Delago,Lukas,GER,,,100454,,3 / (4),50.21,Delago
LegacFran,667,Legac,Fran,CRO,,,97682,,3 / (7),50.17,Legac
WiffenJadon,668,Wiffen,Jadon,CAN,,,100724,,2 / (2),50.09,Wiffen
AsmundssonEinar Agust,669,Asmundsson,Einar Agust,ISL,,,101067,,1 / (1),49.95,Asmundsson
ObradovicPetar,670,Obradovic,Petar,SRB,,,98196,9310037,3 / (3),49.88,Obradovic
JiangXinjie,671,Jiang,Xinjie,CHN,,,100221,,3 / (4),49.86,Jiang
AngstlLinus,672,Angstl,Linus,GER,,,95380,,2 / (2),49.8,Angstl
CopenhaverClay,673,Copenhaver,Clay,USA,,,96972,,2 / (2),49.57,Copenhaver
SladicAljaz,674,Sladic,Aljaz,SLO,,,95197,,3 / (4),49.57,Sladic
SteendamCole,675,Steendam,Cole,CAN,,,97996,,2 / (2),49.53,Steendam
GiovanniniEdoardo,676,Giovannini,Edoardo,ITA,,,96544,,2 / (2),49.51,Giovannini
ChoiSeongjun,677,Choi,Seongjun,KOR,,,100496,,3 / (3),49.25,Choi
RadulovicOgnjen,678,Radulovic,Ognjen,SRB,,,100626,,3 / (5),49.22,Radulovic
RodriguezXavier,679,Rodriguez,Xavier,AND,25,1/1/95 0:00,75930,,1 / (1),49.09,Rodriguez
GrkovicVladan,680,Grkovic,Vladan,SRB,,,100055,,3 / (4),48.94,Grkovic
WestfallJake,681,Westfall,Jake,USA,,,97751,,2 / (2),48.93,Westfall
StrobelSeth,682,Strobel,Seth,CAN,,,96230,9101106,2 / (2),48.7,Strobel
LaytonKurt,683,Layton,Kurt,CAN,26,1/21/94 0:00,80776,,1 / (1),48.59,Layton
MasudaRiku,683,Masuda,Riku,JPN,,,90212,,3 / (3),48.59,Masuda
SatoKai,685,Sato,Kai,JPN,,,81756,9300789,1 / (1),48.52,Sato
BjorgvinssonArnar,686,Bjorgvinsson,Arnar,ISL,,,99041,,2 / (2),48.47,Bjorgvinsson
ArmbrusterJack,687,Armbruster,Jack,USA,,,97548,,1 / (1),48.26,Armbruster
BaezGonzalo Daniel,688,Baez,Gonzalo Daniel,ARG,,,94383,9030129,3 / (4),48.13,Baez
TarmannMarcel,689,Tarmann,Marcel,AUT,,,91196,,2 / (2),48.13,Tarmann
KordiakDavid,690,Kordiak,David,SVK,23,6/27/97 0:00,84833,9700041,2 / (2),48.12,Kordiak
GastlAngelo,691,Gastl,Angelo,AUT,,,82525,,1 / (1),48.07,Gastl
Mazet BrownTxema,692,Mazet Brown,Txema,NZL,,,97597,,3 / (3),47.73,Mazet Brown
HuiYining,693,Hui,Yining,CHN,,,93913,1124956,3 / (3),47.72,Hui
KomsiJuuse,694,Komsi,Juuse,FIN,,,94154,,2 / (2),47.71,Komsi
OsmondTommy,695,Osmond,Tommy,GBR,,,98461,,3 / (3),47.68,Osmond
Clara VentosaJan,696,Clara Ventosa,Jan,ESP,,,100858,,3 / (4),47.59,Clara Ventosa
HollandHayden,697,Holland,Hayden,CAN,,,98466,,3 / (5),47.54,Holland
BubicLeon,698,Bubic,Leon,CRO,,,97683,,3 / (7),47.49,Bubic
ValkenborghNiels,699,Valkenborgh,Niels,BEL,,,99809,,3 / (3),47.34,Valkenborgh
FuxMarc,700,Fux,Marc,GER,,,100453,,3 / (4),46.98,Fux
EythorssonAsgeir Bjarni,701,Eythorsson,Asgeir Bjarni,ISL,,,97449,9250039,2 / (2),46.75,Eythorsson
SutterGian Andrea,702,Sutter,Gian Andrea,SUI,21,3/26/99 0:00,87634,9510362,1 / (1),46.74,Sutter
KoenigLennox,703,Koenig,Lennox,AUT,,,100458,,3 / (3),46.55,Koenig
WynnykSolomon,704,Wynnyk,Solomon,CAN,,,101040,,3 / (3),46.44,Wynnyk
StrolzTimo,705,Strolz,Timo,SUI,,,91078,9510423,2 / (2),46.44,Strolz
ErnstKoy,706,Ernst,Koy,CAN,,,95724,,3 / (7),46.35,Ernst
BunceLewis,707,Bunce,Lewis,CAN,,,100014,,3 / (3),46.27,Bunce
ViscarroAugusto,708,Viscarro,Augusto,ARG,,,100208,,2 / (2),46.19,Viscarro
HaemaelaeinenElias,709,Haemaelaeinen,Elias,FIN,,,97143,,2 / (2),46.06,Haemaelaeinen
ZoegaSvavar,710,Zoega,Svavar,ISL,,,97455,9250055,2 / (2),45.91,Zoega
PetrovVladislav,711,Petrov,Vladislav,RUS,,,100239,9480830,2 / (2),45.89,Petrov
ShimizuToma,712,Shimizu,Toma,JPN,,,96833,,2 / (2),45.79,Shimizu
DoumosIoannis,713,Doumos,Ioannis,GRE,,,99209,,3 / (4),45.71,Doumos
AsagaShimpei,714,Asaga,Shimpei,JPN,30,5/7/90 0:00,87333,,3 / (3),45.64,Asaga
CookshawSimon,715,Cookshaw,Simon,CAN,,,97948,,3 / (3),45.44,Cookshaw
LehnerElias,716,Lehner,Elias,SUI,,,95313,,2 / (2),45.13,Lehner
FarnsworthPhilip,717,Farnsworth,Philip,USA,,,89523,,1 / (1),45.12,Farnsworth
LeeByung-Yun,718,Lee,Byung-Yun,KOR,,,96475,9320188,1 / (1),44.98,Lee
MattLanden,719,Matt,Landen,USA,,,98897,,3 / (3),44.6,Matt
ArutyunovGarik,720,Arutyunov,Garik,BEL,,,100156,,3 / (3),44.55,Arutyunov
TeixeiraJoao,721,Teixeira,Joao,BRA,,,96563,,3 / (6),44.54,Teixeira
MuellerFlorian,722,Mueller,Florian,GER,,,99289,,3 / (6),44.54,Mueller
TakahashiKotaro,723,Takahashi,Kotaro,JPN,,,96864,9300984,3 / (3),44.49,Takahashi
LandrethLuke,724,Landreth,Luke,CAN,,,94843,,3 / (4),44.42,Landreth
ShellyAnthony,725,Shelly,Anthony,CAN,,,100479,,1 / (1),44.3,Shelly
WysockBrogan,726,Wysock,Brogan,USA,,,100872,,3 / (4),44.14,Wysock
LundeBenjamin,727,Lunde,Benjamin,NOR,,,100616,,2 / (2),44.07,Lunde
BAILLY SALINMaxime,728,BAILLY SALIN,Maxime,FRA,,,91557,9190515,2 / (2),43.84,BAILLY SALIN
AgnewJoshua,729,Agnew,Joshua,AUS,,,94290,9040258,2 / (2),43.61,Agnew
BaribaultTucker,730,Baribault,Tucker,USA,,,85128,,1 / (1),43.18,Baribault
AholaNiko,731,Ahola,Niko,FIN,,,97145,,3 / (3),43.16,Ahola
HofbergerTim,732,Hofberger,Tim,GER,,,98645,,1 / (1),43.13,Hofberger
McDanielMalem,733,McDaniel,Malem,USA,,,96976,,2 / (2),43.03,McDaniel
SarslandLogan,734,Sarsland,Logan,USA,,,98815,,3 / (3),43.01,Sarsland
MaligojLenart,735,Maligoj,Lenart,SLO,,,97723,9560223,3 / (3),42.61,Maligoj
SpenceMacKay,736,Spence,MacKay,CAN,,,96584,9101127,1 / (1),42.6,Spence
RudgleyJordan,737,Rudgley,Jordan,NZL,,,97575,9410060,2 / (2),42.19,Rudgley
Apelland SvendsenPeder,738,Apelland Svendsen,Peder,NOR,,,100614,,3 / (3),41.92,Apelland Svendsen
FerrellLyon,739,Ferrell,Lyon,NOR,,,100211,,1 / (1),41.92,Ferrell
AyyobiZacharyah,740,Ayyobi,Zacharyah,CAN,,,101034,,2 / (2),41.91,Ayyobi
MiltimoreJacob,741,Miltimore,Jacob,CAN,17,2/25/03 0:00,93495,9101019,2 / (2),41.85,Miltimore
KurstatscherTim,742,Kurstatscher,Tim,GER,,,99216,,3 / (4),41.7,Kurstatscher
OlafssonStefan Jon,743,Olafsson,Stefan Jon,ISL,,,100024,9250072,2 / (2),41.48,Olafsson
KnellwolfAndrin,744,Knellwolf,Andrin,SUI,,,92982,9510508,2 / (2),41.4,Knellwolf
BondiNicolo,745,Bondi,Nicolo,ITA,,,97283,,2 / (2),41.34,Bondi
ConnollyJohn,746,Connolly,John,USA,,,97761,,2 / (2),41.34,Connolly
ParichBenjamin,747,Parich,Benjamin,AUT,,,100488,,1 / (1),41.17,Parich
FuchsDavin,748,Fuchs,Davin,AUT,,,96755,,2 / (2),41.13,Fuchs
VisserMartin,749,Visser,Martin,CAN,,,100934,,2 / (2),40.9,Visser
StockDavid,750,Stock,David,AUT,,,97872,,2 / (2),40.88,Stock
WangLiwen,751,Wang,Liwen,CHN,,,96903,1124984,2 / (2),40.67,Wang
WheelerBen,752,Wheeler,Ben,CAN,,,97029,,2 / (2),39.94,Wheeler
Harvey-SmithHayden,753,Harvey-Smith,Hayden,GBR,,,95048,,3 / (3),39.72,Harvey-Smith
KrauerJonas,754,Krauer,Jonas,CZE,,,100463,,3 / (3),39.7,Krauer
TsurusawaYuto,755,Tsurusawa,Yuto,JPN,,,99274,,3 / (3),39.65,Tsurusawa
QinLongen,756,Qin,Longen,CHN,,,100193,9120123,1 / (1),39.44,Qin
GruberPatrick,757,Gruber,Patrick,AUT,,,55285,7050170,1 / (1),38.88,Gruber
LuchkinDmytro,758,Luchkin,Dmytro,UKR,,,99964,,2 / (2),38.84,Luchkin
SeljenesLiam,759,Seljenes,Liam,NOR,,,94622,,3 / (3),38.71,Seljenes
ShawNoah,760,Shaw,Noah,CAN,,,96222,,3 / (3),38.68,Shaw
WoodMax,761,Wood,Max,CAN,,,100936,,2 / (2),38.66,Wood
CavalloGabriele,762,Cavallo,Gabriele,ITA,,,97131,,1 / (1),38.65,Cavallo
OlivieriFederico,763,Olivieri,Federico,ITA,,,86556,9290399,1 / (1),38.4,Olivieri
KellyKaden,764,Kelly,Kaden,USA,,,98934,,2 / (2),38.39,Kelly
OlafssonBjarki Freyr,764,Olafsson,Bjarki Freyr,ISL,,,98283,9250058,1 / (1),38.39,Olafsson
NojiriTomoyoshi,766,Nojiri,Tomoyoshi,JPN,,,95304,,1 / (1),38.35,Nojiri
Van TittelboomWard,767,Van Tittelboom,Ward,BEL,,,100460,,2 / (2),38.23,Van Tittelboom
MarchesiLuis,768,Marchesi,Luis,SUI,,,98607,,2 / (2),37.86,Marchesi
GacesJonas,769,Gaces,Jonas,CAN,,,99438,,3 / (3),37.62,Gaces
StastnyOliver,770,Stastny,Oliver,CZE,,,101007,,1 / (1),37.49,Stastny
GrimmJasper,771,Grimm,Jasper,USA,,,100992,,2 / (2),37.47,Grimm
LindroosAxel,772,Lindroos,Axel,FIN,,,99302,,2 / (2),37.39,Lindroos
GibsonCal,773,Gibson,Cal,USA,,,100704,,3 / (3),37.35,Gibson
CrossmonOwen,774,Crossmon,Owen,USA,,,100708,,2 / (2),37.27,Crossmon
BormannPhilipp,775,Bormann,Philipp,GER,,,100006,,3 / (3),37.24,Bormann
MattartOscar,776,Mattart,Oscar,BEL,,,99813,,1 / (1),37.23,Mattart
BrennanEryll,777,Brennan,Eryll,USA,,,98707,,1 / (1),37.21,Brennan
Ellingsen KjaerbyFredrik,778,Ellingsen Kjaerby,Fredrik,NOR,,,96209,,1 / (1),37.13,Ellingsen Kjaerby
DicksConnor,779,Dicks,Connor,USA,,,98945,,1 / (1),37.11,Dicks
TsitsosChristos,780,Tsitsos,Christos,GRE,,,99210,,3 / (3),37.04,Tsitsos
EwertLucas,781,Ewert,Lucas,CAN,,,97953,,1 / (1),37.04,Ewert
SoudunsaariNiklas,782,Soudunsaari,Niklas,FIN,,,100673,,2 / (2),36.87,Soudunsaari
KimuraYuto,783,Kimura,Yuto,JPN,,,99489,,3 / (3),36.72,Kimura
KerschhacklMarco,784,Kerschhackl,Marco,ITA,20,9/24/00 0:00,91093,9290368,2 / (2),36.61,Kerschhackl
TerashimaKatsuyuki,785,Terashima,Katsuyuki,JPN,,,96398,,2 / (2),36.58,Terashima
GeorgalliOscar,786,Georgalli,Oscar,NZL,,,99122,,3 / (3),36.45,Georgalli
SakamotoRento,787,Sakamoto,Rento,JPN,,,95300,,3 / (4),36.44,Sakamoto
MarkovNikolay,787,Markov,Nikolay,RUS,,,100244,9480829,1 / (1),36.44,Markov
GriesheimerNoah,789,Griesheimer,Noah,USA,,,97839,,1 / (1),36.39,Griesheimer
WillemseWendel,790,Willemse,Wendel,NED,,,99080,,1 / (1),36.29,Willemse
LemarkNiko,791,Lemark,Niko,SLO,,,101099,,3 / (3),36.27,Lemark
BartoloPau,792,Bartolo,Pau,ESP,,,94522,9490156,1 / (1),36.05,Bartolo
StepanovPeresvet,793,Stepanov,Peresvet,RUS,,,100240,9480835,2 / (2),36.02,Stepanov
VaagsdalMathias,794,Vaagsdal,Mathias,NOR,,,88948,,2 / (2),36.01,Vaagsdal
NeubauerLuis,795,Neubauer,Luis,GER,,,98289,,3 / (3),36,Neubauer
GansererLenz,796,Ganserer,Lenz,GER,,,98287,,3 / (3),35.93,Ganserer
VeselkaDominik,797,Veselka,Dominik,CZE,,,76786,9150121,1 / (1),35.8,Veselka
DenneyLiam,798,Denney,Liam,CAN,,,99403,,2 / (2),35.74,Denney
DarkovMarko,799,Darkov,Marko,MKD,,,98415,,2 / (2),35.51,Darkov
GolayEliot,800,Golay,Eliot,SUI,,,98301,9510485,2 / (2),35.49,Golay
Palissier RoyEnzo,801,Palissier Roy,Enzo,FRA,,,92778,,3 / (5),35.43,#N/A
IivonenMartti,802,Iivonen,Martti,FIN,,,93962,,2 / (2),35.37,Iivonen
GebhardBastian,803,Gebhard,Bastian,GER,,,100775,,2 / (2),35.34,Gebhard
BodvarssonSigfinnur,804,Bodvarsson,Sigfinnur,ISL,,,95742,,1 / (1),35.3,Bodvarsson
PesicNemanja,805,Pesic,Nemanja,SRB,,,100625,,3 / (3),35.21,Pesic
FiguerasSantiago,806,Figueras,Santiago,ARG,,,92338,9030141,2 / (2),35.18,Figueras
Gordillo-FaulknerMateo,807,Gordillo-Faulkner,Mateo,CAN,,,99413,,3 / (5),35.12,Gordillo-Faulkner
FleischerLake,808,Fleischer,Lake,USA,,,97837,,3 / (3),34.93,Fleischer
RileySam,809,Riley,Sam,USA,,,98709,9531512,3 / (3),34.89,Riley
ClaudioJonathan,810,Claudio,Jonathan,USA,,,98987,,1 / (1),34.79,Claudio
CollinsCody,810,Collins,Cody,USA,,,96697,9531384,1 / (1),34.79,Collins
TajiriSena,812,Tajiri,Sena,JPN,,,100759,,2 / (2),34.72,Tajiri
HannahKyran,813,Hannah,Kyran,NZL,,,99178,,1 / (1),34.59,Hannah
GillisDaniel,814,Gillis,Daniel,CAN,,,99405,,3 / (3),34.49,Gillis
BoydMarty,815,Boyd,Marty,USA,,,96942,,3 / (3),34.27,Boyd
CarpenterSam,816,Carpenter,Sam,CAN,,,100944,,2 / (2),34.1,Carpenter
AubergyPall Rist,817,Aubergy,Pall Rist,ISL,,,97450,9250053,2 / (2),33.94,Aubergy
JensenAugust,818,Jensen,August,DEN,,,100436,,1 / (1),33.89,Jensen
