lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter, rider_concat_id, 
Crossmon,  Owen, 774, 37.27, , , USA, united states, , , , , , , , owencrossmonusa, 
Bormann,  Philipp, 775, 37.24, , , GER, germany, , , , , , , , philippbormannger, 
Mattart,  Oscar, 776, 37.23, , , BEL, belgium, , , , , , , , oscarmattartbel, 
Brennan,  Eryll, 777, 37.21, , , USA, united states, , , , , , , , eryllbrennanusa, 
Ellingsen Kjaerby,  Fredrik, 778, 37.13, , , NOR, norway, , , , , , , , fredrikellingsen kjaerbynor, 
Dicks,  Connor, 779, 37.11, , , USA, united states, , , , , , , , connordicksusa, 
Tsitsos,  Christos, 780, 37.04, , , GRE, gre, , , , , , , , christostsitsosgre, 
Ewert,  Lucas, 781, 37.04, , , CAN, canada, , , , , , , , lucasewertcan, 
Soudunsaari,  Niklas, 782, 36.87, , , FIN, finland, , , , , , , , niklassoudunsaarifin, 
Kimura,  Yuto, 783, 36.72, , , JPN, japan, , , , , , , , yutokimurajpn, 
Kerschhackl,  Marco, 784, 36.61, , 20, ITA, italy, , , Bardolino, , , , , marcokerschhacklita, 
Terashima,  Katsuyuki, 785, 36.58, , , JPN, japan, , , , , , , , katsuyukiterashimajpn, 
Georgalli,  Oscar, 786, 36.45, , , NZL, new zealand, , , , , , , , oscargeorgallinzl, 
Sakamoto,  Rento, 787, 36.44, , , JPN, japan, , , , , , , , rentosakamotojpn, 
Markov,  Nikolay, 787, 36.44, , , RUS, russian federation, , , , , , , , nikolaymarkovrus, 
Griesheimer,  Noah, 789, 36.39, , , USA, united states, , , , , , , , noahgriesheimerusa, 
Willemse,  Wendel, 790, 36.29, , , NED, ned, , , , , , , , wendelwillemsened, 
Bartolo,  Pau, 791, 36.05, , , ESP, spain, , , , , , , , paubartoloesp, 
Stepanov,  Peresvet, 792, 36.02, , , RUS, russian federation, , , , , , , , peresvetstepanovrus, 
Vaagsdal,  Mathias, 793, 36.01, , , NOR, norway, , , , , , , , mathiasvaagsdalnor, 
Neubauer,  Luis, 794, 36.0, , , GER, germany, , , , , , , , luisneubauerger, 
Ganserer,  Lenz, 795, 35.93, , , GER, germany, , , , , , , , lenzgansererger, 
Veselka,  Dominik, 796, 35.8, , , CZE, czech republic, , , , , , , , dominikveselkacze, 
Denney,  Liam, 797, 35.74, , 16, CAN, canada, , , , , , , , liamdenneycan, 
Darkov,  Marko, 798, 35.51, , , MKD, macedonia, , , , , , , , markodarkovmkd, 
Golay,  Eliot, 799, 35.49, , , SUI, switzerland, , , , , , , , eliotgolaysui, 
Palissier Roy,  Enzo, 800, 35.43, , , FRA, france, , , , , , , , enzopalissier royfra, 
Iivonen,  Martti, 801, 35.37, , , FIN, finland, , , , , , , , marttiiivonenfin, 
Gebhard,  Bastian, 802, 35.34, , , GER, germany, , , , , , , , bastiangebhardger, 
Bodvarsson,  Sigfinnur, 803, 35.3, , , ISL, iceland, , , , , , , , sigfinnurbodvarssonisl, 
Pesic,  Nemanja, 804, 35.21, , , SRB, serbia, , , , , , , , nemanjapesicsrb, 
Figueras,  Santiago, 805, 35.18, , , ARG, argentina, , , , , , , , santiagofiguerasarg, 
Gordillo-Faulkner,  Mateo, 806, 35.12, , , CAN, canada, , , , , , , , mateogordillo-faulknercan, 
Fleischer,  Lake, 807, 34.93, , , USA, united states, , , , , , , , lakefleischerusa, 
Riley,  Sam, 808, 34.89, , , USA, united states, , , , , , , , samrileyusa, 
Claudio,  Jonathan, 809, 34.79, , , USA, united states, , , , , , , , jonathanclaudiousa, 
Collins,  Cody, 809, 34.79, , , USA, united states, , , , , , , , codycollinsusa, 
Tajiri,  Sena, 811, 34.72, , , JPN, japan, , , , , , , , senatajirijpn, 
Hannah,  Kyran, 812, 34.59, , , NZL, new zealand, , , , , , , , kyranhannahnzl, 
Gillis,  Daniel, 813, 34.49, , , CAN, canada, , , , , , , , danielgilliscan, 
Boyd,  Marty, 814, 34.27, , , USA, united states, , , , , , , , martyboydusa, 
Carpenter,  Sam, 815, 34.1, , 12, CAN, canada, , , , , , , , samcarpentercan, 
Aubergy,  Pall Rist, 816, 33.94, , , ISL, iceland, , , , , , , , pall ristaubergyisl, 
Jensen,  August, 817, 33.89, , , DEN, den, , , , , , , , augustjensenden, 
Wendl,  Markus, 818, 33.84, , , GER, germany, , , , , , , , markuswendlger, 
Okado,  Ryusei, 819, 33.79, , , JPN, japan, , , , , , , , ryuseiokadojpn, 
Okamoto,  Taisei, 820, 33.71, , , JPN, japan, , , , , , , , taiseiokamotojpn, 
Hallingstad,  Stian, 821, 33.64, , , NOR, norway, , , , , , , , stianhallingstadnor, 
Hamric,  Jesse, 822, 33.41, , , USA, united states, , , , , , , , jessehamricusa, 
Liu,  Shengxin, 823, 33.4, , , CHN, china, , , , , , , , shengxinliuchn, 
Perez,  Ignacio, 824, 33.33, , , AND, andorra, , , , , , , , ignacioperezand, 
Rebernig,  Tom, 824, 33.33, , , AUT, austria, , , , , , , , tomrebernigaut, 
Kawata,  Yuga, 824, 33.33, , , JPN, japan, , , , , , , , yugakawatajpn, 
Andonov,  Bojan, 827, 33.31, , , MKD, macedonia, , , , , , , , bojanandonovmkd, 
Stepanov,  Daniil, 828, 33.19, , , RUS, russian federation, , , , , , , , daniilstepanovrus, 
Peeters,  Elliot, 829, 33.14, , , BEL, belgium, , , , , , , , elliotpeetersbel, 
Hordii,  Yurii, 830, 32.83, , , UKR, ukraine, , , , , , , , yuriihordiiukr, 
Yamauchi,  Yuki, 831, 32.75, , , JPN, japan, , , , , , , , yukiyamauchijpn, 
Herfurth,  Michael, 832, 32.55, , , USA, united states, , , , , , , , michaelherfurthusa, 
Baardseth,  Even, 832, 32.55, , , NOR, norway, , , , , , , , evenbaardsethnor, 
Salter,  Thomas, 834, 32.5, , , CAN, canada, , , , , , , , thomassaltercan, 
Tulloch,  Connor, 835, 32.25, , 15, CAN, canada, , , , , , , , connortullochcan, 
Wedenig,  Markus, 836, 32.12, , , AUT, austria, , , , , , , , markuswedenigaut, 
Balicco,  Sacha, 837, 31.92, , , FRA, france, , , , , , , , sachabaliccofra, 
Städler,  Jonas, 838, 31.88, , , SUI, switzerland, , , , , , , , jonasstädlersui, 
Mizukami,  Kota, 839, 31.88, , , JPN, japan, , , , , , , , kotamizukamijpn, 
Herzenjak,  Anej, 840, 31.81, , , SLO, slo, , , , , , , , anejherzenjakslo, 
Maglov,  Aleksey, 841, 31.63, , , RUS, russian federation, , , , , , , , alekseymaglovrus, 
Campbell,  Jamie, 842, 31.54, , 13, CAN, canada, , , , , , , , jamiecampbellcan, 
Zisko,  Affan, 843, 31.47, , , BIH, bosnia and herzegovina, , , , , , , , affanziskobih, 
Doiron,  Jack, 844, 31.37, , , CAN, canada, , , , , , , , jackdoironcan, 
Putys-Gallagher,  Luke, 845, 31.17, , , LTU, lithuania, , , , , , , , lukeputys-gallagherltu, 
Talpo,  Michele, 845, 31.17, , , ITA, italy, , , , , , , , micheletalpoita, 
Clemente,  Jackie, 847, 31.09, , , USA, united states, , , , , , , , jackieclementeusa, 
Fomchenko,  Mihail, 848, 31.08, , , RUS, russian federation, , , , , , , , mihailfomchenkorus, 
Gaulin Sorensen,  Theodor, 849, 31.06, , , NOR, norway, , , , , , , , theodorgaulin sorensennor, 
Tani,  Yuma, 850, 31.03, , , JPN, japan, , , , , , , , yumatanijpn, 
Moller,  Justo, 851, 31.01, , , ARG, , , , , , , , , justomollerarg, 
Preissinger,  Maximilian, 852, 30.99, Absolut Park | Electric | Planet Sports | Ride Snowboards | Vans | , 22, GER, , Regular, 187cm, Starnberg, , , , , maximilianpreissingerger, 
Feng,  Changjun, 853, 30.94, , 26, CHN, , Goofy, , Beijing, , , , , changjunfengchn, 
Arthur,  Ney, 854, 30.91, , , FRA, , , , , , , , , neyarthurfra, 
Trask,  Sylas, 855, 30.89, , , USA, , , , , , , , , sylastraskusa, 
Flynn,  Bennett, 856, 30.81, , , USA, , , , , , , , , bennettflynnusa, 
Nehring,  Fabian, 857, 30.74, , 14, GER, , Regular, , Ludwigsfelde, , , , , fabiannehringger, 
Ito,  Hiroto, 858, 30.7, , , JPN, , , , , , , , , hirotoitojpn, 
Angelillo,  Dennis, 859, 30.65, , , SUI, , , , , , , , , dennisangelillosui, 
McCorrister,  Koen, 860, 30.49, , , CAN, , , , , , , , , koenmccorristercan, 
Takahashi,  Akira, 861, 30.4, , , JPN, , , , , , , , , akiratakahashijpn, 
Kudo,  Sora, 862, 30.4, , , JPN, , , , , , , , , sorakudojpn, 
Asmundsson,  Einar Agust, 863, 30.4, , , NOR, , , , , , , , , einar agustasmundssonnor, 
Abe,  Kyoichiro, 864, 30.34, , , JPN, , , , , , , , , kyoichiroabejpn, 
Beuchel,  Ben, 865, 30.22, , , CAN, , , , , , , , , benbeuchelcan, 
Doherty,  Bryce, 866, 30.2, , , CAN, , , , , , , , , brycedohertycan, 
Huet,  Hidde, 867, 30.18, , , NED, , , , , , , , , hiddehuetned, 
Yokota,  Koki, 868, 29.96, , , JPN, , , , , , , , , kokiyokotajpn, 
Tourki,  Liam, 869, 29.79,  | , 21, FRA, , Regular, 170, Doussard, Les 7 laux 7 laux, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , liamtourkifra, 
Klein,  Josh, 870, 29.78, , 15, CAN, , , , , , , , , joshkleincan, 
Augsten,  Christoph, 871, 29.66, , , AUT, , , , , , , , , christophaugstenaut, 
Lech-Hernes,  Leonard, 872, 29.61, , , NOR, , , , , , , , , leonardlech-hernesnor, 
Kweon,  Leejun, 873, 29.27, , 23, KOR, , Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, leejunkweonkor, 
Suikov,  Maksim, 874, 29.26, , , RUS, , , , , , , , , maksimsuikovrus, 
Stefanec,  Blake, 875, 29.24, , 14, CAN, , , , , , , , , blakestefaneccan, 
Shmurikov,  Egor, 876, 29.05, , 17, RUS, , , , , , , , , egorshmurikovrus, 
Pyle,  Elijah, 877, 29.03, , , USA, , , , , , , , , elijahpyleusa, 
Kaspar,  Daniel, 878, 28.72, , , CZE, , , , , , , , , danielkasparcze, 
Barr,  Scott, 879, 28.58, , , USA, , , , , , , , , scottbarrusa, 
Furuhashi,  Ran, 880, 28.32, , , JPN, , , , , , , , , ranfuruhashijpn, 
Deans,  Jonah, 881, 28.31, , 13, CAN, , , , , , , , , jonahdeanscan, 
Sigfusson,  Bjorn Andri, 882, 28.29, , , ISL, , , , , , , , , bjorn andrisigfussonisl, 
Leece,  Noah, 883, 28.28, , 15, CAN, , , , , , , , , noahleececan, 
Henning,  Ryan, 884, 28.27, , 15, CAN, , , , , , , , , ryanhenningcan, 
Andenmatten,  Mika, 885, 28.15, , 19, SUI, , , , , , , , , mikaandenmattensui, 
Abbott,  Brayden, 886, 28.05, , 17, CAN, , , , , , , , , braydenabbottcan, 
Stam,  Daan, 887, 28.04, , , GBR, , , , , , , , , daanstamgbr, 
Bousbouras,  Nicholas, 888, 27.83, , , USA, , , , , , , , , nicholasbousbourasusa, 
Levan,  Lucas, 889, 27.8, , , CAN, , , , , , , , , lucaslevancan, 
Haude,  Jonathan, 890, 27.73, , , AUT, , , , , , , , , jonathanhaudeaut, 
Martinez,  Louis, 891, 27.68, , , FRA, , , , , , , , , louismartinezfra, 
Thompson,  Owen, 892, 27.62, , 11, CAN, , , , , , , , , owenthompsoncan, 
Duty,  Johnny, 893, 27.51, , , USA, , , , , , , , , johnnydutyusa, 
Gislason,  Elis, 894, 27.51, , , ISL, , , , , , , , , elisgislasonisl, 
Laliberte,  Dylan, 895, 27.49, , , CAN, , , , , , , , , dylanlalibertecan, 
Sytykh,  Valeriy, 896, 27.26, , 13, BLR, , Regular, , Minsk, , , , , valeriysytykhblr, 
Roy,  Liam, 897, 27.2, , , CAN, , , , , , , , , liamroycan, 
Harju,  Aarni, 898, 27.19, , , FIN, , , , , , , , , aarniharjufin, 
Thoresen,  Leo, 899, 27.19, , , GER, , , , , , , , , leothoresenger, 
Van Der Haven,  Florian, 900, 27.19, , , NED, , , , , , , , , florianvan der havenned, 
Murakami,  Toma, 901, 26.97, , , JPN, japan, , , , , , , , tomamurakamijpn, 
Pohl,  Danilo, 902, 26.94, , , GER, germany, , , , , , , , danilopohlger, 
Pecanin,  Nedim, 903, 26.89, , , BIH, bosnia and herzegovina, , , , , , , , nedimpecaninbih, 
Skarvan,  Jaroslav, 904, 26.88, , , CZE, czech republic, , , , , , , , jaroslavskarvancze, 
Tio,  Andre, 905, 26.83, , , CAN, canada, , , , , , , , andretiocan, 
Orlik,  Filip, 906, 26.74, , , POL, poland, , , , , , , , filiporlikpol, 
Orr,  Sumner, 907, 26.71, , , USA, united states, , , , , , , , sumnerorrusa, 
Powell,  Zeb, 908, 26.7, , , USA, united states, , , , , , , , zebpowellusa, 
Hirao,  Yoshikatsu, 909, 26.53, , , JPN, japan, , , , , , , , yoshikatsuhiraojpn, 
Laurenchikj,  Vedran, 910, 26.44, , , MKD, macedonia, , , , , , , , vedranlaurenchikjmkd, 
Paunonen,  Arttu, 911, 26.43, , , FIN, finland, , , , , , , , arttupaunonenfin, 
Williams,  Travis, 912, 26.4, , 12, CAN, canada, , , , , , , , traviswilliamscan, 
Gasperi,  Noah, 913, 26.38, Voelkl | 686 | , 19, AUT, austria, Goofy, 165cm, , Nassfeld / Hermagor, , , , noahgasperiaut, 
Barcons Antunes,  Max, 914, 26.11, , , AND, andorra, , , , , , , , maxbarcons antunesand, 
Fuse,  Masato, 915, 26.04, , , JPN, japan, , , , , , , , masatofusejpn, 
Foss,  Mons, 916, 25.99, , , NOR, norway, , , , , , , , monsfossnor, 
Tyni,  Jukka, 917, 25.92, , 30, FIN, finland, , , , , , , , jukkatynifin, 
Broadbent,  Noel, 918, 25.86, , , SUI, switzerland, , , , , , , , noelbroadbentsui, 
Dalrymple,  Isaac, 919, 25.71, , , USA, united states, , , , , , , , isaacdalrympleusa, 
Tonteri,  Roope, 920, 25.65, Anon Optics | Burton Snowboards | Red Bull | , 28, FIN, finland, Goofy, 165. cm, Valkeala, Mielakka Kouvola, , , , roopetonterifin, 
Kato,  Kippei, 921, 25.54, , , JPN, japan, , , , , , , , kippeikatojpn, 
Bertolini,  Giovanni, 922, 25.52, , , ITA, italy, , , , , , , , giovannibertoliniita, 
Benvenuti,  Andrea, 923, 25.51, , , ITA, italy, , , , , , , , andreabenvenutiita, 
Lobben,  Beck, 924, 25.49, , , USA, united states, , , , , , , , becklobbenusa, 
Ebner,  Niklas, 925, 25.42, , , GER, germany, , , , , , , , niklasebnerger, 
Soto,  Aitor, 926, 25.38, , , ESP, spain, , , , , , , , aitorsotoesp, 
Eckhardt,  Gregory, 927, 25.37, , , SUI, switzerland, , , , , , , , gregoryeckhardtsui, 
Aarts,  Joshua, 928, 25.36, , , NED, ned, , , , , , , , joshuaaartsned, 
Kotani,  Kaito, 929, 25.34, , , JPN, japan, , , , , , , , kaitokotanijpn, 
Bobryshev,  Vadim, 930, 25.23, , 27, RUS, russian federation, , , Petropavlovsk-Kamchatsky, , , , , vadimbobryshevrus, 
Desjardins,  Myles, 931, 25.1, , , CAN, canada, , , , , , , , mylesdesjardinscan, 
Rosenfors,  Ruben, 932, 25.09, , , SWE, sweden, , , , , , , , rubenrosenforsswe, 
Kofuji,  Kengo, 933, 25.09, , , JPN, japan, , , , , , , , kengokofujijpn, 
Eichhorn,  Leo, 934, 25.07, , , GER, germany, , , , , , , , leoeichhornger, 
Rejda,  Adam, 935, 24.98, , , CZE, czech republic, , , , , , , , adamrejdacze, 
Holzinger,  Christoph, 936, 24.95, , , AUT, austria, , , , , , , , christophholzingeraut, 
Schweiger,  Bernd, 937, 24.9, , , AUT, austria, , , , , , , , berndschweigeraut, 
Bassett,  Brevin, 938, 24.88, , , USA, united states, , , , , , , , brevinbassettusa, 
Austin,  Benton, 939, 24.82, , , USA, united states, , , , , , , , bentonaustinusa, 
Margreiter,  Linus, 940, 24.7, , , AUT, austria, , , , , , , , linusmargreiteraut, 
Silander,  Niilo, 941, 24.65, , , FIN, finland, , , , , , , , niilosilanderfin, 
Wuhrmann,  Toulouse, 942, 24.65, , , SUI, switzerland, , , , , , , , toulousewuhrmannsui, 
Kuch,  Tanner, 943, 24.42, , , USA, united states, , , , , , , , tannerkuchusa, 
Illi,  Konstantin, 944, 24.4, , , GER, germany, , , , , , , , konstantinilliger, 
Jonsson,  Bjartur Snaer, 945, 24.37, , , ISL, iceland, , , , , , , , bjartur snaerjonssonisl, 
Chayametisurat,  Lubpawath, 946, 24.36, , , THA, , , , , , , , , lubpawathchayametisurat, 
Okumura,  Yoshito, 947, 24.32, , , JPN, japan, , , , , , , , yoshitookumurajpn, 
Langill,  Brodie, 947, 24.32, , , CAN, canada, , , , , , , , brodielangillcan, 
Seifried,  Jure, 949, 24.31, , , SLO, slo, , , , , , , , jureseifriedslo, 
Villegas,  Nicolas, 950, 24.21, , , CHI, chi, , , , , , , , nicolasvillegaschi, 
Anderssen Gaulen,  Nichlas, 951, 24.15, , , NOR, norway, , , , , , , , nichlasanderssen gaulennor, 
Fujiwara,  Keigo, 952, 24.11, , , JPN, japan, , , , , , , , keigofujiwarajpn, 
Dekkers,  Laurens, 953, 24.04, , , NED, ned, , , , , , , , laurensdekkersned, 
Haraldsson,  Hlynur Atli, 954, 23.97, , , ISL, iceland, , , , , , , , hlynur atliharaldssonisl, 
Cassera,  Kevin Ivan, 955, 23.94, , , ITA, italy, , , , , , , , kevin ivancasseraita, 
Romani,  Lucio, 956, 23.87, , , ARG, argentina, , , , , , , , lucioromaniarg, 
Vatne,  Torstein Mo , 957, 23.83, , , NOR, norway, , , , , , , , torstein movatnenor, 
Caplette,  Casey, 958, 23.81, , 19, CAN, canada, , , , , , , , caseycaplettecan, 
Hiramoto,  Yota, 959, 23.76, , , JPN, japan, , , , , , , , yotahiramotojpn, 
Baumann,  Moreno, 959, 23.76, , , SUI, switzerland, , , , , , , , morenobaumannsui, 
Astillero,  Antonio, 961, 23.64, , , USA, united states, , , , , , , , antonioastillerousa, 
Merino,  Evan, 962, 23.58, , , CAN, canada, , , , , , , , evanmerinocan, 
Frantisek,  Elias, 963, 23.56, , , CZE, czech republic, , , , , , , , eliasfrantisekcze, 
Quartiero,  Riccardo, 964, 23.45, , , ITA, italy, , , , , , , , riccardoquartieroita, 
Martin,  Ignacio Nicolas, 965, 23.16, , , ARG, argentina, , , , , , , , ignacio nicolasmartinarg, 
Bugos,  Richard, 966, 23.13, , , USA, united states, , , , , , , , richardbugosusa, 
Stygar,  Jack, 967, 23.11, , , USA, united states, , , , , , , , jackstygarusa, 
Guisolan,  Aristide, 968, 23.1, , , SUI, switzerland, , , , , , , , aristideguisolansui, 
Sutton,  Jack, 969, 23.0, , 15, CAN, canada, , , , , , , , jacksuttoncan, 
Deslaurier,  Tyson, 970, 22.99, , , CAN, canada, , , , , , , , tysondeslauriercan, 
Karrer,  Simon, 971, 22.94, , , AUT, austria, , , , , , , , simonkarreraut, 
Uzpolevicius,  Domas, 972, 22.88, , , LTU, lithuania, , , , , , , , domasuzpoleviciusltu, 
Reznicek,  Jan, 972, 22.88, , , CZE, czech republic, , , , , , , , janreznicekcze, 
Pitulea,  Tudor, 972, 22.88, , , ROU, romania, , , , , , , , tudorpitulearou, 
Milpak,  Silver, 975, 22.8, , , EST, estonia, , , , , , , , silvermilpakest, 
Mair,  Enzo, 976, 22.79, , , ARG, argentina, , , , , , , , enzomairarg, 
Yin,  Kai, 977, 22.76, , , FIN, finland, , , , , , , , kaiyinfin, 
Leiva,  Eric, 978, 22.75, , , CHI, chi, , , , , , , , ericleivachi, 
Liwen,  Wang, 979, 22.74, , , CHN, china, , , , , , , , wangliwenchn, 
Grinschgl,  Mario, 980, 22.73, , , AUT, austria, , , , , , , , mariogrinschglaut, 
Grigaitis,  Rokas, 981, 22.64, , , LTU, lithuania, , , , , , , , rokasgrigaitisltu, 
Sun,  Song, 982, 22.6, , , CHN, china, , , , , , , , songsunchn, 
Aalto,  Roomeo, 983, 22.39, , , FIN, finland, , , , , , , , roomeoaaltofin, 
Striukov,  Timofei, 984, 22.37, , , RUS, russian federation, , , , , , , , timofeistriukovrus, 
Fay,  Douglas, 985, 22.04, , , USA, united states, , , , , , , , douglasfayusa, 
Konuma,  Kira, 986, 21.94, , , JPN, japan, , , , , , , , kirakonumajpn, 
Nemoto,  Yoshiki, 987, 21.84, , , JPN, japan, , , , , , , , yoshikinemotojpn, 
Matsumoto,  Sota, 988, 21.83, , , JPN, japan, , , , , , , , sotamatsumotojpn, 
Burri,  Rafael, 989, 21.83, , , SUI, switzerland, , , , , , , , rafaelburrisui, 
Ganserer,  Matteo, 990, 21.74, , , GER, germany, , , , , , , , matteogansererger, 
Groot,  Jesse-Fin, 991, 21.7, , , CAN, canada, , , , , , , , jesse-fingrootcan, 
Matsuoka,  Hideki, 992, 21.65, , , JPN, japan, , , , , , , , hidekimatsuokajpn, 
Uporov,  Ermolai, 993, 21.64, , , RUS, russian federation, , , , , , , , ermolaiuporovrus, 
Phocas,  John, 994, 21.61, , 20, USA, united states, , , Virginia Beach, , , , , johnphocasusa, 
Clara,  Jan, 995, 21.59, , , ESP, spain, , , , , , , , janclaraesp, 
Murakami,  Kota, 996, 21.55, , , JPN, japan, , , , , , , , kotamurakamijpn, 
Provencher,  Cooper, 997, 21.54, , , USA, united states, , , , , , , , cooperprovencherusa, 
Arvanitidis,  Theofilos, 998, 21.5, , , GRE, gre, , , , , , , , theofilosarvanitidisgre, 
Rose,  Michael, 999, 21.42, , , USA, united states, , , , , , , , michaelroseusa, 
Moyal,  Liyor, 1000, 21.39, , , NED, ned, , , , , , , , liyormoyalned, 
Bravo,  Mateo, 1001, 21.37, , 15, CAN, , , , , , , , , mateobravocan, 
Voutilainen,  Aaro, 1002, 21.35, , , FIN, , , , , , , , , aarovoutilainenfin, 
Mathieu,  Auxence, 1003, 21.31, , , FRA, , , , , , , , , auxencemathieufra, 
Rankin,  Benjamin, 1004, 21.2, , , USA, , , , , , , , , benjaminrankinusa, 
Yasuda,  Kosuke, 1005, 21.11, , , JPN, , , , , , , , , kosukeyasudajpn, 
Sakuma,  Hiroki, 1006, 21.07, , , JPN, , , , , , , , , hirokisakumajpn, 
Martin,  Ollie, 1007, 21.01, , , USA, , , , , , , , , olliemartinusa, 
Kurenkov,  Nikita, 1008, 20.98, , , BLR, , , , , , , , , nikitakurenkovblr, 
Fava,  Chris, 1009, 20.93, , , CAN, , , , , , , , , chrisfavacan, 
Strachan,  Alex, 1010, 20.87, , , USA, , , , , , , , , alexstrachanusa, 
Lemark,  Niko, 1011, 20.82, , , SLO, , , , , , , , , nikolemarkslo, 
Okuyama,  Kentaro, 1012, 20.81, , , JPN, , , , , , , , , kentarookuyamajpn, 
Capodiferro,  Alessio, 1013, 20.72, , , SUI, , , , , , , , , alessiocapodiferrosui, 
Kitano,  Koki, 1014, 20.55, , , JPN, , , , , , , , , kokikitanojpn, 
Steen Ahlstrom,  Oliver, 1015, 20.39, , , NOR, , , , , , , , , oliversteen ahlstromnor, 
Rutonen,  Ransu, 1016, 20.37, , , FIN, , , , , , , , , ransurutonenfin, 
Maifredi,  Davide, 1017, 20.35, , , ITA, , , , , , , , , davidemaifrediita, 
Hudson,  Rafe, 1018, 20.15, , 11, CAN, , , , , , , , , rafehudsoncan, 
Kalenda,  Andrej, 1019, 20.12, , , CZE, , , , , , , , , andrejkalendacze, 
Lipponen,  Sampo, 1019, 20.12, , , FIN, , , , , , , , , sampolipponenfin, 
Christov,  Oliver, 1021, 20.09, , , GER, , , , , , , , , oliverchristovger, 
Tagliaferro,  Limay, 1022, 20.01, , , AND, , , , , , , , , limaytagliaferroand, 
Obara,  Akihiro, 1023, 19.96, , , JPN, , , , , , , , , akihiroobarajpn, 
Stroem,  Hampus, 1024, 19.95, , , SWE, , , , , , , , , hampusstroemswe, 
Forin,  Guillaume, 1025, 19.91, , , FRA, , , , , , , , , guillaumeforinfra, 
Chataigner,  Gregory, 1025, 19.91, , , FRA, , , , , , , , , gregorychataignerfra, 
MacDuff,  Ryan, 1027, 19.82, , , CAN, , , , , , , , , ryanmacduffcan, 
Yilmaz,  Ekin, 1028, 19.79, , , CAN, , , , , , , , , ekinyilmazcan, 
Benjaminsson,  Lukas Pall, 1029, 19.74, , , ISL, , , , , , , , , lukas pallbenjaminssonisl, 
Iagnich,  Sergei, 1030, 19.67, , , RUS, , , , , , , , , sergeiiagnichrus, 
Wolfsteller,  Matias Otto, 1031, 19.67, , , ARG, , , , , , , , , matias ottowolfstellerarg, 
Dhawornvej,  Caleb, 1032, 19.61, , , USA, , , , , , , , , calebdhawornvejusa, 
Leutola Diaz,  Lucas, 1033, 19.46, , , FIN, , , , , , , , , lucasleutola diazfin, 
Wowchuk,  Keaton, 1034, 19.44, , , CAN, , , , , , , , , keatonwowchukcan, 
Atlason,  Isak Atli, 1035, 19.42, , , ISL, , , , , , , , , isak atliatlasonisl, 
Ashmore,  Chase, 1035, 19.42, , 14, CAN, , , , , , , , , chaseashmorecan, 
Alexandersson,  Orn Snaevar, 1037, 19.27, , , ISL, , , , , , , , , orn snaevaralexanderssonisl, 
Lucky,  Filip, 1038, 19.13, , , CZE, , , , , , , , , filipluckycze, 
Wiesen,  Pim, 1039, 19.09, , , NED, , , , , , , , , pimwiesenned, 
Ortega,  Julian, 1040, 19.07, , , CHI, , , , , , , , , julianortegachi, 
Elliston,  Jack, 1041, 18.97, , , USA, , , , , , , , , jackellistonusa, 
Plch,  Martin, 1042, 18.93, , , CZE, , , , , , , , , martinplchcze, 
Gerat,  Tomas, 1043, 18.86, , , SVK, , , , , , , , , tomasgeratsvk, 
Coles,  Jimmy, 1044, 18.77, , , USA, , , , , , , , , jimmycolesusa, 
Mizukoshi,  Hideyuki, 1045, 18.72, , , JPN, , , , , , , , , hideyukimizukoshijpn, 
Schweizer,  Leo, 1046, 18.7, , , GER, , , , , , , , , leoschweizerger, 
Coletti,  Anzo, 1047, 18.61, , , FRA, , , , , , , , , anzocolettifra, 
Shimizu,  Kippei, 1048, 18.59, , , JPN, , , , , , , , , kippeishimizujpn, 
Silander,  Toivo, 1049, 18.56, , , FIN, , , , , , , , , toivosilanderfin, 
Ocariz,  Francisco, 1050, 18.38, , , ARG, , , , , , , , , franciscoocarizarg, 
Joch,  Max, 1051, 18.34, , , GER, germany, , , , , , , , maxjochger, 
Côté,  Benjamin, 1052, 18.32, , , CAN, canada, , , , , , , , benjamincôtécan, 
Lehwald,  Lasse, 1053, 18.22, , 23, DEN, den, Regular, 181 cm, , Mt.Diner, instagram.com/lasselehwald, , , lasselehwaldden, 
Foster,  Lucas, 1054, 18.13, Bonfire | Celtek | Dakine | Salomon | Skullcandy | Smith | , 21, USA, united states, Goofy, , Telluride, , , , , lucasfosterusa, 
Whitaker,  Will, 1055, 17.94, , 16, CAN, canada, , , , , , , , willwhitakercan, 
Di Matteo,  Alessandro, 1056, 17.76, , , ITA, italy, , , , , , , , alessandrodi matteoita, 
Rempel,  Ellis, 1057, 17.73, , 13, CAN, canada, , , , , , , , ellisrempelcan, 
Lopez,  Aleix, 1058, 17.6, , , ESP, spain, , , , , , , , aleixlopezesp, 
Markl,  Tobias, 1059, 17.57, , , CZE, czech republic, , , , , , , , tobiasmarklcze, 
Hofer,  Anton, 1060, 17.49, , , AUT, austria, , , , , , , , antonhoferaut, 
Sebastian,  Jacob, 1061, 17.47, , , CAN, canada, , , , , , , , jacobsebastiancan, 
Coghlan,  Gregory, 1062, 17.46, , , USA, united states, , , , , , , , gregorycoghlanusa, 
De Feo,  Milco, 1063, 17.43, , , ITA, italy, , , , , , , , milcode feoita, 
