lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter 
Gerard,  Redmond, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, United States, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , 
Griesheimer,  Noah, 789, 36.39, , , USA, , , , , , , , , , , 
Willemse,  Wendel, 790, 36.29, , , NED, , , , , , , , , , , 
Lemark,  Niko, 791, 36.27, , , SLO, , , , , , , , , , , 
Bartolo,  Pau, 792, 36.05, , , ESP, , , , , , , , , , , 
Stepanov,  Peresvet, 793, 36.02, , , RUS, , , , , , , , , , , 
Vaagsdal,  Mathias, 794, 36.01, , , NOR, , , , , , , , , , , 
Neubauer,  Luis, 795, 36.0, , , GER, , , , , , , , , , , 
Ganserer,  Lenz, 796, 35.93, , , GER, , , , , , , , , , , 
Veselka,  Dominik, 797, 35.8, , , CZE, , , , , , , , , , , 
Denney,  Liam, 798, 35.74, , , CAN, , , , , , , , , , , 
Darkov,  Marko, 799, 35.51, , , MKD, , , , , , , , , , , 
Golay,  Eliot, 800, 35.49, , , SUI, , , , , , , , , , , 
Palissier Roy,  Enzo, 801, 35.43, , , FRA, France, , , , , , , , , , 
Iivonen,  Martti, 802, 35.37, , , FIN, Finland, , , , , , , , , , 
Gebhard,  Bastian, 803, 35.34, , , GER, Germany, , , , , , , , , , 
Bodvarsson,  Sigfinnur, 804, 35.3, , , ISL, Iceland, , , , , , , , , , 
Pesic,  Nemanja, 805, 35.21, , , SRB, Serbia, , , , , , , , , , 
Figueras,  Santiago, 806, 35.18, , , ARG, Argentina, , , , , , , , , , 
Gordillo-Faulkner,  Mateo, 807, 35.12, , , CAN, Canada, , , , , , , , , , 
Fleischer,  Lake, 808, 34.93, , , USA, United States, , , , , , , , , , 
Riley,  Sam, 809, 34.89, , , USA, United States, , , , , , , , , , 
Claudio,  Jonathan, 810, 34.79, , , USA, United States, , , , , , , , , , 
Collins,  Cody, 810, 34.79, , , USA, United States, , , , , , , , , , 
Tajiri,  Sena, 812, 34.72, , , JPN, Japan, , , , , , , , , , 
Hannah,  Kyran, 813, 34.59, , , NZL, New Zealand, , , , , , , , , , 
Gillis,  Daniel, 814, 34.49, , , CAN, Canada, , , , , , , , , , 
Boyd,  Marty, 815, 34.27, , , USA, United States, , , , , , , , , , 
Carpenter,  Sam, 816, 34.1, , , CAN, Canada, , , , , , , , , , 
Aubergy,  Pall Rist, 817, 33.94, , , ISL, Iceland, , , , , , , , , , 
Jensen,  August, 818, 33.89, , , DEN, DEN, , , , , , , , , , 
Wendl,  Markus, 819, 33.84, , , GER, Germany, , , , , , , , , , 
Okado,  Ryusei, 820, 33.79, , , JPN, Japan, , , , , , , , , , 
Okamoto,  Taisei, 821, 33.71, , , JPN, Japan, , , , , , , , , , 
Hallingstad,  Stian, 822, 33.64, , , NOR, Norway, , , , , , , , , , 
Hamric,  Jesse, 823, 33.41, , , USA, United States, , , , , , , , , , 
Liu,  Shengxin, 824, 33.4, , , CHN, China, , , , , , , , , , 
Perez,  Ignacio, 825, 33.33, , , AND, Andorra, , , , , , , , , , 
Rebernig,  Tom, 825, 33.33, , , AUT, Austria, , , , , , , , , , 
Kawata,  Yuga, 825, 33.33, , , JPN, Japan, , , , , , , , , , 
Andonov,  Bojan, 828, 33.31, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Stepanov,  Daniil, 829, 33.19, , , RUS, Russian Federation, , , , , , , , , , 
Peeters,  Elliot, 830, 33.14, , , BEL, Belgium, , , , , , , , , , 
Hordii,  Yurii, 831, 32.83, , , UKR, Ukraine, , , , , , , , , , 
Yamauchi,  Yuki, 832, 32.75, , , JPN, Japan, , , , , , , , , , 
Herfurth,  Michael, 833, 32.55, , , USA, United States, , , , , , , , , , 
Baardseth,  Even, 833, 32.55, , , NOR, Norway, , , , , , , , , , 
Salter,  Thomas, 835, 32.5, , , CAN, Canada, , , , , , , , , , 
Tulloch,  Connor, 836, 32.25, , , CAN, Canada, , , , , , , , , , 
Wedenig,  Markus, 837, 32.12, , , AUT, Austria, , , , , , , , , , 
Balicco,  Sacha, 838, 31.92, , , FRA, France, , , , , , , , , , 
Städler,  Jonas, 839, 31.88, , , SUI, Switzerland, , , , , , , , , , 
Mizukami,  Kota, 840, 31.88, , , JPN, Japan, , , , , , , , , , 
Herzenjak,  Anej, 841, 31.81, , , SLO, SLO, , , , , , , , , , 
Maglov,  Aleksey, 842, 31.63, , , RUS, Russian Federation, , , , , , , , , , 
Campbell,  Jamie, 843, 31.54, , , CAN, Canada, , , , , , , , , , 
Zisko,  Affan, 844, 31.47, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Doiron,  Jack, 845, 31.37, , , CAN, Canada, , , , , , , , , , 
Putys-Gallagher,  Luke, 846, 31.17, , , LTU, Lithuania, , , , , , , , , , 
Talpo,  Michele, 846, 31.17, , , ITA, Italy, , , , , , , , , , 
Clemente,  Jackie, 848, 31.09, , , USA, United States, , , , , , , , , , 
Fomchenko,  Mihail, 849, 31.08, , , RUS, Russian Federation, , , , , , , , , , 
Gaulin Sorensen,  Theodor, 850, 31.06, , , NOR, Norway, , , , , , , , , , 
Tani,  Yuma, 851, 31.03, , , JPN, Japan, , , , , , , , , , 
Moller,  Justo, 852, 31.01, , , ARG, Argentina, , , , , , , , , , 
Preissinger,  Maximilian, 853, 30.99, Absolut Park | Electric | Planet Sports | Ride Snowboards | Vans | , 22, GER, Germany, Regular, 187cm, Starnberg, , , , , , , 
Feng,  Changjun, 854, 30.94, , 25, CHN, China, Goofy, , Beijing, , , , , , , 
Arthur,  Ney, 855, 30.91, , , FRA, France, , , , , , , , , , 
Trask,  Sylas, 856, 30.89, , , USA, United States, , , , , , , , , , 
Flynn,  Bennett, 857, 30.81, , , USA, United States, , , , , , , , , , 
Nehring,  Fabian, 858, 30.74, , 14, GER, Germany, Regular, , Ludwigsfelde, , , , , , , 
Ito,  Hiroto, 859, 30.7, , , JPN, Japan, , , , , , , , , , 
Angelillo,  Dennis, 860, 30.65, , , SUI, Switzerland, , , , , , , , , , 
McCorrister,  Koen, 861, 30.49, , , CAN, Canada, , , , , , , , , , 
Takahashi,  Akira, 862, 30.4, , , JPN, Japan, , , , , , , , , , 
Kudo,  Sora, 863, 30.4, , , JPN, Japan, , , , , , , , , , 
Asmundsson,  Einar Agust, 864, 30.4, , , NOR, Norway, , , , , , , , , , 
Abe,  Kyoichiro, 865, 30.34, , , JPN, Japan, , , , , , , , , , 
Beuchel,  Ben, 866, 30.22, , , CAN, Canada, , , , , , , , , , 
Doherty,  Bryce, 867, 30.2, , , CAN, Canada, , , , , , , , , , 
Huet,  Hidde, 868, 30.18, , , NED, NED, , , , , , , , , , 
Yokota,  Koki, 869, 29.96, , , JPN, Japan, , , , , , , , , , 
Tourki,  Liam, 870, 29.79,  | , 21, FRA, France, Regular, 170, Doussard, Les 7 laux
7 laux, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , , , 
Klein,  Josh, 871, 29.78, , 14, CAN, Canada, , , , , , , , , , 
Augsten,  Christoph, 872, 29.66, , , AUT, Austria, , , , , , , , , , 
Lech-Hernes,  Leonard, 873, 29.61, , , NOR, Norway, , , , , , , , , , 
Kweon,  Leejun, 874, 29.27, , 23, KOR, Korea, Republic of, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , 
Suikov,  Maksim, 875, 29.26, , , RUS, Russian Federation, , , , , , , , , , 
Stefanec,  Blake, 876, 29.24, , , CAN, Canada, , , , , , , , , , 
Shmurikov,  Egor, 877, 29.05, , 17, RUS, Russian Federation, , , , , , , , , , 
Pyle,  Elijah, 878, 29.03, , , USA, United States, , , , , , , , , , 
Kaspar,  Daniel, 879, 28.72, , , CZE, Czech Republic, , , , , , , , , , 
Barr,  Scott, 880, 28.58, , , USA, United States, , , , , , , , , , 
Furuhashi,  Ran, 881, 28.32, , , JPN, Japan, , , , , , , , , , 
Deans,  Jonah, 882, 28.31, , , CAN, Canada, , , , , , , , , , 
Sigfusson,  Bjorn Andri, 883, 28.29, , , ISL, Iceland, , , , , , , , , , 
Leece,  Noah, 884, 28.28, , , CAN, Canada, , , , , , , , , , 
Henning,  Ryan, 885, 28.27, , , CAN, Canada, , , , , , , , , , 
Andenmatten,  Mika, 886, 28.15, , 19, SUI, Switzerland, , , , , , , , , , 
Abbott,  Brayden, 887, 28.05, , , CAN, Canada, , , , , , , , , , 
Stam,  Daan, 888, 28.04, , , GBR, United Kingdom, , , , , , , , , , 
Bousbouras,  Nicholas, 889, 27.83, , , USA, United States, , , , , , , , , , 
Levan,  Lucas, 890, 27.8, , , CAN, Canada, , , , , , , , , , 
Haude,  Jonathan, 891, 27.73, , , AUT, Austria, , , , , , , , , , 
Martinez,  Louis, 892, 27.68, , , FRA, France, , , , , , , , , , 
Thompson,  Owen, 893, 27.62, , , CAN, Canada, , , , , , , , , , 
Duty,  Johnny, 894, 27.51, , , USA, United States, , , , , , , , , , 
Gislason,  Elis, 895, 27.51, , , ISL, Iceland, , , , , , , , , , 
Laliberte,  Dylan, 896, 27.49, , , CAN, Canada, , , , , , , , , , 
Sytykh,  Valeriy, 897, 27.26, , 12, BLR, Belarus, Regular, , Minsk, , , , , , , 
Roy,  Liam, 898, 27.2, , , CAN, Canada, , , , , , , , , , 
Harju,  Aarni, 899, 27.19, , , FIN, Finland, , , , , , , , , , 
Thoresen,  Leo, 900, 27.19, , , GER, Germany, , , , , , , , , , 
Van Der Haven,  Florian, 901, 27.19, , , NED, NED, , , , , , , , , , 
Murakami,  Toma, 902, 26.97, , , JPN, Japan, , , , , , , , , , 
Pohl,  Danilo, 903, 26.94, , , GER, Germany, , , , , , , , , , 
Pecanin,  Nedim, 904, 26.89, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Skarvan,  Jaroslav, 905, 26.88, , , CZE, Czech Republic, , , , , , , , , , 
Tio,  Andre, 906, 26.83, , , CAN, Canada, , , , , , , , , , 
Orlik,  Filip, 907, 26.74, , , POL, Poland, , , , , , , , , , 
Orr,  Sumner, 908, 26.71, , , USA, United States, , , , , , , , , , 
Powell,  Zeb, 909, 26.7, , , USA, United States, , , , , , , , , , 
Hirao,  Yoshikatsu, 910, 26.53, , , JPN, Japan, , , , , , , , , , 
Laurenchikj,  Vedran, 911, 26.44, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Paunonen,  Arttu, 912, 26.43, , , FIN, Finland, , , , , , , , , , 
Williams,  Travis, 913, 26.4, , , CAN, Canada, , , , , , , , , , 
Gasperi,  Noah, 914, 26.38, Voelkl | 686 | , 19, AUT, Austria, Goofy, 165cm, , Nassfeld / Hermagor, , , , , , 
Barcons Antunes,  Max, 915, 26.11, , , AND, Andorra, , , , , , , , , , 
Fuse,  Masato, 916, 26.04, , , JPN, Japan, , , , , , , , , , 
Foss,  Mons, 917, 25.99, , , NOR, Norway, , , , , , , , , , 
Tyni,  Jukka, 918, 25.92, , 30, FIN, Finland, , , , , , , , , , 
Broadbent,  Noel, 919, 25.86, , , SUI, Switzerland, , , , , , , , , , 
Dalrymple,  Isaac, 920, 25.71, , , USA, United States, , , , , , , , , , 
Tonteri,  Roope, 921, 25.65, Anon Optics | Burton Snowboards | Red Bull | , 28, FIN, Finland, Goofy, 165. cm, Valkeala, Mielakka Kouvola, , , , , , 
Kato,  Kippei, 922, 25.54, , , JPN, Japan, , , , , , , , , , 
Bertolini,  Giovanni, 923, 25.52, , , ITA, Italy, , , , , , , , , , 
Benvenuti,  Andrea, 924, 25.51, , , ITA, Italy, , , , , , , , , , 
Lobben,  Beck, 925, 25.49, , , USA, United States, , , , , , , , , , 
Ebner,  Niklas, 926, 25.42, , , GER, Germany, , , , , , , , , , 
Soto,  Aitor, 927, 25.38, , , ESP, Spain, , , , , , , , , , 
Eckhardt,  Gregory, 928, 25.37, , , SUI, Switzerland, , , , , , , , , , 
Aarts,  Joshua, 929, 25.36, , , NED, NED, , , , , , , , , , 
Kotani,  Kaito, 930, 25.34, , , JPN, Japan, , , , , , , , , , 
Bobryshev,  Vadim, 931, 25.23, , 27, RUS, Russian Federation, , , Petropavlovsk-Kamchatsky, , , , , , , 
Desjardins,  Myles, 932, 25.1, , , CAN, Canada, , , , , , , , , , 
Rosenfors,  Ruben, 933, 25.09, , , SWE, Sweden, , , , , , , , , , 
Kofuji,  Kengo, 934, 25.09, , , JPN, Japan, , , , , , , , , , 
Eichhorn,  Leo, 935, 25.07, , , GER, Germany, , , , , , , , , , 
Rejda,  Adam, 936, 24.98, , , CZE, Czech Republic, , , , , , , , , , 
Holzinger,  Christoph, 937, 24.95, , , AUT, Austria, , , , , , , , , , 
Schweiger,  Bernd, 938, 24.9, , , AUT, Austria, , , , , , , , , , 
Bassett,  Brevin, 939, 24.88, , , USA, United States, , , , , , , , , , 
Austin,  Benton, 940, 24.82, , , USA, United States, , , , , , , , , , 
Margreiter,  Linus, 941, 24.7, , , AUT, Austria, , , , , , , , , , 
Silander,  Niilo, 942, 24.65, , , FIN, Finland, , , , , , , , , , 
Wuhrmann,  Toulouse, 943, 24.65, , , SUI, Switzerland, , , , , , , , , , 
Kuch,  Tanner, 944, 24.42, , , USA, United States, , , , , , , , , , 
Illi,  Konstantin, 945, 24.4, , , GER, Germany, , , , , , , , , , 
Jonsson,  Bjartur Snaer, 946, 24.37, , , ISL, Iceland, , , , , , , , , , 
Chayametisurat,  Lubpawath, 947, 24.36, , , THA, , , , , , , , , , , 
Okumura,  Yoshito, 948, 24.32, , , JPN, Japan, , , , , , , , , , 
Langill,  Brodie, 948, 24.32, , , CAN, Canada, , , , , , , , , , 
Seifried,  Jure, 950, 24.31, , , SLO, SLO, , , , , , , , , , 
Villegas,  Nicolas, 951, 24.21, , , CHI, CHI, , , , , , , , , , 
Anderssen Gaulen,  Nichlas, 952, 24.15, , , NOR, Norway, , , , , , , , , , 
Fujiwara,  Keigo, 953, 24.11, , , JPN, Japan, , , , , , , , , , 
Dekkers,  Laurens, 954, 24.04, , , NED, NED, , , , , , , , , , 
Haraldsson,  Hlynur Atli, 955, 23.97, , , ISL, Iceland, , , , , , , , , , 
Cassera,  Kevin Ivan, 956, 23.94, , , ITA, Italy, , , , , , , , , , 
Romani,  Lucio, 957, 23.87, , , ARG, Argentina, , , , , , , , , , 
Vatne,  Torstein Mo , 958, 23.83, , , NOR, Norway, , , , , , , , , , 
Caplette,  Casey, 959, 23.81, , , CAN, Canada, , , , , , , , , , 
Hiramoto,  Yota, 960, 23.76, , , JPN, Japan, , , , , , , , , , 
Baumann,  Moreno, 960, 23.76, , , SUI, Switzerland, , , , , , , , , , 
Astillero,  Antonio, 962, 23.64, , , USA, United States, , , , , , , , , , 
Merino,  Evan, 963, 23.58, , , CAN, Canada, , , , , , , , , , 
Frantisek,  Elias, 964, 23.56, , , CZE, Czech Republic, , , , , , , , , , 
Quartiero,  Riccardo, 965, 23.45, , , ITA, Italy, , , , , , , , , , 
Martin,  Ignacio Nicolas, 966, 23.16, , , ARG, Argentina, , , , , , , , , , 
Bugos,  Richard, 967, 23.13, , , USA, United States, , , , , , , , , , 
Stygar,  Jack, 968, 23.11, , , USA, United States, , , , , , , , , , 
Guisolan,  Aristide, 969, 23.1, , , SUI, Switzerland, , , , , , , , , , 
Sutton,  Jack, 970, 23.0, , , CAN, Canada, , , , , , , , , , 
Deslaurier,  Tyson, 971, 22.99, , , CAN, Canada, , , , , , , , , , 
Karrer,  Simon, 972, 22.94, , , AUT, Austria, , , , , , , , , , 
Uzpolevicius,  Domas, 973, 22.88, , , LTU, Lithuania, , , , , , , , , , 
Reznicek,  Jan, 973, 22.88, , , CZE, Czech Republic, , , , , , , , , , 
Pitulea,  Tudor, 973, 22.88, , , ROU, Romania, , , , , , , , , , 
Milpak,  Silver, 976, 22.8, , , EST, Estonia, , , , , , , , , , 
Mair,  Enzo, 977, 22.79, , , ARG, Argentina, , , , , , , , , , 
Yin,  Kai, 978, 22.76, , , FIN, Finland, , , , , , , , , , 
Leiva,  Eric, 979, 22.75, , , CHI, CHI, , , , , , , , , , 
Liwen,  Wang, 980, 22.74, , , CHN, China, , , , , , , , , , 
Grinschgl,  Mario, 981, 22.73, , , AUT, Austria, , , , , , , , , , 
Grigaitis,  Rokas, 982, 22.64, , , LTU, Lithuania, , , , , , , , , , 
Sun,  Song, 983, 22.6, , , CHN, China, , , , , , , , , , 
Aalto,  Roomeo, 984, 22.39, , , FIN, Finland, , , , , , , , , , 
Striukov,  Timofei, 985, 22.37, , , RUS, Russian Federation, , , , , , , , , , 
Fay,  Douglas, 986, 22.04, , , USA, United States, , , , , , , , , , 
Konuma,  Kira, 987, 21.94, , , JPN, Japan, , , , , , , , , , 
Nemoto,  Yoshiki, 988, 21.84, , , JPN, Japan, , , , , , , , , , 
Matsumoto,  Sota, 989, 21.83, , , JPN, Japan, , , , , , , , , , 
Burri,  Rafael, 990, 21.83, , , SUI, Switzerland, , , , , , , , , , 
Ganserer,  Matteo, 991, 21.74, , , GER, Germany, , , , , , , , , , 
Groot,  Jesse-Fin, 992, 21.7, , , CAN, Canada, , , , , , , , , , 
Matsuoka,  Hideki, 993, 21.65, , , JPN, Japan, , , , , , , , , , 
Uporov,  Ermolai, 994, 21.64, , , RUS, Russian Federation, , , , , , , , , , 
Phocas,  John, 995, 21.61, , 20, USA, United States, , , Virginia Beach, , , , , , , 
Clara,  Jan, 996, 21.59, , , ESP, Spain, , , , , , , , , , 
Murakami,  Kota, 997, 21.55, , , JPN, Japan, , , , , , , , , , 
Provencher,  Cooper, 998, 21.54, , , USA, United States, , , , , , , , , , 
Arvanitidis,  Theofilos, 999, 21.5, , , GRE, GRE, , , , , , , , , , 
Rose,  Michael, 1000, 21.42, , , USA, United States, , , , , , , , , , 
Moyal,  Liyor, 1001, 21.39, , , NED, NED, , , , , , , , , , 
Bravo,  Mateo, 1002, 21.37, , , CAN, Canada, , , , , , , , , , 
Voutilainen,  Aaro, 1003, 21.35, , , FIN, Finland, , , , , , , , , , 
Mathieu,  Auxence, 1004, 21.31, , , FRA, France, , , , , , , , , , 
Rankin,  Benjamin, 1005, 21.2, , , USA, United States, , , , , , , , , , 
Yasuda,  Kosuke, 1006, 21.11, , , JPN, Japan, , , , , , , , , , 
Sakuma,  Hiroki, 1007, 21.07, , , JPN, Japan, , , , , , , , , , 
Martin,  Ollie, 1008, 21.01, , , USA, United States, , , , , , , , , , 
Kurenkov,  Nikita, 1009, 20.98, , , BLR, Belarus, , , , , , , , , , 
Fava,  Chris, 1010, 20.93, , , CAN, Canada, , , , , , , , , , 
Strachan,  Alex, 1011, 20.87, , , USA, United States, , , , , , , , , , 
Okuyama,  Kentaro, 1012, 20.81, , , JPN, Japan, , , , , , , , , , 
Capodiferro,  Alessio, 1013, 20.72, , , SUI, Switzerland, , , , , , , , , , 
Kitano,  Koki, 1014, 20.55, , , JPN, Japan, , , , , , , , , , 
Steen Ahlstrom,  Oliver, 1015, 20.39, , , NOR, Norway, , , , , , , , , , 
Rutonen,  Ransu, 1016, 20.37, , , FIN, Finland, , , , , , , , , , 
Maifredi,  Davide, 1017, 20.35, , , ITA, Italy, , , , , , , , , , 
Hudson,  Rafe, 1018, 20.15, , , CAN, Canada, , , , , , , , , , 
Kalenda,  Andrej, 1019, 20.12, , , CZE, Czech Republic, , , , , , , , , , 
Lipponen,  Sampo, 1019, 20.12, , , FIN, Finland, , , , , , , , , , 
Christov,  Oliver, 1021, 20.09, , , GER, Germany, , , , , , , , , , 
Tagliaferro,  Limay, 1022, 20.01, , , AND, Andorra, , , , , , , , , , 
Obara,  Akihiro, 1023, 19.96, , , JPN, Japan, , , , , , , , , , 
Stroem,  Hampus, 1024, 19.95, , , SWE, Sweden, , , , , , , , , , 
Forin,  Guillaume, 1025, 19.91, , , FRA, France, , , , , , , , , , 
Chataigner,  Gregory, 1025, 19.91, , , FRA, France, , , , , , , , , , 
MacDuff,  Ryan, 1027, 19.82, , , CAN, Canada, , , , , , , , , , 
Yilmaz,  Ekin, 1028, 19.79, , , CAN, Canada, , , , , , , , , , 
Benjaminsson,  Lukas Pall, 1029, 19.74, , , ISL, Iceland, , , , , , , , , , 
Iagnich,  Sergei, 1030, 19.67, , , RUS, Russian Federation, , , , , , , , , , 
Wolfsteller,  Matias Otto, 1031, 19.67, , , ARG, Argentina, , , , , , , , , , 
Dhawornvej,  Caleb, 1032, 19.61, , , USA, United States, , , , , , , , , , 
Leutola Diaz,  Lucas, 1033, 19.46, , , FIN, Finland, , , , , , , , , , 
Wowchuk,  Keaton, 1034, 19.44, , , CAN, Canada, , , , , , , , , , 
Atlason,  Isak Atli, 1035, 19.42, , , ISL, Iceland, , , , , , , , , , 
Ashmore,  Chase, 1035, 19.42, , , CAN, Canada, , , , , , , , , , 
Alexandersson,  Orn Snaevar, 1037, 19.27, , , ISL, Iceland, , , , , , , , , , 
Lucky,  Filip, 1038, 19.13, , , CZE, Czech Republic, , , , , , , , , , 
Wiesen,  Pim, 1039, 19.09, , , NED, NED, , , , , , , , , , 
Ortega,  Julian, 1040, 19.07, , , CHI, CHI, , , , , , , , , , 
Elliston,  Jack, 1041, 18.97, , , USA, United States, , , , , , , , , , 
Plch,  Martin, 1042, 18.93, , , CZE, Czech Republic, , , , , , , , , , 
Gerat,  Tomas, 1043, 18.86, , , SVK, Slovakia, , , , , , , , , , 
Coles,  Jimmy, 1044, 18.77, , , USA, United States, , , , , , , , , , 
Mizukoshi,  Hideyuki, 1045, 18.72, , , JPN, Japan, , , , , , , , , , 
Schweizer,  Leo, 1046, 18.7, , , GER, Germany, , , , , , , , , , 
Coletti,  Anzo, 1047, 18.61, , , FRA, France, , , , , , , , , , 
Shimizu,  Kippei, 1048, 18.59, , , JPN, Japan, , , , , , , , , , 
Silander,  Toivo, 1049, 18.56, , , FIN, Finland, , , , , , , , , , 
Ocariz,  Francisco, 1050, 18.38, , , ARG, Argentina, , , , , , , , , , 
Joch,  Max, 1051, 18.34, , , GER, Germany, , , , , , , , , , 
Côté,  Benjamin, 1052, 18.32, , , CAN, Canada, , , , , , , , , , 
Lehwald,  Lasse, 1053, 18.22, , 23, DEN, DEN, Regular, 181 cm, , Mt.Diner, instagram.com/lasselehwald, , , , , 
Foster,  Lucas, 1054, 18.13, Bonfire | Celtek | Dakine | Salomon | Skullcandy | Smith | , 21, USA, United States, Goofy, , Telluride, , , , , , , 
Whitaker,  Will, 1055, 17.94, , , CAN, Canada, , , , , , , , , , 
Di Matteo,  Alessandro, 1056, 17.76, , , ITA, Italy, , , , , , , , , , 
Rempel,  Ellis, 1057, 17.73, , , CAN, Canada, , , , , , , , , , 
Lopez,  Aleix, 1058, 17.6, , , ESP, Spain, , , , , , , , , , 
Markl,  Tobias, 1059, 17.57, , , CZE, Czech Republic, , , , , , , , , , 
Hofer,  Anton, 1060, 17.49, , , AUT, Austria, , , , , , , , , , 
Sebastian,  Jacob, 1061, 17.47, , , CAN, Canada, , , , , , , , , , 
Coghlan,  Gregory, 1062, 17.46, , , USA, United States, , , , , , , , , , 
De Feo,  Milco, 1063, 17.43, , , ITA, Italy, , , , , , , , , , 
Weiglin,  Tristan, 1064, 17.41, , , CAN, Canada, , , , , , , , , , 
Cedillo,  Marc, 1065, 17.35, , , ESP, Spain, , , , , , , , , , 
Hughes,  Leeto, 1066, 17.3, , , NZL, New Zealand, , , , , , , , , , 
Pike,  Daniel, 1067, 17.24, , , CAN, Canada, , , , , , , , , , 
Hanslik,  Jonas, 1068, 17.16, , , GER, Germany, , , , , , , , , , 
Cooper,  Cash, 1069, 17.03, , , CAN, Canada, , , , , , , , , , 
Haapalainen,  Juho-Matti, 1070, 17.03, , 32, FIN, Finland, , , , , , , , , , 
Kramer,  Nils, 1071, 16.98, , , SUI, Switzerland, , , , , , , , , , 
Malsub,  Marko, 1072, 16.93, , , EST, Estonia, , , , , , , , , , 
Jurva,  Veeti, 1073, 16.91, , , FIN, Finland, , , , , , , , , , 
Morris,  Blake, 1074, 16.82, , , CAN, Canada, , , , , , , , , , 
Brunner,  Pawel, 1075, 16.77, , , SUI, Switzerland, , , , , , , , , , 
Oberlander,  Drew, 1075, 16.77, , , USA, United States, , , , , , , , , , 
Pasutto,  Dominick, 1077, 16.74, , , CAN, Canada, , , , , , , , , , 
Cardinaels,  Rhune, 1078, 16.73, , , BEL, Belgium, , , , , , , , , , 
Sunaga,  Haruto, 1079, 16.73, , , JPN, Japan, , , , , , , , , , 
Yevhen,  Kondratskyi, 1080, 16.69, , , UKR, Ukraine, , , , , , , , , , 
Gratton,  Ashton, 1081, 16.59, , , CAN, Canada, , , , , , , , , , 
Yamane,  Taisuke, 1082, 16.57, , , JPN, Japan, , , , , , , , , , 
Lackey,  Curtis, 1083, 16.53, , , USA, United States, , , , , , , , , , 
Trepp,  Niccolo, 1084, 16.47, , , SUI, Switzerland, , , , , , , , , , 
Forner Maye,  Edgar, 1085, 16.43, , , ESP, Spain, , , , , , , , , , 
Irlandini,  Gabriel, 1086, 16.43, , , BRA, Brazil, , , , , , , , , , 
Bond,  George, 1087, 16.36, , , USA, United States, , , , , , , , , , 
Urbanski,  Patryk, 1088, 16.35, , , POL, Poland, , , , , , , , , , 
Arai,  Haruto, 1089, 16.33, , , JPN, Japan, , , , , , , , , , 
Campbell,  Fraser, 1090, 16.27, , , USA, United States, , , , , , , , , , 
Kawamura,  Masanobu, 1091, 16.23, , , JPN, Japan, , , , , , , , , , 
Bayo,  Oriol, 1092, 16.21, , , ESP, Spain, , , , , , , , , , 
Humeny,  Kasen, 1093, 16.21, , , CAN, Canada, , , , , , , , , , 
Garcia Sune,  Manel, 1094, 16.17, , , AND, Andorra, , , , , , , , , , 
Maeda,  Keizo, 1095, 16.13, , , JPN, Japan, , , , , , , , , , 
Wirtitsch,  Walter, 1096, 16.11, , , AUT, Austria, , , , , , , , , , 
Vötsch,  Robert, 1097, 16.07, , , AUT, Austria, , , , , , , , , , 
Nieto,  Leo, 1098, 16.05, , , FRA, France, , , , , , , , , , 
Hamlin,  Jamie, 1099, 15.96, , , USA, United States, , , , , , , , , , 
Murphy,  Sebastian, 1100, 15.83, , , CAN, Canada, , , , , , , , , , 
Millinger,  Damian, 1101, 15.64, , , GER, Germany, , , , , , , , , , 
Susicky,  Ondrej, 1102, 15.58, , , CZE, Czech Republic, , , , , , , , , , 
Zilio,  Matteo, 1102, 15.58, , , ITA, Italy, , , , , , , , , , 
De Vries,  Joel, 1104, 15.5, , , NED, NED, , , , , , , , , , 
Postal,  Silas, 1105, 15.48, , , CAN, Canada, , , , , , , , , , 
Sigurdsson,  Oddur Vilberg, 1106, 15.47, , , ISL, Iceland, , , , , , , , , , 
Legac,  Vid, 1107, 15.41, , , CRO, CRO, , , , , , , , , , 
Posio,  Pyry, 1108, 15.4, , , FIN, Finland, , , , , , , , , , 
Wakushima,  Anru, 1109, 15.38, , , NZL, New Zealand, , , , , , , , , , 
Fankhauser,  Patrick, 1110, 15.33, , , AUT, Austria, , , , , , , , , , 
Zürcher,  Mischa, 1111, 15.24, , , SUI, Switzerland, , , , , , , , , , 
Rejina,  Kirua, 1112, 15.21, , , JPN, Japan, , , , , , , , , , 
Kahl,  Grady, 1113, 15.17, , , CAN, Canada, , , , , , , , , , 
Briol,  Corentin, 1113, 15.17, , , FRA, France, , , , , , , , , , 
Yoshida,  Tatsuki, 1115, 15.14, , , JPN, Japan, , , , , , , , , , 
Gelvezon,  Callum, 1116, 15.08, , , USA, United States, , , , , , , , , , 
Zehetmaier,  Felix, 1117, 15.07, , , GER, Germany, , , , , , , , , , 
