Key,lastName,firstName_nospace, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter ,,,,
HollandHayden,Holland,Hayden,  Hayden,693,47.54, , , CAN, Canada, , , , , , , , , , ,
BubicLeon,Bubic,Leon,  Leon,694,47.49, , , CRO, CRO, , , , , , , , , , ,
ValkenborghNiels,Valkenborgh,Niels,  Niels,695,47.34, , , BEL, Belgium, , , , , , , , , , ,
FuxMarc,Fux,Marc,  Marc,696,46.98, , , GER, Germany, , , , , , , , , , ,
EythorssonAsgeir Bjarni,Eythorsson,Asgeir Bjarni,  Asgeir Bjarni,697,46.75, , , ISL, Iceland, , , , , , , , , , ,
SutterGian Andrea,Sutter,Gian Andrea,  Gian Andrea,698,46.74,  | ,21, SUI, Switzerland, Goofy,1.8, Pfäffikon, Scuol Switzerland, , , , , , ,
KoenigLennox,Koenig,Lennox,  Lennox,699,46.55, , , AUT, Austria, , , , , , , , , , ,
WynnykSolomon,Wynnyk,Solomon,  Solomon,700,46.44, , , CAN, Canada, , , , , , , , , , ,
StrolzTimo,Strolz,Timo,  Timo,701,46.44, , , SUI, Switzerland, , , , , , , , , , ,
ErnstKoy,Ernst,Koy,  Koy,702,46.35, , , CAN, Canada, , , , , , , , , , ,
BunceLewis,Bunce,Lewis,  Lewis,703,46.27, , , CAN, Canada, , , , , , , , , , ,
ViscarroAugusto,Viscarro,Augusto,  Augusto,704,46.19, , , ARG, Argentina, , , , , , , , , , ,
HaemaelaeinenElias,Haemaelaeinen,Elias,  Elias,705,46.06, , , FIN, Finland, , , , , , , , , , ,
ZoegaSvavar,Zoega,Svavar,  Svavar,706,45.91, , , ISL, Iceland, , , , , , , , , , ,
PetrovVladislav,Petrov,Vladislav,  Vladislav,707,45.89, , , RUS, Russian Federation, , , , , , , , , , ,
ShimizuToma,Shimizu,Toma,  Toma,708,45.79, , , JPN, Japan, , , , , , , , , , ,
DoumosIoannis,Doumos,Ioannis,  Ioannis,709,45.71, , , GRE, GRE, , , , , , , , , , ,
AsagaShimpei,Asaga,Shimpei,  Shimpei,710,45.64, Von Zipper | ,30, JPN, Japan, Regular, 176cm, , TOKYO, sbn.japaho.com/sbn/blog/shimpei/, , www.twitter.com/shimpei_asaga, , , ,
CookshawSimon,Cookshaw,Simon,  Simon,711,45.44, , , CAN, Canada, , , , , , , , , , ,
LehnerElias,Lehner,Elias,  Elias,712,45.13, , , SUI, Switzerland, , , , , , , , , , ,
FarnsworthPhilip,Farnsworth,Philip,  Philip,713,45.12, , , USA, United States, , , , , , , , , , ,
LeeByung-Yun,Lee,Byung-Yun,  Byung-Yun,714,44.98, , , KOR, Korea, Republic of, , , , , , , , , , 
MattLanden,Matt,Landen,  Landen,715,44.6, , , USA, United States, , , , , , , , , , ,
ArutyunovGarik,Arutyunov,Garik,  Garik,716,44.55, , , BEL, Belgium, , , , , , , , , , ,
TeixeiraJoao,Teixeira,Joao,  Joao,717,44.54, , , BRA, Brazil, , , , , , , , , , ,
MuellerFlorian,Mueller,Florian,  Florian,718,44.54, , , GER, Germany, , , , , , , , , , ,
TakahashiKotaro,Takahashi,Kotaro,  Kotaro,719,44.49, , , JPN, Japan, , , , , , , , , , ,
LandrethLuke,Landreth,Luke,  Luke,720,44.42, , , CAN, Canada, , , , , , , , , , ,
ShellyAnthony,Shelly,Anthony,  Anthony,721,44.3, , , CAN, Canada, , , , , , , , , , ,
WysockBrogan,Wysock,Brogan,  Brogan,722,44.14, , , USA, United States, , , , , , , , , , ,
LundeBenjamin,Lunde,Benjamin,  Benjamin,723,44.07, , , NOR, Norway, , , , , , , , , , ,
BAILLY SALINMaxime,BAILLY SALIN,Maxime,  Maxime,724,43.84, , , FRA, France, , , , , , , , , , ,
AgnewJoshua,Agnew,Joshua,  Joshua,725,43.61, , , AUS, Australia, , , , , , , , , , ,
BaribaultTucker,Baribault,Tucker,  Tucker,726,43.18, , , USA, United States, , , , , , , , , , ,
AholaNiko,Ahola,Niko,  Niko,727,43.16, , , FIN, Finland, , , , , , , , , , ,
HofbergerTim,Hofberger,Tim,  Tim,728,43.13, , , GER, Germany, , , , , , , , , , ,
McDanielMalem,McDaniel,Malem,  Malem,729,43.03, , , USA, United States, , , , , , , , , , ,
SarslandLogan,Sarsland,Logan,  Logan,730,43.01, , , USA, United States, , , , , , , , , , ,
MaligojLenart,Maligoj,Lenart,  Lenart,731,42.61, , , SLO, SLO, , , , , , , , , , ,
SpenceMacKay,Spence,MacKay,  MacKay,732,42.6, , , CAN, Canada, , , , , , , , , , ,
RudgleyJordan,Rudgley,Jordan,  Jordan,733,42.19, , , NZL, New Zealand, , , , , , , , , , ,
Apelland SvendsenPeder,Apelland Svendsen,Peder,  Peder,734,41.92, , , NOR, Norway, , , , , , , , , , ,
FerrellLyon,Ferrell,Lyon,  Lyon,735,41.92, , , NOR, Norway, , , , , , , , , , ,
AyyobiZacharyah,Ayyobi,Zacharyah,  Zacharyah,736,41.91, , , CAN, Canada, , , , , , , , , , ,
MiltimoreJacob,Miltimore,Jacob,  Jacob,737,41.85, ,17, CAN, Canada, , , , , , , , , , ,
KurstatscherTim,Kurstatscher,Tim,  Tim,738,41.7, , , GER, Germany, , , , , , , , , , ,
OlafssonStefan Jon,Olafsson,Stefan Jon,  Stefan Jon,739,41.48, , , ISL, Iceland, , , , , , , , , , ,
KnellwolfAndrin,Knellwolf,Andrin,  Andrin,740,41.4, , , SUI, Switzerland, , , , , , , , , , ,
BondiNicolo,Bondi,Nicolo,  Nicolo,741,41.34, , , ITA, Italy, , , , , , , , , , ,
ConnollyJohn,Connolly,John,  John,742,41.34, , , USA, United States, , , , , , , , , , ,
ParichBenjamin,Parich,Benjamin,  Benjamin,743,41.17, , , AUT, Austria, , , , , , , , , , ,
FuchsDavin,Fuchs,Davin,  Davin,744,41.13, , , AUT, Austria, , , , , , , , , , ,
VisserMartin,Visser,Martin,  Martin,745,40.9, , , CAN, Canada, , , , , , , , , , ,
StockDavid,Stock,David,  David,746,40.88, , , AUT, Austria, , , , , , , , , , ,
WangLiwen,Wang,Liwen,  Liwen,747,40.67, , , CHN, China, , , , , , , , , , ,
WheelerBen,Wheeler,Ben,  Ben,748,39.94, , , CAN, Canada, , , , , , , , , , ,
Harvey-SmithHayden,Harvey-Smith,Hayden,  Hayden,749,39.72, , , GBR, United Kingdom, , , , , , , , , , ,
KrauerJonas,Krauer,Jonas,  Jonas,750,39.7, , , CZE, Czech Republic, , , , , , , , , , ,
TsurusawaYuto,Tsurusawa,Yuto,  Yuto,751,39.65, , , JPN, Japan, , , , , , , , , , ,
QinLongen,Qin,Longen,  Longen,752,39.44, , , CHN, China, , , , , , , , , , ,
GruberPatrick,Gruber,Patrick,  Patrick,753,38.88, Smith | Voelkl | , , AUT, Austria, , , , , , , , , , ,
LuchkinDmytro,Luchkin,Dmytro,  Dmytro,754,38.84, , , UKR, Ukraine, , , , , , , , , , ,
SeljenesLiam,Seljenes,Liam,  Liam,755,38.71, , , NOR, Norway, , , , , , , , , , ,
ShawNoah,Shaw,Noah,  Noah,756,38.68, , , CAN, Canada, , , , , , , , , , ,
WoodMax,Wood,Max,  Max,757,38.66, , , CAN, Canada, , , , , , , , , , ,
CavalloGabriele,Cavallo,Gabriele,  Gabriele,758,38.65, , , ITA, Italy, , , , , , , , , , ,
OlivieriFederico,Olivieri,Federico,  Federico,759,38.4, , , ITA, Italy, , , , , , , , , , ,
KellyKaden,Kelly,Kaden,  Kaden,760,38.39, , , USA, United States, , , , , , , , , , ,
OlafssonBjarki Freyr,Olafsson,Bjarki Freyr,  Bjarki Freyr,760,38.39, , , ISL, Iceland, , , , , , , , , , ,
NojiriTomoyoshi,Nojiri,Tomoyoshi,  Tomoyoshi,762,38.35, , , JPN, Japan, , , , , , , , , , ,
Van TittelboomWard,Van Tittelboom,Ward,  Ward,763,38.23, , , BEL, Belgium, , , , , , , , , , ,
MarchesiLuis,Marchesi,Luis,  Luis,764,37.86, , , SUI, Switzerland, , , , , , , , , , ,
Clara VentosaJan,Clara Ventosa,Jan,  Jan,765,37.66, , , ESP, Spain, , , , , , , , , , ,
GacesJonas,Gaces,Jonas,  Jonas,766,37.62, , , CAN, Canada, , , , , , , , , , ,
StastnyOliver,Stastny,Oliver,  Oliver,767,37.49, , , CZE, Czech Republic, , , , , , , , , , ,
GrimmJasper,Grimm,Jasper,  Jasper,768,37.47, , , USA, United States, , , , , , , , , , ,
LindroosAxel,Lindroos,Axel,  Axel,769,37.39, , , FIN, Finland, , , , , , , , , , ,
GibsonCal,Gibson,Cal,  Cal,770,37.35, , , USA, United States, , , , , , , , , , ,
CrossmonOwen,Crossmon,Owen,  Owen,771,37.27, , , USA, United States, , , , , , , , , , ,
BormannPhilipp,Bormann,Philipp,  Philipp,772,37.24, , , GER, Germany, , , , , , , , , , ,
MattartOscar,Mattart,Oscar,  Oscar,773,37.23, , , BEL, Belgium, , , , , , , , , , ,
BrennanEryll,Brennan,Eryll,  Eryll,774,37.21, , , USA, United States, , , , , , , , , , ,
Ellingsen KjaerbyFredrik,Ellingsen Kjaerby,Fredrik,  Fredrik,775,37.13, , , NOR, Norway, , , , , , , , , , ,
DicksConnor,Dicks,Connor,  Connor,776,37.11, , , USA, United States, , , , , , , , , , ,
TsitsosChristos,Tsitsos,Christos,  Christos,777,37.04, , , GRE, GRE, , , , , , , , , , ,
EwertLucas,Ewert,Lucas,  Lucas,778,37.04, , , CAN, Canada, , , , , , , , , , ,
SoudunsaariNiklas,Soudunsaari,Niklas,  Niklas,779,36.87, , , FIN, Finland, , , , , , , , , , ,
KimuraYuto,Kimura,Yuto,  Yuto,780,36.72, , , JPN, Japan, , , , , , , , , , ,
KerschhacklMarco,Kerschhackl,Marco,  Marco,781,36.61, ,20, ITA, Italy, , , Bardolino, , , , , , , ,
TerashimaKatsuyuki,Terashima,Katsuyuki,  Katsuyuki,782,36.58, , , JPN, Japan, , , , , , , , , , ,
GeorgalliOscar,Georgalli,Oscar,  Oscar,783,36.45, , , NZL, New Zealand, , , , , , , , , , ,
SakamotoRento,Sakamoto,Rento,  Rento,784,36.44, , , JPN, Japan, , , , , , , , , , ,
MarkovNikolay,Markov,Nikolay,  Nikolay,784,36.44, , , RUS, Russian Federation, , , , , , , , , , ,
GriesheimerNoah,Griesheimer,Noah,  Noah,786,36.39, , , USA, United States, , , , , , , , , , ,
WillemseWendel,Willemse,Wendel,  Wendel,787,36.29, , , NED, NED, , , , , , , , , , ,
LemarkNiko,Lemark,Niko,  Niko,788,36.27, , , AUT, Austria, , , , , , , , , , ,
BartoloPau,Bartolo,Pau,  Pau,789,36.05, , , ESP, Spain, , , , , , , , , , ,
StepanovPeresvet,Stepanov,Peresvet,  Peresvet,790,36.02, , , RUS, Russian Federation, , , , , , , , , , ,
VaagsdalMathias,Vaagsdal,Mathias,  Mathias,791,36.01, , , NOR, Norway, , , , , , , , , , ,
NeubauerLuis,Neubauer,Luis,  Luis,792,36, , , GER, Germany, , , , , , , , , , ,
GansererLenz,Ganserer,Lenz,  Lenz,793,35.93, , , GER, Germany, , , , , , , , , , ,
VeselkaDominik,Veselka,Dominik,  Dominik,794,35.8, , , CZE, Czech Republic, , , , , , , , , , ,
DenneyLiam,Denney,Liam,  Liam,795,35.74, , , CAN, Canada, , , , , , , , , , ,
DarkovMarko,Darkov,Marko,  Marko,796,35.51, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
GolayEliot,Golay,Eliot,  Eliot,797,35.49, , , SUI, Switzerland, , , , , , , , , , ,
PalissierEnzo,Palissier,Enzo,  Enzo,798,35.43, , , FRA, France, , , , , , , , , , ,
IivonenMartti,Iivonen,Martti,  Martti,799,35.37, , , FIN, Finland, , , , , , , , , , ,
GebhardBastian,Gebhard,Bastian,  Bastian,800,35.34, , , GER, Germany, , , , , , , , , , ,
BodvarssonSigfinnur,Bodvarsson,Sigfinnur,  Sigfinnur,801,35.3, , , ISL, Iceland, , , , , , , , , , ,
PesicNemanja,Pesic,Nemanja,  Nemanja,802,35.21, , , SRB, Serbia, , , , , , , , , , ,
FiguerasSantiago,Figueras,Santiago,  Santiago,803,35.18, , , ARG, Argentina, , , , , , , , , , ,
Gordillo-FaulknerMateo,Gordillo-Faulkner,Mateo,  Mateo,804,35.12, , , CAN, Canada, , , , , , , , , , ,
FleischerLake,Fleischer,Lake,  Lake,805,34.93, , , USA, United States, , , , , , , , , , ,
RileySam,Riley,Sam,  Sam,806,34.89, , , USA, United States, , , , , , , , , , ,
ClaudioJonathan,Claudio,Jonathan,  Jonathan,807,34.79, , , USA, United States, , , , , , , , , , ,
CollinsCody,Collins,Cody,  Cody,807,34.79, , , USA, United States, , , , , , , , , , ,
TajiriSena,Tajiri,Sena,  Sena,809,34.72, , , JPN, Japan, , , , , , , , , , ,
HannahKyran,Hannah,Kyran,  Kyran,810,34.59, , , NZL, New Zealand, , , , , , , , , , ,
GillisDaniel,Gillis,Daniel,  Daniel,811,34.49, , , CAN, Canada, , , , , , , , , , ,
BoydMarty,Boyd,Marty,  Marty,812,34.27, , , USA, United States, , , , , , , , , , ,
CarpenterSam,Carpenter,Sam,  Sam,813,34.1, , , CAN, Canada, , , , , , , , , , ,
AubergyPall Rist,Aubergy,Pall Rist,  Pall Rist,814,33.94, , , ISL, Iceland, , , , , , , , , , ,
JensenAugust,Jensen,August,  August,815,33.89, , , DEN, DEN, , , , , , , , , , ,
WendlMarkus,Wendl,Markus,  Markus,816,33.84, , , GER, Germany, , , , , , , , , , ,
OkadoRyusei,Okado,Ryusei,  Ryusei,817,33.79, , , JPN, Japan, , , , , , , , , , ,
OkamotoTaisei,Okamoto,Taisei,  Taisei,818,33.71, , , JPN, Japan, , , , , , , , , , ,
HallingstadStian,Hallingstad,Stian,  Stian,819,33.64, , , NOR, Norway, , , , , , , , , , ,
HamricJesse,Hamric,Jesse,  Jesse,820,33.41, , , USA, United States, , , , , , , , , , ,
LiuShengxin,Liu,Shengxin,  Shengxin,821,33.4, , , CHN, China, , , , , , , , , , ,
PerezIgnacio,Perez,Ignacio,  Ignacio,822,33.33, , , AND, Andorra, , , , , , , , , , ,
RebernigTom,Rebernig,Tom,  Tom,822,33.33, , , AUT, Austria, , , , , , , , , , ,
KawataYuga,Kawata,Yuga,  Yuga,822,33.33, , , JPN, Japan, , , , , , , , , , ,
AndonovBojan,Andonov,Bojan,  Bojan,825,33.31, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
StepanovDaniil,Stepanov,Daniil,  Daniil,826,33.19, , , RUS, Russian Federation, , , , , , , , , , ,
PeetersElliot,Peeters,Elliot,  Elliot,827,33.14, , , BEL, Belgium, , , , , , , , , , ,
HordiiYurii,Hordii,Yurii,  Yurii,828,32.83, , , UKR, Ukraine, , , , , , , , , , ,
YamauchiYuki,Yamauchi,Yuki,  Yuki,829,32.75, , , JPN, Japan, , , , , , , , , , ,
HerfurthMichael,Herfurth,Michael,  Michael,830,32.55, , , USA, United States, , , , , , , , , , ,
BaardsethEven,Baardseth,Even,  Even,830,32.55, , , NOR, Norway, , , , , , , , , , ,
SalterThomas,Salter,Thomas,  Thomas,832,32.5, , , CAN, Canada, , , , , , , , , , ,
TullochConnor,Tulloch,Connor,  Connor,833,32.25, , , CAN, Canada, , , , , , , , , , ,
WedenigMarkus,Wedenig,Markus,  Markus,834,32.12, , , AUT, Austria, , , , , , , , , , ,
BaliccoSacha,Balicco,Sacha,  Sacha,835,31.92, , , FRA, France, , , , , , , , , , ,
StädlerJonas,Städler,Jonas,  Jonas,836,31.88, , , SUI, Switzerland, , , , , , , , , , ,
MizukamiKota,Mizukami,Kota,  Kota,837,31.88, , , JPN, Japan, , , , , , , , , , ,
HerzenjakAnej,Herzenjak,Anej,  Anej,838,31.81, , , SLO, SLO, , , , , , , , , , ,
MaglovAleksey,Maglov,Aleksey,  Aleksey,839,31.63, , , RUS, Russian Federation, , , , , , , , , , ,
CampbellJamie,Campbell,Jamie,  Jamie,840,31.54, , , CAN, Canada, , , , , , , , , , ,
ZiskoAffan,Zisko,Affan,  Affan,841,31.47, , , BIH, Bosnia and Herzegovina, , , , , , , , , , ,
DoironJack,Doiron,Jack,  Jack,842,31.37, , , CAN, Canada, , , , , , , , , , ,
Putys-GallagherLuke,Putys-Gallagher,Luke,  Luke,843,31.17, , , LTU, Lithuania, , , , , , , , , , ,
TalpoMichele,Talpo,Michele,  Michele,843,31.17, , , ITA, Italy, , , , , , , , , , ,
ClementeJackie,Clemente,Jackie,  Jackie,845,31.09, , , USA, United States, , , , , , , , , , ,
FomchenkoMihail,Fomchenko,Mihail,  Mihail,846,31.08, , , RUS, Russian Federation, , , , , , , , , , ,
Gaulin SorensenTheodor,Gaulin Sorensen,Theodor,  Theodor,847,31.06, , , NOR, Norway, , , , , , , , , , ,
TaniYuma,Tani,Yuma,  Yuma,848,31.03, , , JPN, Japan, , , , , , , , , , ,
MollerJusto,Moller,Justo,  Justo,849,31.01, , , ARG, Argentina, , , , , , , , , , ,
PreissingerMaximilian,Preissinger,Maximilian,  Maximilian,850,30.99, Absolut Park | Electric | Planet Sports | Ride Snowboards | Vans | ,22, GER, Germany, Regular, 187cm, Starnberg, , , , , , , ,
FengChangjun,Feng,Changjun,  Changjun,851,30.94, ,25, CHN, China, Goofy, , Beijing, , , , , , , ,
ArthurNey,Arthur,Ney,  Ney,852,30.91, , , FRA, France, , , , , , , , , , ,
TraskSylas,Trask,Sylas,  Sylas,853,30.89, , , USA, United States, , , , , , , , , , ,
FlynnBennett,Flynn,Bennett,  Bennett,854,30.81, , , USA, United States, , , , , , , , , , ,
NehringFabian,Nehring,Fabian,  Fabian,855,30.74, ,14, GER, Germany, Regular, , Ludwigsfelde, , , , , , , ,
ItoHiroto,Ito,Hiroto,  Hiroto,856,30.7, , , JPN, Japan, , , , , , , , , , ,
AngelilloDennis,Angelillo,Dennis,  Dennis,857,30.65, , , SUI, Switzerland, , , , , , , , , , ,
McCorristerKoen,McCorrister,Koen,  Koen,858,30.49, , , CAN, Canada, , , , , , , , , , ,
TakahashiAkira,Takahashi,Akira,  Akira,859,30.4, , , JPN, Japan, , , , , , , , , , ,
KudoSora,Kudo,Sora,  Sora,860,30.4, , , JPN, Japan, , , , , , , , , , ,
AsmundssonEinar Agust,Asmundsson,Einar Agust,  Einar Agust,861,30.4, , , NOR, Norway, , , , , , , , , , ,
AbeKyoichiro,Abe,Kyoichiro,  Kyoichiro,862,30.34, , , JPN, Japan, , , , , , , , , , ,
BeuchelBen,Beuchel,Ben,  Ben,863,30.22, , , CAN, Canada, , , , , , , , , , ,
DohertyBryce,Doherty,Bryce,  Bryce,864,30.2, , , CAN, Canada, , , , , , , , , , ,
HuetHidde,Huet,Hidde,  Hidde,865,30.18, , , NED, NED, , , , , , , , , , ,
YokotaKoki,Yokota,Koki,  Koki,866,29.96, , , JPN, Japan, , , , , , , , , , ,
TourkiLiam,Tourki,Liam,  Liam,867,29.79,  | ,21, FRA, France, Regular,170, Doussard, Les 7 laux,,,,,,,
7 laux,7 laux,, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , , , ,,,,,,,,,,,,
KleinJosh,Klein,Josh,  Josh,868,29.78, ,14, CAN, Canada, , , , , , , , , , ,
AugstenChristoph,Augsten,Christoph,  Christoph,869,29.66, , , AUT, Austria, , , , , , , , , , ,
Lech-HernesLeonard,Lech-Hernes,Leonard,  Leonard,870,29.61, , , NOR, Norway, , , , , , , , , , ,
NDOUMBE MOUKOURINatan,NDOUMBE MOUKOURI,Natan,  Natan,871,29.29, ,15, FRA, France, , , Meauzac, , , , , , , ,
KweonLeejun,Kweon,Leejun,  Leejun,872,29.27, ,23, KOR, Korea, Republic of, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , 
SuikovMaksim,Suikov,Maksim,  Maksim,873,29.26, , , RUS, Russian Federation, , , , , , , , , , ,
StefanecBlake,Stefanec,Blake,  Blake,874,29.24, , , CAN, Canada, , , , , , , , , , ,
ShmurikovEgor,Shmurikov,Egor,  Egor,875,29.05, ,17, RUS, Russian Federation, , , , , , , , , , ,
PyleElijah,Pyle,Elijah,  Elijah,876,29.03, , , USA, United States, , , , , , , , , , ,
KasparDaniel,Kaspar,Daniel,  Daniel,877,28.72, , , CZE, Czech Republic, , , , , , , , , , ,
BarrScott,Barr,Scott,  Scott,878,28.58, , , USA, United States, , , , , , , , , , ,
FuruhashiRan,Furuhashi,Ran,  Ran,879,28.32, , , JPN, Japan, , , , , , , , , , ,
DeansJonah,Deans,Jonah,  Jonah,880,28.31, , , CAN, Canada, , , , , , , , , , ,
SigfussonBjorn Andri,Sigfusson,Bjorn Andri,  Bjorn Andri,881,28.29, , , ISL, Iceland, , , , , , , , , , ,
LeeceNoah,Leece,Noah,  Noah,882,28.28, , , CAN, Canada, , , , , , , , , , ,
HenningRyan,Henning,Ryan,  Ryan,883,28.27, , , CAN, Canada, , , , , , , , , , ,
AndenmattenMika,Andenmatten,Mika,  Mika,884,28.15, ,19, SUI, Switzerland, , , , , , , , , , ,
AbbottBrayden,Abbott,Brayden,  Brayden,885,28.05, , , CAN, Canada, , , , , , , , , , ,
StamDaan,Stam,Daan,  Daan,886,28.04, , , GBR, United Kingdom, , , , , , , , , , ,
BousbourasNicholas,Bousbouras,Nicholas,  Nicholas,887,27.83, , , USA, United States, , , , , , , , , , ,
LevanLucas,Levan,Lucas,  Lucas,888,27.8, , , CAN, Canada, , , , , , , , , , ,
HaudeJonathan,Haude,Jonathan,  Jonathan,889,27.73, , , AUT, Austria, , , , , , , , , , ,
MartinezLouis,Martinez,Louis,  Louis,890,27.68, , , FRA, France, , , , , , , , , , ,
ThompsonOwen,Thompson,Owen,  Owen,891,27.62, , , CAN, Canada, , , , , , , , , , ,
DutyJohnny,Duty,Johnny,  Johnny,892,27.51, , , USA, United States, , , , , , , , , , ,
GislasonElis,Gislason,Elis,  Elis,893,27.51, , , ISL, Iceland, , , , , , , , , , ,
LaliberteDylan,Laliberte,Dylan,  Dylan,894,27.49, , , CAN, Canada, , , , , , , , , , ,
SytykhValeriy,Sytykh,Valeriy,  Valeriy,895,27.26, ,12, BLR, Belarus, Regular, , Minsk, , , , , , , ,
RoyLiam,Roy,Liam,  Liam,896,27.2, , , CAN, Canada, , , , , , , , , , ,
HarjuAarni,Harju,Aarni,  Aarni,897,27.19, , , FIN, Finland, , , , , , , , , , ,
ThoresenLeo,Thoresen,Leo,  Leo,898,27.19, , , GER, Germany, , , , , , , , , , ,
Van Der HavenFlorian,Van Der Haven,Florian,  Florian,899,27.19, , , NED, NED, , , , , , , , , , ,
MurakamiToma,Murakami,Toma,  Toma,900,26.97, , , JPN, Japan, , , , , , , , , , ,
PohlDanilo,Pohl,Danilo,  Danilo,901,26.94, , , GER, Germany, , , , , , , , , , ,
PecaninNedim,Pecanin,Nedim,  Nedim,902,26.89, , , BIH, Bosnia and Herzegovina, , , , , , , , , , ,
SkarvanJaroslav,Skarvan,Jaroslav,  Jaroslav,903,26.88, , , CZE, Czech Republic, , , , , , , , , , ,
TioAndre,Tio,Andre,  Andre,904,26.83, , , CAN, Canada, , , , , , , , , , ,
OrlikFilip,Orlik,Filip,  Filip,905,26.74, , , POL, Poland, , , , , , , , , , ,
OrrSumner,Orr,Sumner,  Sumner,906,26.71, , , USA, United States, , , , , , , , , , ,
PowellZeb,Powell,Zeb,  Zeb,907,26.7, , , USA, United States, , , , , , , , , , ,
HiraoYoshikatsu,Hirao,Yoshikatsu,  Yoshikatsu,908,26.53, , , JPN, Japan, , , , , , , , , , ,
LaurenchikjVedran,Laurenchikj,Vedran,  Vedran,909,26.44, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
PaunonenArttu,Paunonen,Arttu,  Arttu,910,26.43, , , FIN, Finland, , , , , , , , , , ,
WilliamsTravis,Williams,Travis,  Travis,911,26.4, , , CAN, Canada, , , , , , , , , , ,
GasperiNoah,Gasperi,Noah,  Noah,912,26.38, Voelkl | 686 | ,19, AUT, Austria, Goofy, 165cm, , Nassfeld / Hermagor, , , , , , ,
Barcons AntunesMax,Barcons Antunes,Max,  Max,913,26.11, , , AND, Andorra, , , , , , , , , , ,
FuseMasato,Fuse,Masato,  Masato,914,26.04, , , JPN, Japan, , , , , , , , , , ,
FossMons,Foss,Mons,  Mons,915,25.99, , , NOR, Norway, , , , , , , , , , ,
TyniJukka,Tyni,Jukka,  Jukka,916,25.92, ,30, FIN, Finland, , , , , , , , , , ,
BroadbentNoel,Broadbent,Noel,  Noel,917,25.86, , , SUI, Switzerland, , , , , , , , , , ,
DalrympleIsaac,Dalrymple,Isaac,  Isaac,918,25.71, , , USA, United States, , , , , , , , , , ,
TonteriRoope,Tonteri,Roope,  Roope,919,25.65, Anon Optics | Burton Snowboards | Red Bull | ,28, FIN, Finland, Goofy, 165. cm, Valkeala, Mielakka Kouvola, , , , , , ,
KatoKippei,Kato,Kippei,  Kippei,920,25.54, , , JPN, Japan, , , , , , , , , , ,
BertoliniGiovanni,Bertolini,Giovanni,  Giovanni,921,25.52, , , ITA, Italy, , , , , , , , , , ,
BenvenutiAndrea,Benvenuti,Andrea,  Andrea,922,25.51, , , ITA, Italy, , , , , , , , , , ,
LobbenBeck,Lobben,Beck,  Beck,923,25.49, , , USA, United States, , , , , , , , , , ,
EbnerNiklas,Ebner,Niklas,  Niklas,924,25.42, , , GER, Germany, , , , , , , , , , ,
SotoAitor,Soto,Aitor,  Aitor,925,25.38, , , ESP, Spain, , , , , , , , , , ,
EckhardtGregory,Eckhardt,Gregory,  Gregory,926,25.37, , , SUI, Switzerland, , , , , , , , , , ,
AartsJoshua,Aarts,Joshua,  Joshua,927,25.36, , , NED, NED, , , , , , , , , , ,
KotaniKaito,Kotani,Kaito,  Kaito,928,25.34, , , JPN, Japan, , , , , , , , , , ,
BobryshevVadim,Bobryshev,Vadim,  Vadim,929,25.23, ,26, RUS, Russian Federation, , , Petropavlovsk-Kamchatsky, , , , , , , ,
DesjardinsMyles,Desjardins,Myles,  Myles,930,25.1, , , CAN, Canada, , , , , , , , , , ,
RosenforsRuben,Rosenfors,Ruben,  Ruben,931,25.09, , , SWE, Sweden, , , , , , , , , , ,
KofujiKengo,Kofuji,Kengo,  Kengo,932,25.09, , , JPN, Japan, , , , , , , , , , ,
EichhornLeo,Eichhorn,Leo,  Leo,933,25.07, , , GER, Germany, , , , , , , , , , ,
GarandelLiam,Garandel,Liam,  Liam,934,25.06, , , FRA, France, , , , , , , , , , ,
RejdaAdam,Rejda,Adam,  Adam,935,24.98, , , CZE, Czech Republic, , , , , , , , , , ,
HolzingerChristoph,Holzinger,Christoph,  Christoph,936,24.95, , , AUT, Austria, , , , , , , , , , ,
SchweigerBernd,Schweiger,Bernd,  Bernd,937,24.9, , , AUT, Austria, , , , , , , , , , ,
BassettBrevin,Bassett,Brevin,  Brevin,938,24.88, , , USA, United States, , , , , , , , , , ,
AustinBenton,Austin,Benton,  Benton,939,24.82, , , USA, United States, , , , , , , , , , ,
MargreiterLinus,Margreiter,Linus,  Linus,940,24.7, , , AUT, Austria, , , , , , , , , , ,
SilanderNiilo,Silander,Niilo,  Niilo,941,24.65, , , FIN, Finland, , , , , , , , , , ,
WuhrmannToulouse,Wuhrmann,Toulouse,  Toulouse,942,24.65, , , SUI, Switzerland, , , , , , , , , , ,
KuchTanner,Kuch,Tanner,  Tanner,943,24.42, , , USA, United States, , , , , , , , , , ,
IlliKonstantin,Illi,Konstantin,  Konstantin,944,24.4, , , GER, Germany, , , , , , , , , , ,
JonssonBjartur Snaer,Jonsson,Bjartur Snaer,  Bjartur Snaer,945,24.37, , , ISL, Iceland, , , , , , , , , , ,
